Position	Strand	EGDe_37C_TermSeq
2001727	+	0
2001764	+	0
2001765	+	1
2001766	+	0
2001767	+	0
2001768	+	0
2001770	+	0
2001774	+	0
2001775	+	0
2001781	+	0
2001782	+	0
2001783	+	0
2001792	+	0
2001868	+	0
2001890	+	0
2001896	+	0
2001974	+	0
2001976	+	0
2001998	+	0
2002018	+	0
2002023	+	0
2002055	-	0
2002056	+	0
2002070	+	0
2002094	+	0
2002122	+	0
2002125	+	0
2002133	+	0
2002141	+	0
2002169	-	0
2002218	+	0
2002234	+	0
2002275	+	1
2002276	+	0
2002277	+	0
2002285	+	0
2002321	+	0
2002325	+	0
2002327	+	0
2002328	+	0
2002335	+	0
2002360	+	0
2002369	+	0
2002382	+	0
2002390	+	0
2002406	+	0
2002412	+	0
2002425	+	0
2002433	+	0
2002434	+	0
2002445	+	0
2002456	+	0
2002459	+	0
2002489	+	0
2002515	+	0
2002521	+	0
2002529	+	0
2002533	+	0
2002572	+	0
2002597	+	0
2002600	+	0
2002654	+	0
2002701	+	0
2002729	+	0
2002733	+	0
2002754	+	0
2002761	+	0
2002768	+	0
2002770	+	0
2002809	+	0
2002814	+	0
2002818	+	0
2002820	+	0
2002847	+	0
2002881	+	0
2002886	+	0
2002891	+	0
2002892	+	0
2002927	+	0
2002981	+	0
2002992	+	0
2002997	+	0
2003010	+	0
2003018	+	0
2003037	+	0
2003067	+	0
2003069	+	0
2003122	+	0
2003124	+	0
2003129	+	0
2003147	+	0
2003150	+	0
2003158	+	0
2003162	+	0
2003181	+	0
2003204	+	0
2003217	+	0
2003220	+	0
2003224	+	0
2003225	+	0
2003230	+	0
2003260	+	0
2003287	+	0
2003297	+	0
2003374	+	0
2003391	+	0
2003407	+	0
2003432	+	0
2003441	+	0
2003481	+	0
2003485	+	0
2003486	+	0
2003487	+	0
2003581	+	0
2003596	+	0
2003600	+	0
2003608	+	0
2003643	+	0
2003687	+	0
2003694	+	0
2003702	+	1
2003703	+	0
2003706	+	0
2003708	+	0
2003713	+	0
2003720	+	0
2003721	+	1
2003722	+	1
2003723	+	0
2003724	+	2
2003731	+	0
2003764	+	0
2003803	+	0
2003806	+	0
2003861	+	0
2003869	+	0
2003875	+	0
2003878	+	0
2003902	+	0
2003905	+	0
2003930	+	0
2003950	+	0
2003957	+	0
2003985	+	0
2003986	+	0
2003993	+	0
2004043	+	0
2004045	+	0
2004067	+	0
2004091	+	0
2004095	+	0
2004113	+	0
2004121	+	0
2004131	+	0
2004195	+	0
2004206	+	0
2004207	+	0
2004265	+	0
2004474	+	1
2004475	+	21
2004476	+	57
2004477	+	39
2004478	+	8
2004479	+	1
2004480	+	0
2004481	+	1
2004482	+	1
2004483	+	1
2004484	+	1
2004488	+	2
2004497	+	0
2004500	+	0
2004509	+	0
2004511	+	0
2004512	+	0
2004514	+	1
2004515	+	0
2004516	+	0
2004517	+	0
2004523	+	0
2004525	+	0
2004532	+	0
2004535	+	0
2004537	+	0
2004541	+	0
2004542	+	0
2004548	+	0
2004552	+	0
2004556	+	0
2004564	+	1
2004566	+	0
2004567	+	0
2004568	+	0
2004575	+	0
2004580	+	0
2004581	+	0
2004588	+	0
2004591	+	0
2004594	+	0
2004595	+	0
2004615	+	0
2004623	+	0
2004624	+	1
2004634	+	0
2004647	+	0
2004650	+	0
2004651	+	0
2004653	+	0
2004658	+	0
2004659	+	0
2004664	+	0
2004665	+	0
2004679	+	0
2004683	+	0
2004698	+	0
2004720	+	0
2004730	+	0
2004748	+	0
2004751	+	0
2004762	+	0
2004765	+	0
2004767	+	0
2004768	+	0
2004770	+	0
2004773	+	0
2004785	+	0
2004788	+	0
2004789	+	0
2004798	+	0
2004807	+	0
2004814	+	0
2004816	+	0
2004817	+	0
2004820	+	0
2004821	+	0
2004822	+	0
2004825	+	0
2004826	+	0
2004829	+	0
2004846	+	0
2004847	+	0
2004857	+	0
2004866	+	0
2004871	+	0
2004878	+	0
2004885	+	1
2004903	+	0
2004916	+	0
2004919	+	0
2004923	+	0
2004926	+	0
2004947	+	0
2004951	+	0
2004952	+	0
2004957	+	0
2004961	+	0
2004963	+	0
2004965	+	0
2004975	+	0
2004976	+	0
2004978	+	0
2004979	+	0
2004981	+	0
2004983	+	1
2004984	+	0
2004987	+	0
2004989	+	0
2004992	+	0
2004995	+	0
2004996	+	0
2004999	+	0
2005001	+	0
2005002	+	0
2005012	+	0
2005016	+	0
2005023	+	0
2005028	+	0
2005031	+	0
2005042	+	0
2005047	+	0
2005051	+	0
2005054	+	0
2005055	+	0
2005056	+	1
2005059	+	0
2005063	+	0
2005064	+	0
2005067	+	0
2005068	+	0
2005069	+	0
2005070	+	1
2005073	+	0
2005074	+	0
2005078	+	0
2005082	+	1
2005083	+	1
2005087	+	0
2005088	+	0
2005100	+	0
2005102	+	0
2005112	+	0
2005115	+	0
2005122	+	0
2005126	+	0
2005128	+	0
2005129	+	0
2005131	+	0
2005132	+	0
2005133	+	0
2005137	-	0
2005139	+	0
2005143	+	0
2005145	+	0
2005160	+	0
2005169	+	0
2005170	+	0
2005171	+	0
2005173	+	0
2005177	+	0
2005178	+	0
2005188	+	0
2005207	+	0
2005218	+	0
2005220	+	0
2005221	+	1
2005222	+	0
2005249	+	0
2005265	+	0
2005268	+	0
2005271	+	0
2005273	+	0
2005274	+	0
2005290	+	0
2005311	+	0
2005323	+	0
2005340	+	0
2005344	+	0
2005348	+	0
2005352	+	0
2005363	+	0
2005366	+	0
2005369	+	0
2005381	+	0
2005389	+	0
2005400	+	1
2005421	+	0
2005432	+	0
2005442	+	0
2005444	+	0
2005451	+	0
2005456	+	0
2005469	+	0
2005477	+	0
2005482	+	0
2005492	+	0
2005494	+	0
2005515	+	0
2005524	+	0
2005525	+	0
2005537	+	0
2005540	+	0
2005541	+	0
2005542	+	0
2005554	+	0
2005556	+	0
2005558	+	0
2005560	+	0
2005561	+	0
2005562	+	0
2005565	+	0
2005566	+	0
2005567	+	0
2005573	+	0
2005582	+	0
2005583	+	0
2005596	+	0
2005609	+	0
2005616	+	0
2005619	+	0
2005620	+	0
2005621	+	0
2005623	+	0
2005624	+	0
2005625	+	0
2005631	+	0
2005649	+	0
2005650	+	0
2005651	+	0
2005654	+	0
2005686	+	0
2005694	+	0
2005696	+	0
2005699	+	0
2005708	+	0
2005713	+	0
2005714	+	0
2005722	+	1
2005735	+	0
2005764	+	0
2005765	+	0
2005771	+	0
2005773	+	0
2005803	+	0
2005804	+	0
2005827	+	0
2005828	+	0
2005829	+	0
2005854	+	0
2005863	+	0
2005874	+	0
2005882	+	0
2005887	+	0
2005906	+	0
2005911	+	0
2005914	+	0
2005917	+	0
2005923	+	0
2005928	+	0
2005929	+	0
2005930	+	0
2005937	+	1
2005939	+	0
2005943	+	0
2005945	+	0
2005947	+	0
2005949	+	0
2005958	+	0
2005960	+	0
2005963	+	0
2005966	+	0
2005975	+	0
2005976	+	0
2005977	+	0
2005987	+	1
2006002	+	0
2006017	+	0
2006025	+	0
2006026	+	0
2006055	+	0
2006077	+	0
2006085	+	0
2006086	+	0
2006109	+	0
2006123	+	0
2006126	+	0
2006133	+	0
2006139	+	0
2006141	+	0
2006163	+	0
2006166	+	0
2006177	+	0
2006185	+	0
2006204	+	0
2006236	+	0
2006246	+	0
2006258	+	0
2006263	+	0
2006271	+	0
2006273	+	0
2006274	+	0
2006303	+	0
2006307	+	0
2006308	+	0
2006312	+	0
2006323	+	0
2006328	+	0
2006337	+	0
2006339	+	0
2006340	+	0
2006344	+	0
2006346	+	0
2006350	+	0
2006351	+	0
2006367	+	0
2006374	+	0
2006377	+	0
2006378	+	0
2006380	+	0
2006405	+	0
2006419	+	0
2006424	+	0
2006429	+	0
2006443	+	0
2006446	+	0
2006450	+	0
2006454	+	0
2006459	+	1
2006460	+	0
2006471	+	0
2006508	+	0
2006527	+	0
2006535	+	0
2006537	+	0
2006548	+	0
2006551	+	0
2006560	+	0
2006561	+	0
2006568	+	0
2006588	+	0
2006590	+	0
2006595	+	0
2006606	+	0
2006621	+	0
2006623	+	0
2006624	+	0
2006629	+	0
2006634	+	0
2006639	+	0
2006644	+	0
2006646	+	0
2006647	+	0
2006649	+	0
2006652	+	0
2006656	+	0
2006657	+	0
2006664	+	0
2006673	+	0
2006690	+	0
2006697	+	0
2006705	+	0
2006717	+	0
2006720	+	0
2006722	+	0
2006724	+	0
2006727	+	0
2006747	+	0
2006750	+	0
2006751	+	0
2006760	+	0
2006770	+	0
2006779	+	0
2006816	+	0
2006817	+	0
2006818	+	0
2006819	+	0
2006820	+	0
2006821	+	0
2006824	+	0
2006825	+	0
2006826	+	0
2006835	+	0
2006836	+	0
2006842	+	0
2006847	+	0
2006852	+	0
2006856	+	0
2006865	+	0
2006870	+	1
2006871	+	0
2006872	+	0
2006888	+	0
2006891	+	0
2006920	+	0
2006931	+	0
2006946	+	0
2006948	+	0
2006949	+	0
2006951	+	0
2006952	+	0
2006966	+	0
2006983	+	0
2006984	+	0
2006985	+	1
2006990	+	0
2006992	+	0
2006993	+	0
2007012	+	0
2007021	+	0
2007035	+	0
2007043	+	0
2007055	+	0
2007056	+	0
2007059	+	0
2007076	+	0
2007077	+	0
2007080	+	0
2007085	+	0
2007087	+	0
2007097	+	0
2007102	+	0
2007116	+	0
2007120	+	0
2007121	+	0
2007126	+	0
2007127	+	0
2007129	+	0
2007132	+	0
2007134	+	0
2007138	+	0
2007157	+	0
2007158	+	0
2007159	+	0
2007179	+	0
2007198	+	0
2007204	+	0
2007211	+	0
2007227	+	0
2007230	+	0
2007232	+	0
2007239	+	0
2007247	+	0
2007255	+	0
2007261	+	0
2007271	+	0
2007278	+	0
2007284	+	0
2007317	+	0
2007324	+	0
2007325	+	0
2007342	+	0
2007347	+	0
2007374	+	0
2007376	+	0
2007381	+	0
2007384	+	0
2007441	+	0
2007452	+	0
2007453	+	0
2007460	+	0
2007464	+	0
2007470	+	0
2007474	+	0
2007493	+	0
2007496	+	0
2007514	+	0
2007520	+	0
2007522	+	0
2007523	+	0
2007528	+	0
2007536	+	0
2007537	+	0
2007540	+	0
2007543	+	0
2007545	+	0
2007562	+	0
2007564	+	0
2007565	+	0
2007566	+	0
2007568	+	0
2007571	+	0
2007578	+	0
2007598	+	0
2007599	+	0
2007600	+	0
2007601	+	1
2007602	+	0
2007603	+	0
2007604	+	0
2007606	+	0
2007607	+	0
2007608	+	0
2007614	+	0
2007616	+	0
2007619	+	0
2007623	+	0
2007629	+	0
2007631	+	0
2007635	+	0
2007643	-	0
2007654	+	0
2007660	+	0
2007668	+	0
2007670	+	0
2007685	+	0
2007688	+	1
2007693	+	0
2007694	+	0
2007696	+	0
2007697	+	0
2007709	+	0
2007717	+	0
2007718	+	0
2007721	+	0
2007723	+	0
2007728	+	0
2007745	+	0
2007749	+	0
2007752	+	0
2007756	+	0
2007770	+	0
2007771	+	0
2007779	+	0
2007790	+	0
2007801	+	0
2007804	+	0
2007813	+	0
2007815	+	0
2007816	+	0
2007817	+	0
2007818	+	0
2007822	+	0
2007823	+	0
2007824	+	0
2007827	+	0
2007828	+	0
2007830	+	0
2007832	+	0
2007848	+	0
2007853	+	0
2007855	+	0
2007892	+	0
2007898	+	0
2007906	+	0
2007912	+	0
2007917	+	1
2007922	+	0
2007925	+	0
2007930	+	0
2007942	+	0
2007950	+	0
2007967	+	0
2007971	+	0
2007979	+	1
2007982	+	0
2007984	+	0
2007998	+	0
2008002	+	0
2008004	+	0
2008031	+	0
2008040	+	0
2008042	+	0
2008061	+	0
2008070	+	0
2008074	+	0
2008128	+	0
2008131	+	0
2008244	+	1
2008245	+	1
2008246	+	2
2008247	+	12
2008248	+	60
2008249	+	363
2008250	+	777
2008251	+	843
2008252	+	347
2008253	+	73
2008254	+	46
2008255	+	56
2008256	+	30
2008257	+	11
2008258	+	4
2008259	+	5
2008265	+	0
2008269	+	0
2008270	+	0
2008271	+	0
2008272	+	1
2008273	+	0
2008274	+	3
2008275	+	13
2008276	+	32
2008277	+	8
2008278	+	1
2008279	+	0
2008281	+	0
2008291	+	0
2008295	+	1
2008296	+	3
2008297	+	7
2008298	+	7
2008299	+	3
2008300	+	10
2008301	+	1
2008302	+	1
2008303	+	0
2008304	+	1
2008305	+	0
2008306	+	1
2008307	+	3
2008308	+	5
2008309	+	2
2008310	+	1
2008311	+	1
2008312	+	1
2008313	+	3
2008314	+	4
2008315	+	2
2008316	+	6
2008317	+	3
2008318	+	2
2008320	+	1
2008321	+	8
2008322	+	3
2008323	+	2
2008324	+	2
2008325	+	2
2008326	+	2
2008327	+	2
2008328	+	4
2008329	+	2
2008330	+	1
2008332	+	1
2008333	+	4
2008334	+	2
2008335	+	0
2008336	+	1
2008337	+	0
2008338	+	1
2008339	+	1
2008341	+	1
2008342	+	0
2008343	+	1
2008344	+	4
2008345	+	6
2008346	+	20
2008347	+	6
2008348	+	2
2008349	+	0
2008351	+	1
2008352	+	0
2008355	+	0
2008356	+	0
2008357	+	0
2008358	+	0
2008359	+	0
2008360	+	0
2008364	+	0
2008365	+	0
2008366	+	1
2008367	+	1
2008368	+	1
2008369	+	1
2008370	+	4
2008371	+	5
2008372	+	3
2008373	+	1
2008374	+	3
2008375	+	2
2008376	+	1
2008377	+	2
2008378	+	1
2008379	+	1
2008382	+	0
2008385	+	0
2008386	+	1
2008387	+	1
2008388	+	0
2008389	+	2
2008390	+	5
2008391	+	0
2008393	+	0
2008394	+	1
2008395	+	0
2008396	+	0
2008397	+	1
2008398	+	0
2008399	+	0
2008402	+	0
2008405	+	0
2008408	+	0
2008409	+	0
2008410	+	0
2008411	+	0
2008415	+	0
2008416	+	0
2008420	+	1
2008421	+	0
2008422	+	0
2008424	+	0
2008426	+	0
2008429	+	0
2008432	+	0
2008434	+	1
2008435	+	0
2008441	+	0
2008442	+	0
2008444	+	0
2008445	+	2
2008446	+	0
2008447	+	0
2008448	+	0
2008450	+	1
2008451	+	0
2008452	+	0
2008453	+	2
2008454	+	1
2008455	+	2
2008456	+	0
2008457	+	1
2008458	+	2
2008459	+	0
2008460	+	1
2008461	+	3
2008462	+	4
2008463	+	2
2008464	+	2
2008465	+	3
2008466	+	3
2008467	+	4
2008468	+	2
2008469	+	2
2008470	+	2
2008471	+	3
2008472	+	0
2008474	+	1
2008475	+	2
2008476	+	1
2008477	+	2
2008478	+	2
2008479	+	0
2008480	+	1
2008481	+	8
2008482	+	3
2008483	+	1
2008484	+	2
2008485	+	2
2008486	+	3
2008487	+	1
2008488	+	4
2008489	+	1
2008490	+	0
2008491	+	2
2008492	+	0
2008494	+	0
2008495	+	2
2008496	+	2
2008497	+	0
2008498	+	0
2008499	+	2
2008500	+	8
2008501	+	2
2008502	+	2
2008503	+	0
2008504	+	1
2008505	+	1
2008506	+	1
2008507	+	0
2008508	+	2
2008509	+	4
2008510	+	1
2008511	+	1
2008512	+	3
2008513	+	0
2008515	+	0
2008516	+	1
2008518	+	0
2008519	+	0
2008520	+	1
2008521	+	1
2008524	+	0
2008525	+	0
2008526	+	0
2008527	+	0
2008533	+	0
2008534	+	1
2008536	+	1
2008537	+	0
2008538	+	2
2008539	+	0
2008540	+	0
2008541	+	2
2008542	+	2
2008543	+	2
2008544	+	1
2008545	+	0
2008547	+	1
2008549	+	0
2008552	+	0
2008559	+	0
2008564	+	0
2008565	+	0
2008567	+	0
2008568	+	1
2008569	+	1
2008570	+	0
2008571	+	0
2008572	+	4
2008573	+	1
2008574	+	1
2008575	+	1
2008576	+	1
2008577	+	3
2008578	+	2
2008579	+	0
2008580	+	2
2008581	+	11
2008582	+	8
2008583	+	4
2008585	+	0
2008586	+	6
2008587	+	6
2008588	+	0
2008589	+	4
2008590	+	2
2008593	+	0
2008594	+	0
2008595	+	0
2008596	+	0
2008598	+	1
2008599	+	0
2008600	+	1
2008601	+	1
2008602	+	0
2008604	+	1
2008606	+	0
2008608	+	0
2008615	+	1
2008616	+	1
2008617	+	1
2008618	+	0
2008619	+	0
2008620	+	1
2008621	+	0
2008622	+	0
2008623	+	1
2008624	+	0
2008625	+	1
2008626	+	0
2008627	+	0
2008628	+	0
2008632	+	0
2008633	+	0
2008640	+	0
2008642	+	0
2008643	+	1
2008644	+	1
2008646	+	0
2008648	+	0
2008659	+	2
2008660	+	0
2008661	+	1
2008662	+	0
2008663	+	0
2008664	+	2
2008665	+	1
2008666	+	0
2008675	+	0
2008676	+	0
2008677	+	1
2008678	+	2
2008679	+	2
2008680	+	2
2008681	+	0
2008682	+	0
2008684	+	0
2008693	+	0
2008694	+	0
2008695	+	1
2008697	+	0
2008698	+	0
2008700	+	0
2008705	+	0
2008707	+	1
2008708	+	0
2008710	+	0
2008714	+	0
2008716	+	0
2008726	+	0
2008727	+	0
2008732	+	0
2008735	+	0
2008741	+	0
2008743	+	0
2008744	+	0
2008748	+	0
2008749	+	0
2008757	+	0
2008764	+	0
2008766	+	0
2008773	+	0
2008774	+	0
2008775	+	0
2008777	+	0
2008781	+	0
2008786	+	0
2008789	+	0
2008790	+	0
2008791	+	0
2008811	+	1
2008830	+	0
2008831	+	0
2008833	+	0
2008836	+	1
2008839	+	1
2009033	+	0
2009084	+	0
2009104	+	0
2009113	+	0
2009137	+	0
2009224	+	0
2009230	+	0
2009273	+	0
2009513	+	0
2009534	+	0
2009614	+	0
2009615	+	0
2009656	+	0
2009783	+	0
2009785	+	0
2009786	+	0
2009856	+	0
2009868	+	0
2009881	+	0
2009948	+	0
2010037	+	0
2010040	+	0
2010041	+	4
2010042	+	25
2010043	+	32
2010044	+	8
2010045	+	2
2010046	+	1
2010047	+	2
2010048	+	0
2010051	+	0
2010052	+	0
2010055	+	0
2010064	+	0
2010065	+	0
2010067	+	0
2010068	+	0
2010089	+	0
2010090	+	0
2010091	+	0
2010092	+	1
2010093	+	1
2010094	+	1
2010095	+	0
2010096	+	1
2010097	+	0
2010098	+	0
2010100	+	0
2010101	+	0
2010102	+	0
2010103	+	0
2010104	+	1
2010106	+	0
2010107	+	0
2010110	+	0
2010112	+	0
2010119	+	0
2010125	+	0
2010129	+	0
2010133	+	0
2010138	+	0
2010145	+	0
2010146	+	0
2010150	+	0
2010157	+	0
2010158	+	0
2010162	+	0
2010168	+	0
2010174	+	0
2010186	+	0
2010198	+	0
2010212	+	0
2010221	+	0
2010242	+	0
2010246	+	0
2010252	+	0
2010265	+	0
2010272	+	0
2010273	+	0
2010274	+	0
2010276	+	0
2010279	+	0
2010280	+	0
2010282	+	0
2010284	+	0
2010286	+	0
2010287	+	0
2010288	+	0
2010294	+	0
2010295	+	1
2010296	+	0
2010298	+	0
2010299	+	0
2010303	+	0
2010307	+	0
2010311	+	0
2010312	+	0
2010315	+	0
2010318	+	0
2010334	+	0
2010342	+	1
2010344	+	0
2010353	+	0
2010355	+	0
2010363	+	0
2010365	+	0
2010366	+	0
2010374	+	0
2010386	+	0
2010392	+	0
2010393	+	0
2010397	+	0
2010404	+	0
2010407	+	0
2010414	+	0
2010432	+	0
2010443	+	0
2010446	+	0
2010448	+	0
2010451	+	0
2010453	+	0
2010454	+	0
2010460	+	0
2010498	+	0
2010503	+	0
2010515	+	0
2010523	+	0
2010544	+	0
2010551	+	0
2010557	+	0
2010567	+	0
2010568	+	0
2010572	+	0
2010574	+	0
2010578	+	0
2010580	+	0
2010583	+	0
2010585	+	0
2010588	+	0
2010591	+	0
2010599	+	0
2010601	+	0
2010604	+	0
2010607	+	0
2010608	+	0
2010625	+	0
2010629	+	0
2010632	+	0
2010634	+	0
2010640	+	0
2010645	+	0
2010652	+	0
2010659	+	0
2010663	+	0
2010685	+	0
2010691	+	0
2010702	+	0
2010715	+	0
2010720	+	0
2010725	+	0
2010728	+	0
2010738	+	0
2010749	+	0
2010755	+	0
2010782	+	0
2010785	+	0
2010788	+	0
2010789	+	0
2010790	+	0
2010791	+	0
2010804	+	0
2010816	+	0
2010849	+	0
2010870	+	0
2010876	+	0
2010882	+	0
2010888	+	0
2010889	+	0
2010897	+	0
2010909	+	0
2010910	+	0
2010914	+	0
2010915	+	0
2010916	+	0
2010920	+	0
2010945	+	0
2010946	+	1
2010948	+	0
2010949	+	0
2010951	+	0
2010953	+	0
2010954	+	0
2010955	+	0
2010956	+	0
2010962	+	0
2010982	+	1
2010983	+	0
2010984	+	0
2010985	+	0
2010990	+	0
2010993	+	0
2011002	+	0
2011024	+	0
2011055	+	0
2011058	+	0
2011066	+	0
2011075	+	0
2011087	+	0
2011092	+	0
2011094	+	0
2011095	+	0
2011096	+	0
2011100	+	0
2011101	+	0
2011103	+	0
2011104	+	0
2011107	+	0
2011109	+	1
2011110	+	0
2011117	+	0
2011126	+	0
2011127	+	0
2011133	+	0
2011142	+	0
2011149	+	0
2011150	+	0
2011151	+	0
2011169	+	0
2011181	+	0
2011191	+	0
2011203	+	0
2011212	+	0
2011226	+	0
2011237	+	0
2011239	+	0
2011263	+	0
2011270	+	1
2011273	+	0
2011280	+	0
2011293	+	0
2011298	+	0
2011300	+	0
2011305	+	0
2011306	+	0
2011308	+	0
2011310	+	0
2011313	+	0
2011315	+	0
2011317	+	0
2011318	+	0
2011334	+	0
2011339	+	0
2011344	+	2
2011351	+	0
2011363	+	0
2011376	+	0
2011378	+	0
2011380	+	0
2011382	+	0
2011406	+	0
2011417	+	0
2011429	+	0
2011444	+	0
2011445	+	0
2011450	+	0
2011453	+	0
2011456	+	0
2011458	+	0
2011473	+	0
2011479	+	0
2011485	+	0
2011486	+	0
2011490	+	0
2011493	+	0
2011500	+	0
2011502	+	0
2011503	+	0
2011506	+	0
2011508	+	0
2011516	+	0
2011526	+	0
2011531	+	0
2011536	+	0
2011537	+	0
2011538	+	0
2011539	+	0
2011543	+	0
2011545	+	0
2011550	+	0
2011557	+	0
2011558	+	1
2011563	+	0
2011564	+	0
2011567	+	0
2011568	+	0
2011572	+	0
2011573	+	0
2011590	+	0
2011592	+	0
2011599	+	0
2011614	+	0
2011616	+	0
2011636	+	0
2011637	+	0
2011661	+	0
2011671	+	0
2011674	+	0
2011676	+	0
2011677	+	0
2011686	+	0
2011695	+	0
2011701	+	0
2011702	+	0
2011704	+	0
2011706	+	0
2011711	+	0
2011713	+	0
2011721	+	0
2011724	+	0
2011726	+	0
2011727	+	0
2011736	+	0
2011738	+	0
2011742	+	0
2011761	+	0
2011764	+	0
2011769	+	0
2011772	+	0
2011788	+	0
2011796	+	0
2011798	+	0
2011815	+	1
2011863	+	0
2011874	+	0
2011880	+	0
2011888	+	0
2011891	+	0
2011897	+	0
2011907	+	0
2011917	+	0
2011928	+	0
2011933	+	0
2011965	+	0
2011967	+	0
2011969	+	0
2011973	+	0
2011974	+	0
2011977	+	0
2011998	+	2
2012004	+	0
2012015	+	3
2012027	+	0
2012035	+	0
2012040	+	0
2012049	+	0
2012050	+	1
2012051	+	0
2012053	+	0
2012060	+	0
2012071	+	0
2012075	+	0
2012077	+	0
2012078	+	1
2012082	+	0
2012085	+	0
2012086	+	0
2012101	+	0
2012125	+	0
2012133	+	0
2012138	+	0
2012140	+	0
2012143	+	0
2012144	+	0
2012145	+	0
2012148	+	0
2012165	+	0
2012166	+	0
2012181	+	0
2012182	+	0
2012185	+	0
2012193	+	0
2012195	+	0
2012200	+	0
2012201	+	0
2012208	+	0
2012210	+	0
2012230	+	0
2012235	+	0
2012236	+	0
2012237	+	0
2012242	+	0
2012270	+	0
2012271	+	0
2012276	+	0
2012280	+	0
2012281	+	0
2012282	+	0
2012307	+	0
2012314	+	0
2012328	+	0
2012330	+	0
2012343	+	0
2012372	+	0
2012376	+	0
2012382	+	0
2012389	+	0
2012426	+	0
2012467	-	0
2012526	+	0
2012528	+	0
2012530	+	0
2012531	+	0
2012532	+	3
2012533	+	35
2012534	+	80
2012535	+	5
2012536	+	1
2012537	+	2
2012538	+	2
2012547	+	0
2012557	+	0
2012576	+	0
2012578	+	0
2012579	+	0
2012580	+	0
2012581	+	0
2012584	+	2
2012585	+	0
2012586	+	0
2012588	+	0
2012590	+	1
2012593	+	0
2012595	+	0
2012602	+	0
2012612	+	0
2012615	+	0
2012621	+	0
2012622	+	0
2012628	+	0
2012630	+	0
2012632	+	0
2012633	+	0
2012642	+	0
2012650	+	0
2012652	+	0
2012656	+	0
2012664	+	0
2012666	+	0
2012668	+	0
2012698	+	0
2012702	+	0
2012703	+	0
2012707	+	0
2012722	+	0
2012724	+	0
2012726	+	0
2012727	+	0
2012729	+	0
2012730	+	0
2012749	+	0
2012752	+	0
2012753	+	0
2012756	+	0
2012774	+	0
2012800	+	0
2012801	+	0
2012802	+	0
2012807	+	0
2012834	+	0
2012835	+	0
2012836	+	0
2012859	+	0
2012866	+	0
2012877	+	0
2012881	+	0
2012884	+	0
2012896	+	0
2012897	+	0
2012899	+	0
2012921	+	0
2012932	+	0
2012934	+	0
2012941	+	0
2012949	+	0
2012954	+	0
2012958	+	0
2012969	+	0
2012970	+	0
2012980	+	0
2012982	+	0
2012984	+	0
2012991	+	0
2013006	+	0
2013008	+	0
2013018	+	0
2013023	+	0
2013060	+	0
2013077	+	0
2013078	+	0
2013079	+	0
2013085	+	0
2013086	+	0
2013087	+	0
2013102	+	0
2013113	+	0
2013114	+	0
2013115	+	0
2013129	+	0
2013152	+	0
2013190	+	0
2013200	+	0
2013220	+	0
2013222	+	0
2013227	+	0
2013229	+	0
2013235	+	0
2013239	+	0
2013244	+	0
2013252	+	0
2013253	+	0
2013255	+	0
2013257	+	0
2013258	+	0
2013264	+	0
2013265	+	0
2013270	+	0
2013277	+	0
2013295	+	0
2013303	+	0
2013308	+	0
2013320	+	0
2013323	+	0
2013324	+	0
2013327	+	0
2013332	+	0
2013333	+	0
2013338	+	0
2013349	+	0
2013354	+	2
2013358	+	0
2013370	+	0
2013372	+	0
2013374	+	0
2013375	+	0
2013376	+	0
2013379	+	0
2013380	+	0
2013382	+	0
2013383	+	0
2013387	+	0
2013389	+	0
2013396	+	0
2013409	+	0
2013414	+	0
2013417	+	0
2013424	+	0
2013429	+	0
2013430	+	0
2013431	+	0
2013435	+	0
2013438	+	0
2013443	+	0
2013445	+	0
2013452	+	0
2013456	+	0
2013459	+	0
2013462	+	0
2013464	+	1
2013471	+	0
2013474	+	0
2013476	+	1
2013479	+	0
2013481	+	0
2013482	+	0
2013486	+	0
2013489	+	0
2013499	+	0
2013503	+	0
2013507	+	0
2013513	+	0
2013515	+	0
2013519	+	0
2013520	+	0
2013521	+	0
2013522	+	0
2013523	+	0
2013527	+	0
2013529	+	0
2013531	+	0
2013541	+	0
2013543	+	0
2013555	+	0
2013561	+	0
2013569	+	0
2013574	+	0
2013575	+	0
2013578	+	0
2013583	+	0
2013585	+	0
2013592	+	1
2013593	+	0
2013600	+	0
2013601	+	0
2013606	+	0
2013610	+	0
2013613	+	0
2013614	+	0
2013618	+	0
2013619	+	0
2013634	+	0
2013635	+	0
2013636	+	0
2013638	+	0
2013640	+	0
2013647	+	0
2013648	+	0
2013651	+	0
2013653	+	0
2013655	+	0
2013658	+	0
2013660	+	0
2013662	+	1
2013673	+	0
2013676	+	0
2013677	+	1
2013692	+	1
2013693	+	0
2013694	+	0
2013695	+	0
2013698	+	0
2013700	+	0
2013704	+	0
2013705	+	0
2013709	+	1
2013712	+	0
2013714	+	0
2013715	+	0
2013716	+	0
2013718	+	0
2013719	+	0
2013721	+	0
2013722	+	0
2013723	+	0
2013726	+	1
2013733	+	0
2013735	+	0
2013740	+	0
2013749	+	0
2013751	+	0
2013752	+	0
2013756	+	0
2013759	+	0
2013760	+	0
2013773	+	0
2013787	+	0
2013789	+	0
2013790	+	0
2013801	+	0
2013820	+	0
2013835	+	0
2013848	+	0
2013853	+	0
2013854	+	0
2013858	+	0
2013880	+	0
2014031	+	0
2014032	+	0
2014033	+	1
2014034	+	7
2014035	+	25
2014036	+	6
2014037	+	18
2014038	+	4
