Gene_Id	Homologs
lmo0627	Listeria monocytogenes EGD;LMON_RS03140;WP_014600594.1;0.9974716;;Listeria monocytogenes 10403S;LMRG_RS03140;WP_014600594.1;0.9974716;;
lmo1154	Listeria monocytogenes EGD;LMON_RS05720;WP_010989693.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05720;WP_010989693.1;1.0;;
lmo0859	Listeria monocytogenes EGD;LMON_RS04300;WP_003732367.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04300;WP_003732367.1;1.0;;
lmo1636	Listeria monocytogenes EGD;LMON_RS08455;WP_003733218.1;0.996732;;Listeria monocytogenes 10403S;LMRG_RS08155;WP_003733218.1;0.996732;;
lmo1435	Listeria monocytogenes EGD;LMON_RS07445;WP_003721940.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07140;WP_003721940.1;1.0;;
lmo2033	Listeria monocytogenes EGD;LMON_RS10570;WP_003731981.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10270;WP_003731981.1;1.0;;
lmo0528	Listeria monocytogenes EGD;LMON_RS02640;WP_014600557.1;0.99598396;;Listeria monocytogenes 10403S;LMRG_RS02640;WP_014600557.1;0.99598396;;
lmo0157	Listeria monocytogenes EGD;LMON_RS00755;WP_014600392.1;0.9961489;;Listeria monocytogenes 10403S;LMRG_RS00755;WP_014600392.1;0.9961489;;
lmo0006	Listeria monocytogenes EGD;LMON_RS00030;WP_003723769.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00030;WP_003723769.1;1.0;;
lmo0760	Listeria monocytogenes EGD;LMON_RS03815;WP_014600622.1;0.9950495;;Listeria monocytogenes 10403S;LMRG_RS03815;WP_014600622.1;0.9950495;;
lmo1252	Listeria monocytogenes EGD;LMON_RS06525;WP_003723551.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06220;WP_003723551.1;1.0;;
lmo2131	Listeria monocytogenes EGD;LMON_RS11105;WP_003722255.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10805;WP_003722255.1;1.0;;
lmo2802a	Listeria monocytogenes EGD;LMON_RS14315;WP_014601229.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14270;WP_014601229.1;1.0;;
lmo1021	Listeria monocytogenes EGD;LMON_RS05145;WP_003722885.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05145;WP_003722885.1;1.0;;
lmo1867	Listeria monocytogenes 10403S;LMRG_RS09440;WP_014600953.1;0.9920364;;
lmo2363	Listeria monocytogenes EGD;LMON_RS11960;WP_014601111.1;0.9978448;;Listeria monocytogenes 10403S;LMRG_RS11910;WP_014601111.1;0.9978448;;
lmo1538	Listeria monocytogenes EGD;LMON_RS07960;WP_003732584.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07655;WP_003732584.1;1.0;;
lmo1769	Listeria monocytogenes EGD;LMON_RS09235;WP_014600930.1;0.9810555;;Listeria monocytogenes 10403S;LMRG_RS08935;WP_014600930.1;0.9810555;;
lmo1350	Listeria monocytogenes EGD;LMON_RS07020;WP_003722477.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06715;WP_003722477.1;1.0;;
lmo0059	Listeria monocytogenes EGD;LMON_RS00300;WP_003721683.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00300;WP_003721683.1;1.0;;
lmo2820	Listeria monocytogenes EGD;LMON_RS14395;WP_014601238.1;0.99358976;;Listeria monocytogenes 10403S;LMRG_RS14350;WP_014601238.1;0.99358976;;
lmo0428	Listeria monocytogenes EGD;LMON_RS02200;WP_014600511.1;0.9972826;;Listeria monocytogenes 10403S;LMRG_RS02200;WP_014600511.1;0.9972826;;
lmo0662	Listeria monocytogenes EGD;LMON_RS03325;WP_014600600.1;0.99630994;;Listeria monocytogenes 10403S;LMRG_RS03325;WP_014600600.1;0.99630994;;
lmo2588	Listeria monocytogenes EGD;LMON_RS13185;WP_014601165.1;0.9979716;;Listeria monocytogenes 10403S;LMRG_RS13135;WP_014601165.1;0.9979716;;
lmo0887	Listeria monocytogenes EGD;LMON_RS04440;WP_003721454.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04440;WP_003721454.1;1.0;;
lmo0293	Listeria monocytogenes EGD;LMON_RS01520;WP_008946708.1;0.9874214;;Listeria monocytogenes 10403S;LMRG_RS01520;WP_008946708.1;0.9874214;;
lmo0082	Listeria monocytogenes EGD;LMON_RS00400;WP_014600365.1;0.9444444;;Listeria monocytogenes 10403S;LMRG_RS00400;WP_014600365.1;0.9444444;;
lmo2636	Listeria monocytogenes EGD;LMON_RS13485;WP_003733041.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13435;WP_003733041.1;1.0;;
lmo1141	Listeria monocytogenes EGD;LMON_RS05655;WP_009912223.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05655;WP_009912223.1;1.0;;
lmo2207	Listeria monocytogenes EGD;LMON_RS11495;WP_014601050.1;0.9955556;;Listeria monocytogenes 10403S;LMRG_RS11195;WP_014601050.1;0.9955556;;
lmo1583	Listeria monocytogenes EGD;LMON_RS08185;WP_003723312.1;0.9939394;;Listeria monocytogenes 10403S;LMRG_RS07880;WP_003723312.1;0.9939394;;
lmo2490	Listeria monocytogenes EGD;LMON_RS12690;WP_003722623.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12640;WP_003722623.1;1.0;;
lmo2700	Listeria monocytogenes EGD;LMON_RS13815;WP_014601198.1;0.99642855;;Listeria monocytogenes 10403S;LMRG_RS13765;WP_014601198.1;0.99642855;;
lmo1448	Listeria monocytogenes EGD;LMON_RS07510;WP_014600832.1;0.9967533;;Listeria monocytogenes 10403S;LMRG_RS07205;WP_014600832.1;0.9967533;;
lmo0182	Listeria monocytogenes EGD;LMON_RS00875;WP_014600405.1;0.9554545;;Listeria monocytogenes 10403S;LMRG_RS00875;WP_014600405.1;0.9554545;;
lmo0986	Listeria monocytogenes EGD;LMON_RS04970;WP_009926409.1;0.9933993;;Listeria monocytogenes 10403S;LMRG_RS04970;WP_009926409.1;0.9933993;;
lmo1239	Listeria monocytogenes EGD;LMON_RS06145;WP_014600781.1;0.9852217;;Listeria monocytogenes 10403S;LMRG_RS06145;WP_014600781.1;0.9852217;;
lmo2144	Listeria monocytogenes EGD;LMON_RS11180;WP_003731919.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10880;WP_003731919.1;1.0;;
lmo1284	Listeria monocytogenes EGD;LMON_RS06690;WP_014600792.1;0.9949495;;Listeria monocytogenes 10403S;LMRG_RS06385;WP_014600792.1;0.9949495;;
lmo2735	Listeria monocytogenes EGD;LMON_RS13990;WP_014601210.1;0.9696429;;Listeria monocytogenes 10403S;LMRG_RS13940;WP_014601210.1;0.9696429;;
lmo0703	Listeria monocytogenes EGD;LMON_RS03530;WP_003721824.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03530;WP_003721824.1;1.0;;
lmo2525	Listeria monocytogenes EGD;LMON_RS12865;WP_003723458.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12815;WP_003723458.1;1.0;;
lmo1756	Listeria monocytogenes EGD;LMON_RS09170;WP_003722233.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08870;WP_003722233.1;1.0;;
lmo1681	Listeria monocytogenes EGD;LMON_RS08680;WP_003733295.1;0.9986928;;Listeria monocytogenes 10403S;LMRG_RS08380;WP_003733295.1;0.9986928;;
lmo2601	Listeria monocytogenes EGD;LMON_RS13310;WP_008948839.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13260;WP_008948839.1;1.0;;
lmo1337	Listeria monocytogenes EGD;LMON_RS06955;WP_010990098.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06650;WP_010990098.1;1.0;;
lmo2855	Listeria monocytogenes EGD;LMON_RS14570;WP_014601251.1;0.99159664;;Listeria monocytogenes 10403S;LMRG_RS14525;WP_014601251.1;0.99159664;;
lmo0392	Listeria monocytogenes EGD;LMON_RS02025;WP_003723104.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02025;WP_003723104.1;1.0;;
lmo1935	Listeria monocytogenes EGD;LMON_RS10080;WP_014930993.1;0.9969325;;Listeria monocytogenes 10403S;LMRG_RS09780;WP_003724030.1;1.0;;
lmo2242	Listeria monocytogenes EGD;LMON_RS11670;WP_014601057.1;0.98125;;Listeria monocytogenes 10403S;LMRG_RS11370;WP_014601057.1;0.98125;;
lmo0605	Listeria monocytogenes EGD;LMON_RS03030;WP_003738285.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03030;WP_003738285.1;1.0;;
lmo0836	Listeria monocytogenes EGD;LMON_RS04185;WP_003721401.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04185;WP_003721401.1;1.0;;
lmo2413	Listeria monocytogenes EGD;LMON_RS12300;WP_014601122.1;0.997549;;Listeria monocytogenes 10403S;LMRG_RS12250;WP_014601122.1;0.997549;;
lmo1658	Listeria monocytogenes EGD;LMON_RS08565;WP_003723971.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08265;WP_003723971.1;1.0;;
lmo2011	Listeria monocytogenes EGD;LMON_RS10460;WP_003723175.1;0.9965458;;Listeria monocytogenes 10403S;LMRG_RS10160;WP_003723175.1;0.9965458;;
lmo1779	Listeria monocytogenes EGD;LMON_RS09300;WP_009925961.1;0.9916667;;Listeria monocytogenes 10403S;LMRG_RS09000;WP_009925961.1;0.9916667;;
lmo0541	Listeria monocytogenes EGD;LMON_RS02705;WP_014600562.1;0.99346405;;Listeria monocytogenes 10403S;LMRG_RS02705;WP_014600562.1;0.99346405;;
lmo2341	Listeria monocytogenes EGD;LMON_RS11850;WP_009924429.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11800;WP_009924429.1;1.0;;
lmo2386	Listeria monocytogenes EGD;LMON_RS12165;WP_009925810.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12115;WP_009925810.1;1.0;;
lmo0217	Listeria monocytogenes EGD;LMON_RS01050;WP_003722746.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01050;WP_003722746.1;1.0;;
lmo1043	Listeria monocytogenes EGD;LMON_RS05255;WP_014930873.1;0.9875776;;Listeria monocytogenes 10403S;LMRG_RS05255;WP_014600710.1;0.99378884;;
lmo0450	Listeria monocytogenes EGD;LMON_RS02305;WP_010989471.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02305;WP_010989471.1;1.0;;
lmo0506	Listeria monocytogenes EGD;LMON_RS02530;WP_003730559.1;0.99425286;;Listeria monocytogenes 10403S;LMRG_RS02530;WP_003730559.1;0.99425286;;
lmo0738	Listeria monocytogenes EGD;LMON_RS03705;WP_003721858.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03705;WP_003721858.1;1.0;;
lmo2109	Listeria monocytogenes EGD;LMON_RS10970;WP_003731936.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10670;WP_003731936.1;1.0;;
lmo1274	Listeria monocytogenes EGD;LMON_RS06640;WP_003723892.1;0.9965035;;Listeria monocytogenes 10403S;LMRG_RS06335;WP_003723892.1;0.9965035;;
lmo0872	Listeria monocytogenes EGD;LMON_RS04365;WP_014600663.1;0.9896907;;Listeria monocytogenes 10403S;LMRG_RS04365;WP_014600663.1;0.9896907;;
lmo1878	Listeria monocytogenes EGD;LMON_RS09790;WP_014930987.1;0.9929578;;Listeria monocytogenes 10403S;LMRG_RS09490;WP_003725831.1;1.0;;
lmo0640	Listeria monocytogenes EGD;LMON_RS03215;WP_003722839.1;0.9967213;;Listeria monocytogenes 10403S;LMRG_RS03215;WP_003722839.1;0.9967213;;
lmo0037	Listeria monocytogenes EGD;LMON_RS00185;WP_003732183.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00185;WP_003732183.1;1.0;;
lmo2798	Listeria monocytogenes EGD;LMON_RS14290;WP_014601228.1;0.9724771;;Listeria monocytogenes 10403S;LMRG_RS14245;WP_014601228.1;0.9724771;;
lmo1560	Listeria monocytogenes EGD;LMON_RS08070;WP_003732568.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07765;WP_003732568.1;1.0;;
lmo2573	Listeria monocytogenes EGD;LMON_RS13105;WP_014601156.1;0.9909639;;Listeria monocytogenes 10403S;LMRG_RS13055;WP_014601156.1;0.9909639;;
lmo0909	Listeria monocytogenes EGD;LMON_RS04580;WP_003721477.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04580;WP_003721477.1;1.0;;
lmo1725	Listeria monocytogenes EGD;LMON_RS09015;WP_003733123.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08715;WP_003733123.1;1.0;;
lmo1163	Listeria monocytogenes EGD;LMON_RS05765;WP_003736331.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05765;WP_003736331.1;1.0;;
lmo1627	Listeria monocytogenes EGD;LMON_RS08410;WP_003723933.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08110;WP_003723933.1;1.0;;
lmo0312	
lmo2024	Listeria monocytogenes EGD;LMON_RS10525;WP_014600989.1;0.9786477;;Listeria monocytogenes 10403S;LMRG_RS10225;WP_014600989.1;0.9786477;;
lmo1008	Listeria monocytogenes EGD;LMON_RS05080;WP_003719227.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05080;WP_003719227.1;1.0;;
lmo2376	Listeria monocytogenes EGD;LMON_RS12115;WP_003722402.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12065;WP_003722402.1;1.0;;
lmo1261	Listeria monocytogenes EGD;LMON_RS06575;WP_014600789.1;0.9973615;;Listeria monocytogenes 10403S;LMRG_RS06270;WP_014600789.1;0.9973615;;
lmo0411	
lmo2122	Listeria monocytogenes EGD;LMON_RS11035;WP_009926061.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10735;WP_009926061.1;1.0;;
lmo0248	Listeria monocytogenes EGD;LMON_RS01285;WP_003718336.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01285;WP_003718336.1;1.0;;
lmo13a	Listeria monocytogenes EGD;LMON_RS04520;WP_014600670.1;0.8679245;;Listeria monocytogenes 10403S;LMRG_RS04520;WP_014600670.1;0.8679245;;
lmo2717	Listeria monocytogenes EGD;LMON_RS13900;WP_003727651.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13850;WP_003727651.1;1.0;;
lmo1529	Listeria monocytogenes EGD;LMON_RS07915;WP_003723533.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07610;WP_003723533.1;1.0;;
lmo2220	Listeria monocytogenes EGD;LMON_RS11560;WP_009924694.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11260;WP_009924694.1;1.0;;
lmo2583	Listeria monocytogenes EGD;LMON_RS13160;WP_012952041.1;0.9955556;;Listeria monocytogenes 10403S;LMRG_RS13110;WP_012952041.1;0.9955556;;
lmo0874	Listeria monocytogenes EGD;LMON_RS04375;WP_003721440.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04375;WP_003721440.1;1.0;;
lmo2815	Listeria monocytogenes EGD;LMON_RS14370;WP_010990079.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14325;WP_010990079.1;1.0;;
lmo1106	
lmo1989	Listeria monocytogenes EGD;LMON_RS10350;WP_014600976.1;0.9935065;;Listeria monocytogenes 10403S;LMRG_RS10050;WP_014600976.1;0.9935065;;
lmo0582	Listeria monocytogenes EGD;LMON_RS02910;WP_014600574.1;0.96473026;;Listeria monocytogenes 10403S;LMRG_RS02910;WP_014600574.1;0.96473026;;
lmo2435	Listeria monocytogenes EGD;LMON_RS12410;WP_003723337.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12360;WP_003723337.1;1.0;;
lmo0814	Listeria monocytogenes EGD;LMON_RS04085;WP_014930846.1;0.99676377;;Listeria monocytogenes 10403S;LMRG_RS04085;WP_014600642.1;0.99352753;;
lmo0751	Listeria monocytogenes EGD;LMON_RS03770;WP_014600618.1;0.96938777;;Listeria monocytogenes 10403S;LMRG_RS03770;WP_014600618.1;0.96938777;;
lmo0091	Listeria monocytogenes EGD;LMON_RS00445;WP_003721717.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00445;WP_003721717.1;1.0;;
lmo0369	Listeria monocytogenes EGD;LMON_RS01910;WP_003733006.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01910;WP_003733006.1;1.0;;
lmo0519	Listeria monocytogenes EGD;LMON_RS02595;WP_014600553.1;0.9957537;;Listeria monocytogenes 10403S;LMRG_RS02595;WP_014600553.1;0.9957537;;
lmo2318	
lmo0484	Listeria monocytogenes EGD;LMON_RS02420;WP_003721271.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02420;WP_003721271.1;1.0;;
lmo2682	Listeria monocytogenes EGD;LMON_RS13715;WP_014601191.1;0.99821746;;Listeria monocytogenes 10403S;LMRG_RS13665;WP_014601191.1;0.99821746;;
lmo0716	Listeria monocytogenes EGD;LMON_RS03595;WP_014600610.1;0.99769056;;Listeria monocytogenes 10403S;LMRG_RS03595;WP_014600610.1;0.99769056;;
lmo2087	Listeria monocytogenes EGD;LMON_RS10845;WP_009931796.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10545;WP_009931796.1;1.0;;
lmo0850	Listeria monocytogenes EGD;LMON_RS04255;WP_008947247.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04255;WP_008947247.1;1.0;;
lmo0618	Listeria monocytogenes EGD;LMON_RS03095;WP_010989529.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03095;WP_010989529.1;1.0;;
lmo0191	Listeria monocytogenes EGD;LMON_RS00920;WP_003722720.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00920;WP_003722720.1;1.0;;
lmo1904	Listeria monocytogenes EGD;LMON_RS09925;WP_003723014.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09625;WP_003723014.1;1.0;;
lmo2780	Listeria monocytogenes EGD;LMON_RS14200;WP_009924103.1;0.99019605;;Listeria monocytogenes 10403S;LMRG_RS14155;WP_009924103.1;0.99019605;;
lmo0468	
lmo2255	Listeria monocytogenes EGD;LMON_RS11735;WP_003723655.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11435;WP_003723655.1;1.0;;
lmo2002	Listeria monocytogenes EGD;LMON_RS10415;WP_003732004.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10115;WP_003732004.1;1.0;;
lmo0932	Listeria monocytogenes EGD;LMON_RS04690;WP_003732411.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04690;WP_003732411.1;1.0;;
lmo0126	Listeria monocytogenes EGD;LMON_RS00620;WP_009931691.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00620;WP_009931691.1;1.0;;
lmo0379	Listeria monocytogenes EGD;LMON_RS01960;WP_014930827.1;0.9735099;;Listeria monocytogenes 10403S;LMRG_RS01960;WP_009926441.1;0.98013246;;
lmo1747	Listeria monocytogenes EGD;LMON_RS09125;WP_003722224.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08825;WP_003722224.1;1.0;;
lmo2596	Listeria monocytogenes EGD;LMON_RS13285;WP_003723652.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13235;WP_003723652.1;1.0;;
lmo2400	Listeria monocytogenes EGD;LMON_RS12235;WP_003722424.1;0.99319726;;Listeria monocytogenes 10403S;LMRG_RS12185;WP_003722424.1;0.99319726;;
lmo1649	Listeria monocytogenes EGD;LMON_RS08515;WP_014600885.1;0.9883041;;Listeria monocytogenes 10403S;LMRG_RS08215;WP_014600885.1;0.9883041;;
lmo1792	Listeria monocytogenes EGD;LMON_RS09365;WP_003724048.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09065;WP_003724048.1;1.0;;
lmo0334	Listeria monocytogenes EGD;LMON_RS01725;WP_014600478.1;0.9885057;;Listeria monocytogenes 10403S;LMRG_RS01725;WP_014600478.1;0.9885057;;
lmo2100	Listeria monocytogenes EGD;LMON_RS10910;WP_009925710.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10610;WP_009925710.1;1.0;;
lmo2354	Listeria monocytogenes EGD;LMON_RS11915;WP_010989969.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11865;WP_010989969.1;1.0;;
lmo2485	Listeria monocytogenes EGD;LMON_RS12665;WP_003722617.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12615;WP_003722617.1;1.0;;
lmo0226	Listeria monocytogenes EGD;LMON_RS01100;WP_003723749.1;0.9811321;;Listeria monocytogenes 10403S;LMRG_RS01100;WP_003723749.1;0.9811321;;
lmo2695	Listeria monocytogenes EGD;LMON_RS13790;WP_003732079.1;0.99696046;;Listeria monocytogenes 10403S;LMRG_RS13740;WP_003732079.1;0.99696046;;
lmo1030	Listeria monocytogenes EGD;LMON_RS05190;WP_010989641.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05190;WP_010989641.1;1.0;;
lmo0433	Listeria monocytogenes EGD;LMON_RS02225;WP_014600515.1;0.99;;Listeria monocytogenes 10403S;LMRG_RS02225;WP_014600515.1;0.99;;
lmo1891	Listeria monocytogenes EGD;LMON_RS09860;WP_003723001.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09560;WP_003723001.1;1.0;;
lmo0631	Listeria monocytogenes EGD;LMON_RS03160;WP_009931475.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03160;WP_009931475.1;1.0;;
lmo1551	Listeria monocytogenes EGD;LMON_RS08025;WP_003732578.1;0.997669;;Listeria monocytogenes 10403S;LMRG_RS07720;WP_003732578.1;0.997669;;
lmo1128	Listeria monocytogenes EGD;LMON_RS05590;WP_014600740.1;0.9941176;;Listeria monocytogenes 10403S;LMRG_RS05590;WP_014600740.1;0.9941176;;
lmo2198	Listeria monocytogenes EGD;LMON_RS11450;WP_003722321.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11150;WP_003722321.1;1.0;;
lmo1359	Listeria monocytogenes EGD;LMON_RS07065;WP_012581364.1;0.9921875;;Listeria monocytogenes 10403S;LMRG_RS06760;WP_012581364.1;0.9921875;;
lmo2770	Listeria monocytogenes EGD;LMON_RS14165;WP_014601220.1;0.99871135;;Listeria monocytogenes 10403S;LMRG_RS14115;WP_014601220.1;0.99871135;;
lmo2793	Listeria monocytogenes EGD;LMON_RS14265;WP_014601226.1;0.989899;;Listeria monocytogenes 10403S;LMRG_RS14220;WP_014601226.1;0.989899;;
lmo1404	Listeria monocytogenes EGD;LMON_RS07290;WP_014600817.1;0.9966722;;Listeria monocytogenes 10403S;LMRG_RS06985;WP_014600817.1;0.9966722;;
lmo0896	Listeria monocytogenes EGD;LMON_RS04485;WP_003721463.1;0.98994976;;Listeria monocytogenes 10403S;LMRG_RS04485;WP_003721463.1;0.98994976;;
lmo0729	Listeria monocytogenes EGD;LMON_RS03660;WP_003730617.1;0.9937107;;Listeria monocytogenes 10403S;LMRG_RS03660;WP_003730617.1;0.9937107;;
lmo0069	
lmo0497	Listeria monocytogenes EGD;LMON_RS02485;WP_014600543.1;0.99800795;;Listeria monocytogenes 10403S;LMRG_RS02485;WP_014600543.1;0.99800795;;
lmo1457	Listeria monocytogenes EGD;LMON_RS07555;WP_003721963.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07250;WP_003721963.1;1.0;;
lmo2538	Listeria monocytogenes EGD;LMON_RS12930;WP_014931021.1;0.9952153;;Listeria monocytogenes 10403S;LMRG_RS12880;WP_003723470.1;1.0;;
lmo1226	Listeria monocytogenes EGD;LMON_RS06080;WP_014600778.1;0.99906194;;Listeria monocytogenes 10403S;LMRG_RS06080;WP_014600778.1;0.99906194;;
lmo2296	Listeria monocytogenes 10403S;LMRG_RS11620;WP_014601083.1;0.984985;;
lmo0995	Listeria monocytogenes EGD;LMON_RS05015;WP_014600698.1;0.9825073;;Listeria monocytogenes 10403S;LMRG_RS05015;WP_014600698.1;0.9825073;;
lmo1845	Listeria monocytogenes EGD;LMON_RS09630;WP_003733836.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09330;WP_003733836.1;1.0;;
lmo0694	Listeria monocytogenes EGD;LMON_RS03485;WP_014600605.1;0.9852941;;Listeria monocytogenes 10403S;LMRG_RS03485;WP_014600605.1;0.9852941;;
lmo0827	
lmo1516	Listeria monocytogenes EGD;LMON_RS07850;WP_003723520.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07545;WP_003723520.1;1.0;;
lmo0595	Listeria monocytogenes EGD;LMON_RS02975;WP_003723401.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02975;WP_003723401.1;1.0;;
lmo1694	Listeria monocytogenes EGD;LMON_RS08865;WP_003733110.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08565;WP_003733110.1;1.0;;
lmo0167	Listeria monocytogenes EGD;LMON_RS00805;WP_014600397.1;0.99658704;;Listeria monocytogenes 10403S;LMRG_RS00805;WP_014600397.1;0.99658704;;
lmo2672	Listeria monocytogenes EGD;LMON_RS13665;WP_014601186.1;0.9925373;;Listeria monocytogenes 10403S;LMRG_RS13615;WP_014601186.1;0.9925373;;
lmo1368	Listeria monocytogenes EGD;LMON_RS07110;WP_014600810.1;0.9982238;;Listeria monocytogenes 10403S;LMRG_RS06805;WP_014600810.1;0.9982238;;
lmo1980	Listeria monocytogenes EGD;LMON_RS10305;WP_003727979.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10005;WP_003727979.1;1.0;;
lmo2824	Listeria monocytogenes EGD;LMON_RS14415;WP_009918143.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14370;WP_009918143.1;1.0;;
lmo1115	
lmo0954	Listeria monocytogenes EGD;LMON_RS04805;WP_003722775.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04805;WP_003722775.1;1.0;;
lmo2233	Listeria monocytogenes EGD;LMON_RS11625;WP_003723364.1;0.9931507;;Listeria monocytogenes 10403S;LMRG_RS11325;WP_003723364.1;0.9931507;;
lmo2422	Listeria monocytogenes EGD;LMON_RS12345;WP_003722450.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12295;WP_003722450.1;1.0;;
lmo1413	Listeria monocytogenes EGD;LMON_RS07335;WP_014600821.1;0.9977221;;Listeria monocytogenes 10403S;LMRG_RS07030;WP_014600821.1;0.9977221;;
lmo0100	Listeria monocytogenes EGD;LMON_RS00490;WP_003721726.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00490;WP_003721726.1;1.0;;
lmo0510	Listeria monocytogenes EGD;LMON_RS02550;WP_014930835.1;0.9947917;;Listeria monocytogenes 10403S;LMRG_RS02550;WP_014930835.1;0.9947917;;
lmo2078	Listeria monocytogenes EGD;LMON_RS10795;WP_003722335.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10495;WP_003722335.1;1.0;;
lmo0459	
lmo1052	Listeria monocytogenes EGD;LMON_RS05300;WP_014930874.1;0.99730456;;Listeria monocytogenes 10403S;LMRG_RS05300;WP_003722679.1;1.0;;
lmo1836	Listeria monocytogenes EGD;LMON_RS09585;WP_003723080.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09285;WP_003723080.1;1.0;;
lmo2331	
lmo0609	Listeria monocytogenes EGD;LMON_RS03050;WP_003722805.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03050;WP_003722805.1;1.0;;
lmo0863	Listeria monocytogenes EGD;LMON_RS04320;WP_014600659.1;0.9868421;;Listeria monocytogenes 10403S;LMRG_RS04320;WP_014600659.1;0.9868421;;
lmo1485	Listeria monocytogenes EGD;LMON_RS07695;WP_003721993.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07390;WP_003721993.1;1.0;;
lmo0200	Listeria monocytogenes EGD;LMON_RS00965;WP_022741810.1;0.9915612;;Listeria monocytogenes 10403S;LMRG_RS00965;WP_003722729.1;1.0;;
