WP_003727573.1	LMON_RS00005
WP_003723520.1	LMON_RS07850
WP_003723521.1	LMON_RS07855
WP_003727404.1	LMON_RS07860
WP_003723523.1	LMON_RS07865
WP_014930953.1	LMON_RS07870
WP_003723525.1	LMON_RS07875
WP_014600853.1	LMON_RS07880
WP_003723527.1	LMON_RS07885
WP_003723528.1	LMON_RS07890
WP_003733816.1	LMON_RS07895
WP_003723530.1	LMON_RS07900
WP_003723531.1	LMON_RS07905
WP_003723532.1	LMON_RS07910
WP_003723533.1	LMON_RS07915
WP_003723534.1	LMON_RS07920
WP_003723535.1	LMON_RS07925
WP_003723536.1	LMON_RS07930
WP_003732588.1	LMON_RS07935
WP_014600854.1	LMON_RS07940
WP_014600855.1	LMON_RS07945
WP_003732585.1	LMON_RS07950
WP_003724114.1	LMON_RS07955
WP_003732584.1	LMON_RS07960
WP_003727395.1	LMON_RS07965
WP_003726866.1	LMON_RS07970
WP_003732583.1	LMON_RS07975
WP_003726868.1	LMON_RS07980
WP_014600856.1	LMON_RS07985
WP_003723226.1	LMON_RS07990
WP_003723227.1	LMON_RS07995
WP_003723228.1	LMON_RS08000
WP_003732580.1	LMON_RS08005
WP_003723230.1	LMON_RS08010
WP_003723232.1	LMON_RS08015
WP_012951646.1	LMON_RS08020
WP_003732578.1	LMON_RS08025
WP_014600857.1	LMON_RS08030
WP_003723237.1	LMON_RS08035
WP_012951648.1	LMON_RS08040
WP_003723239.1	LMON_RS08045
WP_003723240.1	LMON_RS08050
WP_003723241.1	LMON_RS08055
WP_003732571.1	LMON_RS08060
WP_014600859.1	LMON_RS08065
WP_003732569.1	LMON_RS14805
WP_003732568.1	LMON_RS08070
WP_014600860.1	LMON_RS08075
WP_003723246.1	LMON_RS08080
WP_014600861.1	LMON_RS08085
WP_014600862.1	LMON_RS08090
WP_014600863.1	LMON_RS08095
WP_010989744.1	LMON_RS08100
WP_003723251.1	LMON_RS08105
WP_003723252.1	LMON_RS08110
WP_003723253.1	LMON_RS08115
WP_003732565.1	LMON_RS08120
WP_003723299.1	LMON_RS08125
WP_003730240.1	LMON_RS14810
WP_014600864.1	LMON_RS08130
WP_014600865.1	LMON_RS08135
WP_010989746.1	LMON_RS08140
WP_014600866.1	LMON_RS08145
WP_022741844.1	LMON_RS08150
WP_003730621.1	LMON_RS08155
WP_014930959.1	LMON_RS08160
WP_003723308.1	LMON_RS08165
WP_003723309.1	LMON_RS08170
WP_038406233.1	LMON_RS08175
WP_014600867.1	LMON_RS08180
WP_003723312.1	LMON_RS08185
WP_014600868.1	LMON_RS08190
WP_010989751.1	LMON_RS08195
WP_003723315.1	LMON_RS08200
WP_003723316.1	LMON_RS08205
WP_014600869.1	LMON_RS08210
WP_014600870.1	LMON_RS08215
WP_014600871.1	LMON_RS08220
WP_009931826.1	LMON_RS08225
WP_003732553.1	LMON_RS08230
WP_003723322.1	LMON_RS08235
WP_010989755.1	LMON_RS08240
WP_003733822.1	LMON_RS14815
WP_014600872.1	LMON_RS08245
WP_003723325.1	LMON_RS08250
WP_003727372.1	LMON_RS08255
WP_003727371.1	LMON_RS08260
WP_003727370.1	LMON_RS08265
WP_003732549.1	LMON_RS08270
WP_003727368.1	LMON_RS08275
WP_003723566.1	LMON_RS08280
WP_003723567.1	LMON_RS08285
WP_014600873.1	LMON_RS08290
WP_003723569.1	LMON_RS08295
WP_014600874.1	LMON_RS08300
WP_014600875.1	LMON_RS08305
WP_003723572.1	LMON_RS08310
WP_003723573.1	LMON_RS08315
WP_009915789.1	LMON_RS08320
WP_025283097.1	LMON_RS08325
WP_003723576.1	LMON_RS08330
WP_003723577.1	LMON_RS08335
WP_009925423.1	LMON_RS08340
WP_014930963.1	LMON_RS08345
WP_003723580.1	LMON_RS08350
WP_003723581.1	LMON_RS08355
WP_009926611.1	LMON_RS08360
WP_003723583.1	LMON_RS08365
WP_003732538.1	LMON_RS08370
WP_003732537.1	LMON_RS08375
WP_003724165.1	LMON_RS08380
WP_003732536.1	LMON_RS08385
WP_003732535.1	LMON_RS08390
WP_003732534.1	LMON_RS08395
WP_014600878.1	LMON_RS08400
WP_003723932.1	LMON_RS08405
WP_003723933.1	LMON_RS08410
WP_003723934.1	LMON_RS08415
WP_003723935.1	LMON_RS08420
WP_003723936.1	LMON_RS08425
WP_003723937.1	LMON_RS08430
WP_003733215.1	LMON_RS08435
WP_003734037.1	LMON_RS08440
WP_003733217.1	LMON_RS08445
WP_003724040.1	LMON_RS08450
WP_003733218.1	LMON_RS08455
WP_003724042.1	LMON_RS08460
WP_014600879.1	LMON_RS08465
WP_003733220.1	LMON_RS08470
WP_003733221.1	LMON_RS08475
WP_014600880.1	LMON_RS08480
WP_014600881.1	LMON_RS08485
WP_003726199.1	LMON_RS08490
WP_014600882.1	LMON_RS08495
WP_014600883.1	LMON_RS08500
WP_014600884.1	LMON_RS08505
WP_003727338.1	LMON_RS08510
WP_014600885.1	LMON_RS08515
WP_003723512.1	LMON_RS08520
WP_014600886.1	LMON_RS08525
WP_014600887.1	LMON_RS08530
WP_014600888.1	LMON_RS08535
WP_003733229.1	LMON_RS08540
WP_014930964.1	LMON_RS08550
WP_014600890.1	LMON_RS08555
WP_072217165.1	LMON_RS14820
WP_003733232.1	LMON_RS08560
WP_003723971.1	LMON_RS08565
WP_022741847.1	LMON_RS08575
WP_014600892.1	LMON_RS08580
WP_014600893.1	LMON_RS08585
WP_009930749.1	LMON_RS08590
WP_003733235.1	LMON_RS08595
WP_003723256.1	LMON_RS08600
WP_014600894.1	LMON_RS08605
WP_014600895.1	LMON_RS08610
WP_003727325.1	LMON_RS08615
WP_003723260.1	LMON_RS08620
WP_003723261.1	LMON_RS08625
WP_012951687.1	LMON_RS08630
WP_014930965.1	LMON_RS08635
WP_003726089.1	LMON_RS08640
WP_014600898.1	LMON_RS08645
WP_014600899.1	LMON_RS08650
WP_003723267.1	LMON_RS08655
WP_003723268.1	LMON_RS08660
WP_014930967.1	LMON_RS08665
WP_014600901.1	LMON_RS08670
WP_014600902.1	LMON_RS08675
WP_003733295.1	LMON_RS08680
WP_014930968.1	LMON_RS08685
WP_003733104.1	LMON_RS08810
WP_014600903.1	LMON_RS08815
WP_014600904.1	LMON_RS08820
WP_003723874.1	LMON_RS08825
WP_003723875.1	LMON_RS08830
WP_014600905.1	LMON_RS08835
WP_015454856.1	LMON_RS08840
WP_003739133.1	LMON_RS14825
WP_003723878.1	LMON_RS08845
WP_009924860.1	LMON_RS08850
WP_014600907.1	LMON_RS08855
WP_014600908.1	LMON_RS08860
WP_003733110.1	LMON_RS08865
WP_003724075.1	LMON_RS08870
WP_003724076.1	LMON_RS08875
WP_003733112.1	LMON_RS08880
WP_012951693.1	LMON_RS08885
WP_003733114.1	LMON_RS08890
WP_014600909.1	LMON_RS08895
WP_014600910.1	LMON_RS08900
WP_014600911.1	LMON_RS08905
WP_003733116.1	LMON_RS08910
WP_003733117.1	LMON_RS08915
WP_012951751.1	LMON_RS08920
WP_003724056.1	LMON_RS08925
WP_003724057.1	LMON_RS08930
WP_014600912.1	LMON_RS08935
WP_003724059.1	LMON_RS08940
WP_003733547.1	LMON_RS14830
WP_003767289.1	LMON_RS08945
WP_003733120.1	LMON_RS08950
WP_003728251.1	LMON_RS08955
WP_010989790.1	LMON_RS08960
WP_003733121.1	LMON_RS08970
WP_009926120.1	LMON_RS08975
WP_014930969.1	LMON_RS08980
WP_003722196.1	LMON_RS08985
WP_003722197.1	LMON_RS08990
WP_003722198.1	LMON_RS08995
WP_014600913.1	LMON_RS09000
WP_003722200.1	LMON_RS09005
WP_003722201.1	LMON_RS09010
WP_003733123.1	LMON_RS09015
WP_014600914.1	LMON_RS09020
WP_003722204.1	LMON_RS09025
WP_014600915.1	LMON_RS09030
WP_014600916.1	LMON_RS09035
WP_014930971.1	LMON_RS09040
WP_003722209.1	LMON_RS09050
WP_014930974.1	LMON_RS09055
WP_022741851.1	LMON_RS09060
WP_014600918.1	LMON_RS09065
WP_009932115.1	LMON_RS09070
WP_010989799.1	LMON_RS09075
WP_009912711.1	LMON_RS09080
WP_003722216.1	LMON_RS09085
WP_003729791.1	LMON_RS09090
WP_010989801.1	LMON_RS09095
WP_010989802.1	LMON_RS09100
WP_003733254.1	LMON_RS09105
WP_003722221.1	LMON_RS09110
WP_003722222.1	LMON_RS09115
WP_003722223.1	LMON_RS09120
WP_003722224.1	LMON_RS09125
WP_014600919.1	LMON_RS09130
WP_003722226.1	LMON_RS09135
WP_014600920.1	LMON_RS09140
WP_014600921.1	LMON_RS09145
WP_003722229.1	LMON_RS09150
WP_003722230.1	LMON_RS09155
WP_003733249.1	LMON_RS09160
WP_014600922.1	LMON_RS09165
WP_003722233.1	LMON_RS09170
WP_003722234.1	LMON_RS09175
WP_014600923.1	LMON_RS09180
WP_022741854.1	LMON_RS09185
WP_003733245.1	LMON_RS09190
WP_014600925.1	LMON_RS09195
WP_003722240.1	LMON_RS09200
WP_003720075.1	LMON_RS09205
WP_014600926.1	LMON_RS09210
WP_014600927.1	LMON_RS09215
WP_014600928.1	LMON_RS09220
WP_014600929.1	LMON_RS09225
WP_003722245.1	LMON_RS09230
WP_014600930.1	LMON_RS09235
WP_003733240.1	LMON_RS09240
WP_003722248.1	LMON_RS09245
WP_003733239.1	LMON_RS09250
WP_014600931.1	LMON_RS09255
WP_014930975.1	LMON_RS09260
WP_003722253.1	LMON_RS09265
WP_003722254.1	LMON_RS09270
WP_003723983.1	LMON_RS09290
WP_014600933.1	LMON_RS09295
WP_009925961.1	LMON_RS09300
WP_014600934.1	LMON_RS09305
WP_014600935.1	LMON_RS09310
WP_003723988.1	LMON_RS09315
WP_003720097.1	LMON_RS09320
WP_003720098.1	LMON_RS09325
WP_010958948.1	LMON_RS09330
WP_003733283.1	LMON_RS14835
WP_010989812.1	LMON_RS09335
WP_003728425.1	LMON_RS09340
WP_003728424.1	LMON_RS09345
WP_014600936.1	LMON_RS09350
WP_003724046.1	LMON_RS09355
WP_003724047.1	LMON_RS09360
WP_003724048.1	LMON_RS09365
WP_010989813.1	LMON_RS09370
WP_003724050.1	LMON_RS09375
WP_003724051.1	LMON_RS09380
WP_003728421.1	LMON_RS09385
WP_003720111.1	LMON_RS09390
WP_014930977.1	LMON_RS09395
WP_077913081.1	LMON_RS09400
WP_003733102.1	LMON_RS09405
WP_003723861.1	LMON_RS09410
WP_003723862.1	LMON_RS09415
WP_003723863.1	LMON_RS09420
WP_003723864.1	LMON_RS09425
WP_012951781.1	LMON_RS09430
WP_003723866.1	LMON_RS09435
WP_010989818.1	LMON_RS09440
WP_014600939.1	LMON_RS09445
WP_003723870.1	LMON_RS09450
WP_003744207.1	LMON_RS09455
WP_003733099.1	LMON_RS09460
WP_003739226.1	LMON_RS09465
WP_003733097.1	LMON_RS09470
WP_014930980.1	LMON_RS09475
WP_003720130.1	LMON_RS09480
WP_003720131.1	LMON_RS09485
WP_003723061.1	LMON_RS09490
WP_003723062.1	LMON_RS09495
WP_014600943.1	LMON_RS09500
WP_014600944.1	LMON_RS09505
WP_003723065.1	LMON_RS09510
WP_003733095.1	LMON_RS09515
WP_009930505.1	LMON_RS09520
WP_010989822.1	LMON_RS09525
WP_010989823.1	LMON_RS09530
WP_003728294.1	LMON_RS09535
WP_003725659.1	LMON_RS09540
WP_010989824.1	LMON_RS09545
WP_003723073.1	LMON_RS09550
WP_003723074.1	LMON_RS09555
WP_003723075.1	LMON_RS09560
WP_003723076.1	LMON_RS09565
WP_014930982.1	LMON_RS09570
WP_014600945.1	LMON_RS09575
WP_003723079.1	LMON_RS09580
WP_003723080.1	LMON_RS09585
WP_012951791.1	LMON_RS09590
WP_014600946.1	LMON_RS09595
WP_003723083.1	LMON_RS09600
WP_003729510.1	LMON_RS09605
WP_003733083.1	LMON_RS09610
WP_003733835.1	LMON_RS09615
WP_003724126.1	LMON_RS09620
WP_003724127.1	LMON_RS09625
WP_003733836.1	LMON_RS09630
WP_003724070.1	LMON_RS09635
WP_014600947.1	LMON_RS09640
WP_003728286.1	LMON_RS09645
WP_003733074.1	LMON_RS09650
WP_003733073.1	LMON_RS09655
WP_003733072.1	LMON_RS09660
WP_014600948.1	LMON_RS09665
WP_003723407.1	LMON_RS09670
WP_003723408.1	LMON_RS09675
WP_003733070.1	LMON_RS09680
WP_014600950.1	LMON_RS09685
WP_003720177.1	LMON_RS09690
WP_003723412.1	LMON_RS09695
WP_014600951.1	LMON_RS09700
WP_003723414.1	LMON_RS09705
WP_012951796.1	LMON_RS09710
WP_012951797.1	LMON_RS09715
WP_014600952.1	LMON_RS09720
WP_003723418.1	LMON_RS09725
WP_003723419.1	LMON_RS09730
WP_009933160.1	LMON_RS09735
WP_009926203.1	LMON_RS09745
WP_003725823.1	LMON_RS09750
WP_003723424.1	LMON_RS09755
WP_014600954.1	LMON_RS09760
WP_014930986.1	LMON_RS09765
WP_003723427.1	LMON_RS09770
WP_014600956.1	LMON_RS09775
WP_014600957.1	LMON_RS09780
WP_014600958.1	LMON_RS09785
WP_014930987.1	LMON_RS09790
WP_003734043.1	LMON_RS14845
WP_003728273.1	LMON_RS09795
WP_003732066.1	LMON_RS09800
WP_003732065.1	LMON_RS09805
WP_003729482.1	LMON_RS09810
WP_010989836.1	LMON_RS09815
WP_003724078.1	LMON_RS09820
WP_003724079.1	LMON_RS09825
WP_003730447.1	LMON_RS09830
WP_003732062.1	LMON_RS09835
WP_003722998.1	LMON_RS09845
WP_003722999.1	LMON_RS09850
WP_003723000.1	LMON_RS09855
WP_003723001.1	LMON_RS09860
WP_003723002.1	LMON_RS09865
WP_014930988.1	LMON_RS09870
WP_014600959.1	LMON_RS09875
WP_003732058.1	LMON_RS09880
WP_003723006.1	LMON_RS09885
WP_003723007.1	LMON_RS09890
WP_003723008.1	LMON_RS09895
WP_014600960.1	LMON_RS09900
WP_003723010.1	LMON_RS09905
WP_003723011.1	LMON_RS09910
WP_003723012.1	LMON_RS09915
WP_003723013.1	LMON_RS09920
WP_003723014.1	LMON_RS09925
WP_014600961.1	LMON_RS09930
WP_003723016.1	LMON_RS09935
WP_014600962.1	LMON_RS09940
WP_003723018.1	LMON_RS09945
WP_003723019.1	LMON_RS09950
WP_003723020.1	LMON_RS09955
WP_003723021.1	LMON_RS09960
WP_003732050.1	LMON_RS09965
WP_003723023.1	LMON_RS09970
WP_003723024.1	LMON_RS09975
WP_014600963.1	LMON_RS09980
WP_014600964.1	LMON_RS09985
WP_003723027.1	LMON_RS09990
WP_014930989.1	LMON_RS09995
WP_003728748.1	LMON_RS10000
WP_003732043.1	LMON_RS10005
WP_003723904.1	LMON_RS10010
WP_012951812.1	LMON_RS10015
WP_014600965.1	LMON_RS10020
WP_014600966.1	LMON_RS10025
WP_014600967.1	LMON_RS10030
WP_009924600.1	LMON_RS10035
WP_014930992.1	LMON_RS10040
WP_003723911.1	LMON_RS10045
WP_014600969.1	LMON_RS10050
WP_003732038.1	LMON_RS10055
WP_003726790.1	LMON_RS10060
WP_014600970.1	LMON_RS10065
WP_003724029.1	LMON_RS10070
WP_003720260.1	LMON_RS10075
WP_014930993.1	LMON_RS10080
WP_003724031.1	LMON_RS10085
WP_003727996.1	LMON_RS10090
WP_003732036.1	LMON_RS10095
WP_003723586.1	LMON_RS10100
WP_003723587.1	LMON_RS10105
WP_003723588.1	LMON_RS10110
WP_009931429.1	LMON_RS10120
WP_003723591.1	LMON_RS10125
WP_003732031.1	LMON_RS10130
WP_003723593.1	LMON_RS10135
WP_003723594.1	LMON_RS10140
WP_003723595.1	LMON_RS10145
WP_003723596.1	LMON_RS10150
WP_003723597.1	LMON_RS10155
WP_003723598.1	LMON_RS10160
WP_003732029.1	LMON_RS10165
WP_003723600.1	LMON_RS10170
WP_014600971.1	LMON_RS10175
WP_012951821.1	LMON_RS10180
WP_003732028.1	LMON_RS10185
WP_003724148.1	LMON_RS10190
WP_012951823.1	LMON_RS10195
WP_003732026.1	LMON_RS10200
WP_003732025.1	LMON_RS10205
WP_003723126.1	LMON_RS10210
WP_003723127.1	LMON_RS10215
WP_014600972.1	LMON_RS10220
WP_010679823.1	LMON_RS10225
WP_003723131.1	LMON_RS10230
WP_003723132.1	LMON_RS10235
WP_003723133.1	LMON_RS10240
WP_003732022.1	LMON_RS10245
WP_003723136.1	LMON_RS10255
WP_003723137.1	LMON_RS10260
WP_003723138.1	LMON_RS10265
WP_003723139.1	LMON_RS10270
WP_003723140.1	LMON_RS10275
WP_003732018.1	LMON_RS10280
WP_014600974.1	LMON_RS10285
WP_014600975.1	LMON_RS10290
WP_003723144.1	LMON_RS10295
WP_003723145.1	LMON_RS10300
WP_003727979.1	LMON_RS10305
WP_003723146.1	LMON_RS10310
WP_012951830.1	LMON_RS10315
WP_003728794.1	LMON_RS10320
WP_003732013.1	LMON_RS10325
WP_003723150.1	LMON_RS10330
WP_008948311.1	LMON_RS10335
WP_003723152.1	LMON_RS10340
WP_009925267.1	LMON_RS10345
WP_014600976.1	LMON_RS10350
WP_003723155.1	LMON_RS10355
WP_010989860.1	LMON_RS10360
WP_003723157.1	LMON_RS10365
WP_010989861.1	LMON_RS10370
WP_014600977.1	LMON_RS10375
WP_003724140.1	LMON_RS10380
WP_003732007.1	LMON_RS10385
WP_003723160.1	LMON_RS10390
WP_003732006.1	LMON_RS10395
WP_010989865.1	LMON_RS10400
WP_003723163.1	LMON_RS10405
WP_003723164.1	LMON_RS10410
WP_003732004.1	LMON_RS10415
WP_014930996.1	LMON_RS10420
WP_014600980.1	LMON_RS10425
WP_009930477.1	LMON_RS10430
WP_003723170.1	LMON_RS10435
WP_003723171.1	LMON_RS10440
WP_003727964.1	LMON_RS10445
WP_009924790.1	LMON_RS10450
WP_003723174.1	LMON_RS10455
WP_003723175.1	LMON_RS10460
WP_003723176.1	LMON_RS10465
WP_014930998.1	LMON_RS10470
WP_014930999.1	LMON_RS10475
WP_014931000.1	LMON_RS10480
WP_003723180.1	LMON_RS10485
WP_014600984.1	LMON_RS10490
WP_014600985.1	LMON_RS10495
WP_014600986.1	LMON_RS10500
WP_003723184.1	LMON_RS10505
WP_003723185.1	LMON_RS10510
WP_014600987.1	LMON_RS10515
WP_014600988.1	LMON_RS10520
WP_014600989.1	LMON_RS10525
WP_014600990.1	LMON_RS10530
WP_014600991.1	LMON_RS10535
WP_010989877.1	LMON_RS10540
WP_003731984.1	LMON_RS10545
WP_003724066.1	LMON_RS10550
WP_003724067.1	LMON_RS10555
WP_014600993.1	LMON_RS10560
WP_003731982.1	LMON_RS10565
WP_003731981.1	LMON_RS10570
WP_003724089.1	LMON_RS10575
WP_009930513.1	LMON_RS10580
WP_014600994.1	LMON_RS10585
WP_003731978.1	LMON_RS10590
WP_014600995.1	LMON_RS10595
WP_003731976.1	LMON_RS10600
WP_003723754.1	LMON_RS10605
WP_014600996.1	LMON_RS10610
WP_003723756.1	LMON_RS10615
WP_022741861.1	LMON_RS10620
WP_003731973.1	LMON_RS10625
WP_003726129.1	LMON_RS10630
WP_014600998.1	LMON_RS10635
WP_003726143.1	LMON_RS10640
WP_003731970.1	LMON_RS10645
WP_014600999.1	LMON_RS10650
WP_014601000.1	LMON_RS10655
WP_014601001.1	LMON_RS10660
WP_014601002.1	LMON_RS10665
WP_003731966.1	LMON_RS10670
WP_003726138.1	LMON_RS10675
WP_003724095.1	LMON_RS10680
WP_003733858.1	LMON_RS10690
WP_003731964.1	LMON_RS10695
WP_003734055.1	LMON_RS10700
WP_014601004.1	LMON_RS10705
WP_003731961.1	LMON_RS10710
WP_014601005.1	LMON_RS10715
WP_009926079.1	LMON_RS10720
WP_003723947.1	LMON_RS10725
WP_014601006.1	LMON_RS10730
WP_003763314.1	LMON_RS10735
WP_003723950.1	LMON_RS10740
WP_003726503.1	LMON_RS10745
WP_003726504.1	LMON_RS10750
WP_003731957.1	LMON_RS10755
WP_003722328.1	LMON_RS10760
WP_003722329.1	LMON_RS10765
WP_014601007.1	LMON_RS10770
WP_003722331.1	LMON_RS10775
WP_003731954.1	LMON_RS10780
WP_009925883.1	LMON_RS10785
WP_014601009.1	LMON_RS10790
WP_003722335.1	LMON_RS10795
WP_072217182.1	LMON_RS10800
WP_010989888.1	LMON_RS10805
WP_014601010.1	LMON_RS10810
WP_003731951.1	LMON_RS10815
WP_003731950.1	LMON_RS10820
WP_003731949.1	LMON_RS10825
WP_010989891.1	LMON_RS10835
WP_014601011.1	LMON_RS10840
WP_009931796.1	LMON_RS10845
WP_003722345.1	LMON_RS10850
WP_014601012.1	LMON_RS10855
WP_009926995.1	LMON_RS10860
WP_014601013.1	LMON_RS10865
WP_003731943.1	LMON_RS10870
WP_003722350.1	LMON_RS10875
WP_010989894.1	LMON_RS10880
WP_010989895.1	LMON_RS10885
WP_003731941.1	LMON_RS10890
WP_003722354.1	LMON_RS10895
WP_003722355.1	LMON_RS10900
WP_003722356.1	LMON_RS10905
WP_009925710.1	LMON_RS10910
WP_072215773.1	LMON_RS14860
WP_003722358.1	LMON_RS10915
WP_014601015.1	LMON_RS10920
WP_009926224.1	LMON_RS10925
WP_003722361.1	LMON_RS10930
WP_003722362.1	LMON_RS10935
WP_003722363.1	LMON_RS10940
WP_014601016.1	LMON_RS10945
WP_009926545.1	LMON_RS10950
WP_014601017.1	LMON_RS10955
WP_003722367.1	LMON_RS10960
WP_014601018.1	LMON_RS10965
WP_003731936.1	LMON_RS10970
WP_014601019.1	LMON_RS10975
WP_003731935.1	LMON_RS10980
WP_003731934.1	LMON_RS10985
WP_003722373.1	LMON_RS10990
WP_003722374.1	LMON_RS10995
WP_014601020.1	LMON_RS11000
WP_003722376.1	LMON_RS11005
WP_014601021.1	LMON_RS11010
WP_003722378.1	LMON_RS11015
WP_077323749.1	LMON_RS14865
WP_077346003.1	LMON_RS11020
WP_003722380.1	LMON_RS11025
WP_014931002.1	LMON_RS11030
WP_009926061.1	LMON_RS11035
WP_003722383.1	LMON_RS11040
WP_003722384.1	LMON_RS11045
WP_003724548.1	LMON_RS11050
WP_014601024.1	LMON_RS11055
WP_009930497.1	LMON_RS11060
WP_014931003.1	LMON_RS11065
WP_003731926.1	LMON_RS11070
WP_003731925.1	LMON_RS11075
WP_003722255.1	LMON_RS11105
WP_014601025.1	LMON_RS11110
WP_003722257.1	LMON_RS11115
WP_014601026.1	LMON_RS11120
WP_003727867.1	LMON_RS11125
WP_003722260.1	LMON_RS11130
WP_014601027.1	LMON_RS11135
WP_014601028.1	LMON_RS11140
WP_003722263.1	LMON_RS11145
WP_014601029.1	LMON_RS11150
WP_009932068.1	LMON_RS11155
WP_003722266.1	LMON_RS11160
WP_003734057.1	LMON_RS11165
WP_003731919.1	LMON_RS11180
WP_003722269.1	LMON_RS11185
WP_003722270.1	LMON_RS11190
WP_003767901.1	LMON_RS11195
WP_003722272.1	LMON_RS11200
WP_003722273.1	LMON_RS11205
WP_003722274.1	LMON_RS11210
WP_003722275.1	LMON_RS11215
WP_003722276.1	LMON_RS11220
WP_003722277.1	LMON_RS11225
WP_003729560.1	LMON_RS11230
WP_003722279.1	LMON_RS11235
WP_014601031.1	LMON_RS11240
WP_014601032.1	LMON_RS11245
WP_003722282.1	LMON_RS11250
WP_014601033.1	LMON_RS11255
WP_003729565.1	LMON_RS11260
WP_003731916.1	LMON_RS11265
WP_014601034.1	LMON_RS11270
WP_014601035.1	LMON_RS11275
WP_009924049.1	LMON_RS11280
WP_003722289.1	LMON_RS11285
WP_003722290.1	LMON_RS11290
WP_003731912.1	LMON_RS11295
WP_003722292.1	LMON_RS11300
WP_003722293.1	LMON_RS11305
WP_003737240.1	LMON_RS11310
WP_014601036.1	LMON_RS11315
WP_014601037.1	LMON_RS11320
WP_003722297.1	LMON_RS11325
WP_003722298.1	LMON_RS11330
WP_014601039.1	LMON_RS11335
WP_014601040.1	LMON_RS11340
WP_014601041.1	LMON_RS11345
WP_014601042.1	LMON_RS11350
WP_014601043.1	LMON_RS11355
WP_003731904.1	LMON_RS11360
WP_003731903.1	LMON_RS11365
WP_009914264.1	LMON_RS11370
WP_010989919.1	LMON_RS11375
WP_003722308.1	LMON_RS11380
WP_014601045.1	LMON_RS11385
WP_014601046.1	LMON_RS11390
WP_003722311.1	LMON_RS11395
WP_003722312.1	LMON_RS11400
WP_009912419.1	LMON_RS11405
WP_003722314.1	LMON_RS11410
WP_003720569.1	LMON_RS11415
WP_003722315.1	LMON_RS11420
WP_012951901.1	LMON_RS11425
WP_003722317.1	LMON_RS11430
WP_014931006.1	LMON_RS11435
WP_003731898.1	LMON_RS11440
WP_009934015.1	LMON_RS11445
WP_003722321.1	LMON_RS11450
WP_003722322.1	LMON_RS11455
WP_003731896.1	LMON_RS11460
WP_014601049.1	LMON_RS11465
WP_003722325.1	LMON_RS11470
WP_012951903.1	LMON_RS11475
WP_003763532.1	LMON_RS11480
WP_003723823.1	LMON_RS11485
WP_003723824.1	LMON_RS11490
WP_014601050.1	LMON_RS11495
WP_003731894.1	LMON_RS11500
WP_014601051.1	LMON_RS11505
WP_014601052.1	LMON_RS11510
WP_010989926.1	LMON_RS11515
WP_014931007.1	LMON_RS11520
WP_009930965.1	LMON_RS11525
WP_003723832.1	LMON_RS11530
WP_003723833.1	LMON_RS11535
WP_003723834.1	LMON_RS11540
WP_003720598.1	LMON_RS11545
WP_003731889.1	LMON_RS11550
WP_003724025.1	LMON_RS11555
WP_009924694.1	LMON_RS11560
WP_014601053.1	LMON_RS11565
WP_014601054.1	LMON_RS11570
WP_003723354.1	LMON_RS11575
WP_014931008.1	LMON_RS11580
WP_003731883.1	LMON_RS11585
WP_003731882.1	LMON_RS11590
WP_003731881.1	LMON_RS11595
WP_003740815.1	LMON_RS11600
WP_003723360.1	LMON_RS11605
WP_003723361.1	LMON_RS11610
WP_003723362.1	LMON_RS11615
WP_003723363.1	LMON_RS11620
WP_003723364.1	LMON_RS11625
WP_003723365.1	LMON_RS11630
WP_003723366.1	LMON_RS11635
WP_014601056.1	LMON_RS11640
WP_003723369.1	LMON_RS11645
WP_003723370.1	LMON_RS11650
WP_003723371.1	LMON_RS11655
WP_003731877.1	LMON_RS11660
WP_003723373.1	LMON_RS11665
WP_014601057.1	LMON_RS11670
WP_014931010.1	LMON_RS11675
WP_003731874.1	LMON_RS11680
WP_003723377.1	LMON_RS11685
WP_003723378.1	LMON_RS11690
WP_012951917.1	LMON_RS11695
WP_003731871.1	LMON_RS14870
WP_003723380.1	LMON_RS11700
WP_003723381.1	LMON_RS11705
WP_014601059.1	LMON_RS11710
WP_003724134.1	LMON_RS11715
WP_003731868.1	LMON_RS11720
WP_009931351.1	LMON_RS11725
WP_003733871.1	LMON_RS11730
WP_003723655.1	LMON_RS11735
WP_014601060.1	LMON_RS11740
WP_003731866.1	LMON_RS11745
WP_003723657.1	LMON_RS11750
WP_012951919.1	LMON_RS11755
WP_003731865.1	LMON_RS11760
WP_003720638.1	LMON_RS11765
WP_003729958.1	LMON_RS11770
WP_077345996.1	LMON_RS11775
WP_003723662.1	LMON_RS11780
WP_003726823.1	LMON_RS11785
WP_014601062.1	LMON_RS11790
WP_014601063.1	LMON_RS11795
WP_014601064.1	LMON_RS11800
WP_003723667.1	LMON_RS11805
WP_014931011.1	LMON_RS11810
WP_003739618.1	LMON_RS11815
WP_003722574.1	LMON_RS11820
WP_003731860.1	LMON_RS11825
WP_003722576.1	LMON_RS11830
WP_003731859.1	LMON_RS11835
WP_009932058.1	LMON_RS11840
WP_003727733.1	LMON_RS11845
WP_009924429.1	LMON_RS11850
WP_014601105.1	LMON_RS11855
WP_014601106.1	LMON_RS11860
WP_014601107.1	LMON_RS11865
WP_014601108.1	LMON_RS11870
WP_003722585.1	LMON_RS11875
WP_003722586.1	LMON_RS11880
WP_003722587.1	LMON_RS11885
WP_003722588.1	LMON_RS11890
