Elements	begin	end	length	strand	type	details	synonim
LMON_RS04460	909348.0	909758.0	411.0	+	Gene		
LMON_RS04465	909775.0	910779.0	1005.0	+	Gene		
LMON_RS04470	910929.0	911273.0	345.0	+	Gene		
LMON_RS04475	911257.0	911730.0	474.0	+	Gene		
LMON_RS04480	911708.0	912487.0	780.0	+	Gene		
LMON_RS04485	912488.0	913087.0	600.0	+	Gene		
LMON_RS04490	913295.0	914920.0	1626.0	+	Gene		
LMON_RS04495	914997.0	917174.0	2178.0	+	Gene		
LMON_RS04500	917174.0	917641.0	468.0	+	Gene		
LMON_RS04505	917694.0	917766.0	73.0	+	NcRNA	tRNA	
LMON_RS04510	917770.0	917857.0	88.0	+	NcRNA	tRNA	
LMON_RS04515	918009.0	918449.0	441.0	+	Gene		
LMON_RS04520	918465.0	918950.0	486.0	+	Gene		
LMON_RS04525	919005.0	919397.0	393.0	+	Gene		
LMON_RS04530	919542.0	920828.0	1287.0	+	Gene		
LMON_RS04535	920909.0	921622.0	714.0	+	Gene		
LMON_RS04540	921820.0	921891.0	72.0	+	NcRNA	tRNA	
LMON_RS04545	921918.0	921990.0	73.0	+	NcRNA	tRNA	
LMON_RS04550	922118.0	922498.0	381.0	+	Gene		
LMON_RS04555	922612.0	923286.0	675.0	+	Gene		
LMON_RS04560	923418.0	923915.0	498.0	+	Gene		
LMON_RS04565	923951.0	925300.0	1350.0	+	Gene		
LMON_RS04570	925329.0	926003.0	675.0	+	Gene		
LMON_RS04575	926046.0	927182.0	1137.0	-	Gene		
LMON_RS04580	927323.0	927715.0	393.0	+	Gene		
LMON_RS04585	927718.0	928821.0	1104.0	+	Gene		
LMON_RS04590	928904.0	929407.0	504.0	+	Gene		
LMON_RS04595	929521.0	930333.0	813.0	+	Gene		
LMON_RS04600	930557.0	932023.0	1467.0	+	Gene		gabD
LMON_RS04605	932166.0	932471.0	306.0	+	Gene		
LMON_RS04610	932476.0	933744.0	1269.0	+	Gene		
LMON_RS04615	933759.0	934109.0	351.0	+	Gene		
LMON_RS04620	934121.0	935572.0	1452.0	+	Gene		
LMON_RS04625	935645.0	937543.0	1899.0	+	Gene		
LMON_RS04630	937834.0	939405.0	1572.0	+	Gene		
LMON_RS04635	939527.0	940567.0	1041.0	+	Gene		
LMON_RS04640	940586.0	941425.0	840.0	+	Gene		
LMON_RS04645	941514.0	942434.0	921.0	+	Gene		
LMON_RS04650	942551.0	943273.0	723.0	+	Gene		
LMON_RS04655	943273.0	944388.0	1116.0	+	Gene		
LMON_RS04660	944411.0	945067.0	657.0	+	Gene		
LMON_RS04665	945098.0	947059.0	1962.0	-	Gene		
LMON_RS04670	947317.0	947940.0	624.0	+	Gene		
LMON_RS04675	948049.0	948717.0	669.0	+	Gene		
LMON_RS04680	948833.0	949564.0	732.0	+	Gene		
LMON_RS04685	949588.0	950583.0	996.0	+	Gene		
LMON_RS04690	950623.0	951228.0	606.0	-	Gene		
LMON_RS04695	951353.0	952300.0	948.0	-	Gene		
LMON_RS04700	952671.0	952741.0	71.0	+	NcRNA	tRNA	
LMON_RS04705	952841.0	953980.0	1140.0	+	Gene		
LMON_RS04710	954001.0	954510.0	510.0	+	Gene		
LMON_RS04715	954523.0	955263.0	741.0	+	Gene		
LMON_RS04720	955313.0	955474.0	162.0	-	Gene		
LMON_RS04725	955562.0	956020.0	459.0	-	Gene		
LMON_RS04730	956033.0	956779.0	747.0	-	Gene		
LMON_RS04735	956875.0	957837.0	963.0	-	Gene		
LMON_RS04740	957869.0	958843.0	975.0	-	Gene		
LMON_RS04745	958855.0	960660.0	1806.0	-	Gene		
LMON_RS04750	960864.0	961334.0	471.0	+	Gene		
LMON_RS04755	961567.0	961869.0	303.0	+	Gene		
LMON_RS14755	961900.0	962040.0	141.0	+	Gene		
LMON_RS04760	961982.0	963112.0	1131.0	+	Gene		
LMON_RS04765	963122.0	963349.0	228.0	+	Gene		
LMON_RS04770	963548.0	964765.0	1218.0	-	Gene		
LMON_RS04775	964762.0	965451.0	690.0	-	Gene		
LMON_RS04780	965573.0	966619.0	1047.0	+	Gene		
LMON_RS04785	966628.0	967527.0	900.0	-	Gene		
LMON_RS04790	967548.0	968369.0	822.0	-	Gene		
LMON_RS04795	968527.0	968985.0	459.0	+	Gene		
LMON_RS04800	969079.0	969306.0	228.0	+	Gene		
LMON_RS04805	969540.0	969854.0	315.0	+	Gene		
LMON_RS04810	969870.0	970715.0	846.0	+	Gene		
LMON_RS04815	970904.0	972037.0	1134.0	+	Gene		
LMON_RS04820	972053.0	972757.0	705.0	+	Gene		
LMON_RS04825	972773.0	973495.0	723.0	+	Gene		
LMON_RS04830	973615.0	974670.0	1056.0	+	Gene		
LMON_RS04835	974783.0	975691.0	909.0	+	Gene		
LMON_RS04840	975705.0	976931.0	1227.0	+	Gene		
LMON_RS04845	977015.0	977572.0	558.0	+	Gene		
LMON_RS04850	977595.0	978509.0	915.0	+	Gene		
LMON_RS04855	978544.0	979362.0	819.0	-	Gene		
LMON_RS04860	979600.0	980184.0	585.0	-	Gene		
LMON_RS04865	980201.0	980668.0	468.0	-	Gene		
LMON_RS04870	980827.0	981495.0	669.0	+	Gene		
LMON_RS04875	981527.0	982321.0	795.0	+	Gene		
LMON_RS04880	982340.0	983230.0	891.0	+	Gene		
LMON_RS04885	983308.0	984096.0	789.0	+	Gene		
LMON_RS04890	984125.0	985399.0	1275.0	-	Gene		
LMON_RS04895	985399.0	985635.0	237.0	-	Gene		
LMON_RS04900	985661.0	986845.0	1185.0	-	Gene		
LMON_RS04905	986842.0	988374.0	1533.0	-	Gene		
LMON_RS04910	988411.0	988557.0	147.0	-	Gene		
LMON_RS04915	988765.0	989439.0	675.0	+	Gene		
LMON_RS04920	989475.0	989918.0	444.0	-	Gene		
LMON_RS04925	989936.0	990685.0	750.0	-	Gene		
LMON_RS04930	990904.0	991923.0	1020.0	+	Gene		
LMON_RS04935	992121.0	992885.0	765.0	+	Gene		
LMON_RS04940	992882.0	993634.0	753.0	+	Gene		
LMON_RS04945	993668.0	995143.0	1476.0	-	Gene		
LMON_RS04950	995283.0	996335.0	1053.0	+	Gene		
LMON_RS04955	996348.0	996827.0	480.0	+	Gene		
LMON_RS04960	996961.0	997416.0	456.0	+	Gene		
LMON_RS04965	997413.0	997841.0	429.0	+	Gene		
LMON_RS04970	997838.0	998749.0	912.0	+	Gene		
LMON_RS04975	998742.0	999596.0	855.0	+	Gene		
LMON_RS04980	999678.0	1001246.0	1569.0	+	Gene		
LMON_RS04985	1001353.0	1001778.0	426.0	+	Gene		
LMON_RS04990	1001830.0	1003191.0	1362.0	+	Gene		
LMON_RS04995	1003473.0	1004240.0	768.0	+	Gene		
LMON_RS05000	1004343.0	1005110.0	768.0	+	Gene		
LMON_RS05005	1005154.0	1006488.0	1335.0	+	Gene		
LMON_RS05010	1006569.0	1006937.0	369.0	-	Gene		
LMON_RS05015	1006967.0	1007998.0	1032.0	-	Gene		
LMON_RS05020	1008185.0	1008664.0	480.0	+	Gene		
LMON_RS05025	1008680.0	1010854.0	2175.0	-	Gene		
LMON_RS05030	1011017.0	1011628.0	612.0	-	Gene		
LMON_RS05035	1011774.0	1012565.0	792.0	+	Gene		
LMON_RS05040	1012566.0	1014038.0	1473.0	-	Gene		
LMON_RS05045	1014142.0	1014426.0	285.0	-	Gene		
LMON_RS05050	1014733.0	1014999.0	267.0	+	Gene		
LMON_RS05055	1014999.0	1016717.0	1719.0	+	Gene		
LMON_RS05060	1016830.0	1017864.0	1035.0	+	Gene		
LMON_RS05065	1017877.0	1018737.0	861.0	+	Gene		
LMON_RS05070	1018780.0	1019925.0	1146.0	-	Gene		
LMON_RS05075	1020145.0	1020366.0	222.0	+	Gene		
LMON_RS05080	1020672.0	1020905.0	234.0	+	Gene		
LMON_RS05085	1021106.0	1021558.0	453.0	+	Gene		
LMON_RS05090	1021555.0	1022433.0	879.0	+	Gene		
LMON_RS05095	1022481.0	1023191.0	711.0	+	Gene		
LMON_RS05100	1023255.0	1024370.0	1116.0	+	Gene		
LMON_RS05105	1024414.0	1025259.0	846.0	-	Gene		
LMON_RS05110	1025631.0	1026824.0	1194.0	+	Gene		
LMON_RS05115	1026817.0	1027665.0	849.0	+	Gene		
LMON_RS05120	1027679.0	1028581.0	903.0	+	Gene		
LMON_RS05125	1028696.0	1029187.0	492.0	+	Gene		
LMON_RS05130	1029300.0	1029995.0	696.0	+	Gene		
LMON_RS05135	1030076.0	1030948.0	873.0	+	Gene		
LMON_RS05140	1031083.0	1031796.0	714.0	+	Gene		
LMON_RS05145	1031793.0	1032851.0	1059.0	+	Gene		
LMON_RS05150	1032848.0	1033486.0	639.0	+	Gene		
LMON_RS05155	1033505.0	1034164.0	660.0	+	Gene		
LMON_RS05160	1034319.0	1035239.0	921.0	+	Gene		
LMON_RS05165	1035236.0	1036087.0	852.0	+	Gene		
LMON_RS05170	1036129.0	1037094.0	966.0	-	Gene		
LMON_RS05175	1037203.0	1038870.0	1668.0	-	Gene		
LMON_RS05180	1038877.0	1039086.0	210.0	-	Gene		
LMON_RS05185	1039571.0	1040341.0	771.0	+	Gene		
LMON_RS05190	1040390.0	1041418.0	1029.0	-	Gene		
LMON_RS05195	1041682.0	1043085.0	1404.0	+	Gene		
LMON_RS05200	1043101.0	1043925.0	825.0	+	Gene		
LMON_RS05205	1043918.0	1044874.0	957.0	+	Gene		
LMON_RS05210	1044871.0	1046334.0	1464.0	+	Gene		
LMON_RS05215	1046331.0	1048187.0	1857.0	+	Gene		
LMON_RS05220	1048207.0	1049472.0	1266.0	+	Gene		
LMON_RS05225	1049533.0	1050336.0	804.0	-	Gene		
LMON_RS05230	1050404.0	1050985.0	582.0	-	Gene		
LMON_RS05235	1050966.0	1051628.0	663.0	-	Gene		
LMON_RS05240	1051631.0	1052302.0	672.0	-	Gene		
LMON_RS05245	1052407.0	1053177.0	771.0	+	Gene		
LMON_RS05250	1053272.0	1054495.0	1224.0	+	Gene		
LMON_RS05255	1054474.0	1054959.0	486.0	+	Gene		
LMON_RS05260	1054956.0	1055378.0	423.0	+	Gene		
LMON_RS05265	1055362.0	1055610.0	249.0	+	Gene		
LMON_RS05270	1055623.0	1056105.0	483.0	+	Gene		
LMON_RS05275	1056134.0	1057135.0	1002.0	+	Gene		
LMON_RS05280	1057170.0	1057658.0	489.0	-	Gene		
LMON_RS05285	1057670.0	1058668.0	999.0	-	Gene		
LMON_RS05290	1058799.0	1059353.0	555.0	+	Gene		
LMON_RS05295	1059402.0	1059953.0	552.0	-	Gene		
LMON_RS05300	1060787.0	1061902.0	1116.0	+	Gene		
LMON_RS05305	1061905.0	1062882.0	978.0	+	Gene		
LMON_RS05310	1062993.0	1064627.0	1635.0	+	Gene		
LMON_RS05315	1064632.0	1066035.0	1404.0	+	Gene		
LMON_RS05320	1066223.0	1066534.0	312.0	+	Gene		
LMON_RS05325	1066663.0	1067616.0	954.0	+	Gene		
LMON_RS05330	1067616.0	1067888.0	273.0	+	Gene		
LMON_RS05335	1067910.0	1068440.0	531.0	+	Gene		
LMON_RS05340	1068582.0	1069244.0	663.0	+	Gene		
LMON_RS05345	1069219.0	1070664.0	1446.0	+	Gene		
LMON_RS05350	1070751.0	1072172.0	1422.0	+	Gene		
LMON_RS05355	1072185.0	1072853.0	669.0	+	Gene		
LMON_RS14760	1072787.0	1072978.0	192.0	-	Gene		
LMON_RS05360	1072920.0	1073864.0	945.0	-	Gene		
LMON_RS05365	1074065.0	1074679.0	615.0	-	Gene		
LMON_RS05370	1074811.0	1075584.0	774.0	+	Gene		
LMON_RS05375	1075776.0	1077614.0	1839.0	+	Gene		
LMON_RS05380	1077786.0	1078646.0	861.0	+	Gene		
LMON_RS05385	1078685.0	1078927.0	243.0	-	Gene		
LMON_RS05390	1079133.0	1079414.0	282.0	+	Gene		
LMON_RS05395	1079597.0	1080799.0	1203.0	+	Gene		
LMON_RS05400	1081077.0	1084517.0	3441.0	+	Gene		
LMON_RS05405	1084669.0	1085568.0	900.0	+	Gene		
LMON_RS05410	1085859.0	1086662.0	804.0	+	Gene		
LMON_RS05415	1086674.0	1087675.0	1002.0	+	Gene		
LMON_RS05420	1087852.0	1089570.0	1719.0	+	Gene		
LMON_RS05425	1089786.0	1091474.0	1689.0	+	Gene		
LMON_RS05430	1091516.0	1092388.0	873.0	-	Gene		
LMON_RS05435	1092580.0	1095438.0	2859.0	+	Gene		
LMON_RS05440	1095570.0	1097441.0	1872.0	+	Gene		
LMON_RS05445	1097458.0	1098324.0	867.0	+	Gene		
LMON_RS05450	1098343.0	1098903.0	561.0	+	Gene		
LMON_RS05455	1098904.0	1099890.0	987.0	+	Gene		
LMON_RS05460	1099893.0	1100723.0	831.0	+	Gene		
LMON_RS05465	1100743.0	1102833.0	2091.0	+	Gene		
LMON_RS05470	1102909.0	1103619.0	711.0	+	Gene		
LMON_RS05475	1103616.0	1104641.0	1026.0	+	Gene		
LMON_RS05480	1104729.0	1105889.0	1161.0	+	Gene		
LMON_RS05485	1105890.0	1106273.0	384.0	+	Gene		
LMON_RS05490	1106295.0	1107278.0	984.0	+	Gene		
LMON_RS05495	1107293.0	1108306.0	1014.0	+	Gene		
LMON_RS05500	1108515.0	1110005.0	1491.0	+	Gene		
LMON_RS05505	1110017.0	1110841.0	825.0	+	Gene		
LMON_RS05510	1110854.0	1111162.0	309.0	+	Gene		
LMON_RS05515	1111223.0	1111627.0	405.0	+	Gene		
LMON_RS05520	1111756.0	1113312.0	1557.0	+	Gene		
LMON_RS05525	1113540.0	1114313.0	774.0	+	Gene		
LMON_RS05530	1114378.0	1114734.0	357.0	+	Gene		
LMON_RS05535	1114992.0	1115276.0	285.0	+	Gene		
LMON_RS05540	1115277.0	1115634.0	358.0	+	Gene		
LMON_RS14765	1115631.0	1117020.0	1390.0	+	Gene		
LMON_RS05555	1117032.0	1117400.0	369.0	+	Gene		
LMON_RS05560	1117437.0	1117856.0	420.0	+	Gene		
LMON_RS05565	1117942.0	1118415.0	474.0	+	Gene		
LMON_RS05570	1118405.0	1118842.0	438.0	+	Gene		
LMON_RS05575	1119232.0	1119765.0	534.0	+	Gene		
LMON_RS05580	1119790.0	1120242.0	453.0	+	Gene		
LMON_RS05585	1120232.0	1120687.0	456.0	+	Gene		
LMON_RS05590	1120701.0	1121723.0	1023.0	-	Gene		
LMON_RS05595	1121696.0	1122292.0	597.0	-	Gene		
LMON_RS05600	1122289.0	1123008.0	720.0	-	Gene		
LMON_RS05605	1123258.0	1124973.0	1716.0	+	Gene		
LMON_RS05610	1124975.0	1126621.0	1647.0	+	Gene		
LMON_RS05615	1126658.0	1126966.0	309.0	-	Gene		
LMON_RS05620	1127034.0	1127381.0	348.0	+	Gene		
LMON_RS05625	1127406.0	1128554.0	1149.0	+	Gene		
LMON_RS05630	1129015.0	1130589.0	1575.0	+	Gene		
LMON_RS05635	1130630.0	1130977.0	348.0	-	Gene		
LMON_RS05640	1131044.0	1131616.0	573.0	-	Gene		
LMON_RS05645	1131765.0	1132004.0	240.0	-	Gene		
LMON_RS05650	1132112.0	1132519.0	408.0	-	Gene		
LMON_RS05655	1132611.0	1133090.0	480.0	+	Gene		
LMON_RS05660	1133209.0	1134573.0	1365.0	+	Gene		
LMON_RS05665	1134570.0	1135124.0	555.0	+	Gene		
LMON_RS05670	1135272.0	1135622.0	351.0	+	Gene		
LMON_RS05675	1135628.0	1136059.0	432.0	+	Gene		
LMON_RS05680	1136084.0	1136833.0	750.0	+	Gene		
LMON_RS05685	1136830.0	1137387.0	558.0	+	Gene		
LMON_RS05690	1137389.0	1138135.0	747.0	+	Gene		
LMON_RS05695	1138136.0	1138711.0	576.0	+	Gene		
LMON_RS05700	1139118.0	1140002.0	885.0	-	Gene		
LMON_RS05705	1140304.0	1140591.0	288.0	+	Gene		
LMON_RS05710	1140584.0	1141387.0	804.0	+	Gene		
LMON_RS05715	1141406.0	1143070.0	1665.0	+	Gene		pduC
LMON_RS05720	1143108.0	1143767.0	660.0	+	Gene		pduD
LMON_RS05725	1143784.0	1144296.0	513.0	+	Gene		pduE
LMON_RS05730	1144341.0	1146161.0	1821.0	+	Gene		
LMON_RS05735	1146158.0	1146505.0	348.0	+	Gene		
LMON_RS05740	1146518.0	1146955.0	438.0	+	Gene		
LMON_RS05745	1146980.0	1147255.0	276.0	+	Gene		
LMON_RS05750	1147259.0	1147894.0	636.0	+	Gene		
LMON_RS05755	1147915.0	1148754.0	840.0	+	Gene		
LMON_RS05760	1148751.0	1149230.0	480.0	+	Gene		
LMON_RS05765	1149235.0	1149498.0	264.0	+	Gene		
LMON_RS05770	1149513.0	1150508.0	996.0	+	Gene		
LMON_RS05775	1150515.0	1151924.0	1410.0	+	Gene		
LMON_RS05780	1151940.0	1153058.0	1119.0	+	Gene		
LMON_RS05785	1153086.0	1153790.0	705.0	+	Gene		
LMON_RS05790	1153856.0	1155049.0	1194.0	+	Gene		
LMON_RS05795	1155063.0	1156148.0	1086.0	+	Gene		
LMON_RS05800	1156138.0	1157013.0	876.0	+	Gene		
LMON_RS14770	1157346.0	1157576.0	231.0	+	Gene		
LMON_RS05805	1157602.0	1158741.0	1140.0	+	Gene		
LMON_RS05810	1159016.0	1159597.0	582.0	+	Gene		
LMON_RS05815	1159590.0	1161047.0	1458.0	+	Gene		
LMON_RS05820	1161136.0	1162557.0	1422.0	+	Gene		
LMON_RS05825	1162599.0	1163963.0	1365.0	+	Gene		
LMON_RS05830	1163983.0	1164864.0	882.0	+	Gene		
LMON_RS05835	1164887.0	1165540.0	654.0	+	Gene		
LMON_RS05840	1165555.0	1166076.0	522.0	+	Gene		
LMON_RS05845	1166076.0	1167536.0	1461.0	+	Gene		
LMON_RS05850	1167568.0	1167852.0	285.0	+	Gene		
LMON_RS05855	1168018.0	1168773.0	756.0	+	Gene		
LMON_RS05860	1168786.0	1169427.0	642.0	+	Gene		
LMON_RS05865	1169424.0	1169996.0	573.0	+	Gene		
LMON_RS05870	1170011.0	1170280.0	270.0	+	Gene		
LMON_RS05875	1170273.0	1170818.0	546.0	+	Gene		
LMON_RS05880	1170834.0	1171955.0	1122.0	+	Gene		
LMON_RS05885	1171948.0	1172391.0	444.0	+	Gene		
LMON_RS05890	1172601.0	1174052.0	1452.0	+	Gene		
LMON_RS05895	1174092.0	1174643.0	552.0	-	Gene		
LMON_RS05900	1174957.0	1175451.0	495.0	+	Gene		
LMON_RS05905	1175784.0	1177142.0	1359.0	+	Gene		
LMON_RS05910	1177139.0	1178086.0	948.0	+	Gene		
LMON_RS05915	1178099.0	1178731.0	633.0	+	Gene		cbiC
LMON_RS05920	1178747.0	1179868.0	1122.0	+	Gene		
LMON_RS05925	1179865.0	1180461.0	597.0	+	Gene		
LMON_RS05930	1180451.0	1181020.0	570.0	+	Gene		
LMON_RS05935	1181026.0	1181775.0	750.0	+	Gene		
LMON_RS05940	1181762.0	1182793.0	1032.0	+	Gene		
LMON_RS05945	1182790.0	1183515.0	726.0	+	Gene		
LMON_RS05950	1183512.0	1184264.0	753.0	+	Gene		
LMON_RS05955	1184264.0	1185745.0	1482.0	+	Gene		
LMON_RS05960	1185742.0	1186527.0	786.0	+	Gene		
LMON_RS05965	1186520.0	1187230.0	711.0	+	Gene		
LMON_RS05970	1187311.0	1187961.0	651.0	+	Gene		
LMON_RS05975	1187958.0	1188254.0	297.0	+	Gene		
LMON_RS05980	1188241.0	1188918.0	678.0	+	Gene		
LMON_RS05985	1188931.0	1189737.0	807.0	+	Gene		
LMON_RS05990	1189737.0	1191272.0	1536.0	+	Gene		
LMON_RS05995	1191236.0	1191802.0	567.0	+	Gene		
LMON_RS06000	1191847.0	1192314.0	468.0	-	Gene		
LMON_RS06005	1192328.0	1192777.0	450.0	-	Gene		
LMON_RS06010	1192866.0	1193396.0	531.0	+	Gene		
LMON_RS06015	1193427.0	1193738.0	312.0	+	Gene		
LMON_RS06020	1193741.0	1194292.0	552.0	+	Gene		
LMON_RS14775	1194469.0	1194723.0	255.0	-	Gene		
LMON_RS06025	1194632.0	1195501.0	870.0	+	Gene		
LMON_RS06030	1195798.0	1196784.0	987.0	+	Gene		
LMON_RS06035	1196896.0	1197975.0	1080.0	+	Gene		
LMON_RS06040	1198001.0	1198759.0	759.0	+	Gene		
LMON_RS06045	1198804.0	1199163.0	360.0	-	Gene		
LMON_RS06050	1199320.0	1199643.0	324.0	+	Gene		
LMON_RS06055	1200010.0	1201062.0	1053.0	+	Gene		
LMON_RS06060	1201062.0	1203470.0	2409.0	+	Gene		
LMON_RS06065	1203631.0	1204332.0	702.0	+	Gene		
LMON_RS06070	1204477.0	1207755.0	3279.0	+	Gene		
LMON_RS06075	1207853.0	1208305.0	453.0	+	Gene		
LMON_RS06080	1208321.0	1211521.0	3201.0	+	Gene		
LMON_RS06085	1211628.0	1212302.0	675.0	+	Gene		
LMON_RS06090	1212340.0	1213266.0	927.0	-	Gene		
LMON_RS06095	1213420.0	1213683.0	264.0	+	Gene		
LMON_RS06100	1213683.0	1214225.0	543.0	+	Gene		
LMON_RS06105	1214318.0	1216030.0	1713.0	+	Gene		
LMON_RS06110	1216053.0	1218410.0	2358.0	+	Gene		
LMON_RS06115	1218491.0	1218802.0	312.0	+	Gene		
LMON_RS06120	1218878.0	1220689.0	1812.0	+	Gene		
LMON_RS06125	1220879.0	1222093.0	1215.0	+	Gene		
LMON_RS06130	1222149.0	1222643.0	495.0	-	Gene		
LMON_RS06135	1222791.0	1223591.0	801.0	+	Gene		
LMON_RS06140	1223604.0	1224350.0	747.0	+	Gene		
LMON_RS06145	1224354.0	1224965.0	612.0	+	Gene		
LMON_RS06150	1225002.0	1225529.0	528.0	+	Gene		
LMON_RS06155	1225644.0	1225717.0	74.0	+	NcRNA	tRNA	
LMON_RS06160	1225854.0	1226987.0	1134.0	-	Gene		
LMON_RS06165	1227114.0	1227728.0	615.0	-	Gene		
LMON_RS06170	1228140.0	1228613.0	474.0	-	Gene		
LMON_RS06175	1228879.0	1229070.0	192.0	+	Gene		
LMON_RS06180	1229106.0	1229348.0	243.0	+	Gene		
LMON_RS06185	1229352.0	1229546.0	195.0	+	Gene		
LMON_RS06190	1230240.0	1230515.0	276.0	+	Gene		
LMON_RS06195	1230512.0	1230949.0	438.0	+	Gene		
LMON_RS06200	1230969.0	1231172.0	204.0	+	Gene		
LMON_RS06205	1231230.0	1231793.0	564.0	+	Gene		
LMON_RS06210	1231952.0	1232131.0	180.0	+	Gene		
LMON_RS06215	1232128.0	1232421.0	294.0	+	Gene		
LMON_RS06220	1232439.0	1232960.0	522.0	+	Gene		
LMON_RS06225	1232960.0	1233229.0	270.0	+	Gene		
LMON_RS06230	1233226.0	1233849.0	624.0	+	Gene		
LMON_RS06235	1233846.0	1234052.0	207.0	+	Gene		
LMON_RS06240	1234049.0	1234300.0	252.0	+	Gene		
LMON_RS06245	1234404.0	1234787.0	384.0	+	Gene		
LMON_RS06250	1234808.0	1235035.0	228.0	+	Gene		
LMON_RS06255	1235047.0	1235355.0	309.0	+	Gene		
LMON_RS06260	1235418.0	1235921.0	504.0	+	Gene		
LMON_RS06265	1235905.0	1236498.0	594.0	+	Gene		
LMON_RS14590	1236498.0	1237070.0	573.0	+	Gene		
LMON_RS06275	1237237.0	1237620.0	384.0	+	Gene		
LMON_RS06280	1237622.0	1238101.0	480.0	+	Gene		
LMON_RS06285	1238114.0	1238803.0	690.0	+	Gene		
LMON_RS06290	1238867.0	1240123.0	1257.0	+	Gene		
LMON_RS06295	1240148.0	1240633.0	486.0	+	Gene		
LMON_RS06300	1240656.0	1242998.0	2343.0	+	Gene		
LMON_RS06305	1243293.0	1243613.0	321.0	+	Gene		
LMON_RS06310	1243635.0	1244165.0	531.0	+	Gene		
LMON_RS06315	1244166.0	1244591.0	426.0	+	Gene		
LMON_RS06320	1245119.0	1245433.0	315.0	+	Gene		
LMON_RS06325	1245482.0	1245838.0	357.0	+	Gene		
LMON_RS06330	1245835.0	1247478.0	1644.0	+	Gene		
LMON_RS06335	1247488.0	1247877.0	390.0	-	Gene		
LMON_RS06340	1247928.0	1249058.0	1131.0	+	Gene		
LMON_RS06345	1249055.0	1249852.0	798.0	+	Gene		
LMON_RS06350	1249879.0	1251030.0	1152.0	+	Gene		
LMON_RS06355	1251217.0	1251516.0	300.0	+	Gene		
LMON_RS06360	1251500.0	1251865.0	366.0	+	Gene		
LMON_RS06365	1251862.0	1252263.0	402.0	+	Gene		
LMON_RS06370	1252260.0	1252643.0	384.0	+	Gene		
LMON_RS06375	1252664.0	1253251.0	588.0	+	Gene		
LMON_RS06380	1253322.0	1253654.0	333.0	+	Gene		
LMON_RS06385	1253870.0	1258789.0	4920.0	+	Gene		
LMON_RS06390	1258786.0	1260435.0	1650.0	+	Gene		
LMON_RS06395	1260451.0	1262745.0	2295.0	+	Gene		
LMON_RS06400	1262735.0	1263829.0	1095.0	+	Gene		
LMON_RS06405	1263878.0	1264321.0	444.0	+	Gene		
LMON_RS06410	1264300.0	1264716.0	417.0	+	Gene		
LMON_RS06415	1264737.0	1265000.0	264.0	+	Gene		
LMON_RS06420	1264997.0	1265230.0	234.0	+	Gene		
LMON_RS06425	1265232.0	1266005.0	774.0	+	Gene		
LMON_RS06430	1266097.0	1266300.0	204.0	+	Gene		
LMON_RS06435	1266462.0	1267034.0	573.0	-	Gene		
LMON_RS06440	1267102.0	1267551.0	450.0	-	Gene		
LMON_RS06445	1267556.0	1267906.0	351.0	-	Gene		
LMON_RS06450	1267938.0	1268315.0	378.0	-	Gene		
LMON_RS06455	1268818.0	1269051.0	234.0	+	Gene		
LMON_RS06460	1269048.0	1269230.0	183.0	+	Gene		
LMON_RS06465	1269758.0	1271020.0	1263.0	+	Gene		
LMON_RS06470	1271062.0	1271655.0	594.0	-	Gene		
LMON_RS06475	1271809.0	1272216.0	408.0	-	Gene		
LMON_RS06480	1272381.0	1272980.0	600.0	+	Gene		
LMON_RS06485	1273012.0	1273272.0	261.0	-	Gene		
LMON_RS06490	1273396.0	1274808.0	1413.0	+	Gene		
LMON_RS06495	1274833.0	1275096.0	264.0	+	Gene		
LMON_RS06500	1275265.0	1275741.0	477.0	+	Gene		
LMON_RS06505	1275780.0	1276025.0	246.0	-	Gene		
LMON_RS06510	1276022.0	1277227.0	1206.0	-	Gene		
LMON_RS14780	1277224.0	1277433.0	210.0	-	Gene		
LMON_RS06515	1277432.0	1278091.0	660.0	+	Gene		
LMON_RS06520	1278133.0	1278327.0	195.0	-	Gene		
LMON_RS06525	1278394.0	1279242.0	849.0	-	Gene		
LMON_RS06535	1279862.0	1280575.0	714.0	+	Gene		
LMON_RS06540	1280606.0	1282252.0	1647.0	-	Gene		
LMON_RS06545	1282271.0	1283755.0	1485.0	-	Gene		
LMON_RS06550	1283871.0	1284323.0	453.0	+	Gene		
LMON_RS06555	1284370.0	1284834.0	465.0	-	Gene		
LMON_RS06560	1285023.0	1285943.0	921.0	+	Gene		
LMON_RS06565	1285963.0	1287210.0	1248.0	-	Gene		
LMON_RS06570	1287194.0	1288024.0	831.0	-	Gene		
LMON_RS06575	1288160.0	1289299.0	1140.0	-	Gene		
LMON_RS06580	1289380.0	1289775.0	396.0	-	Gene		
LMON_RS06585	1289926.0	1290141.0	216.0	+	Gene		
LMON_RS06590	1290260.0	1290793.0	534.0	+	Gene		
LMON_RS06595	1290811.0	1291476.0	666.0	+	Gene		
LMON_RS06600	1291738.0	1292676.0	939.0	+	Gene		
LMON_RS06605	1292791.0	1294074.0	1284.0	+	Gene		
LMON_RS06610	1294259.0	1295518.0	1260.0	+	Gene		
LMON_RS06615	1295637.0	1296203.0	567.0	+	Gene		
LMON_RS06620	1296238.0	1296807.0	570.0	+	Gene		
LMON_RS06625	1296909.0	1297451.0	543.0	+	Gene		
