Elements	begin	end	length	strand	type	details	synonim
LMRG_RS04335	886989.0	888551.0	1563.0	+	Gene		
LMRG_RS14700	888681.0	888857.0	177.0	+	Gene		
LMRG_RS14705	888784.0	888968.0	185.0	-	Gene		
LMRG_RS04340	889007.0	889495.0	489.0	+	Gene		
LMRG_RS04345	889527.0	890084.0	558.0	-	Gene		
LMRG_RS04350	890187.0	891185.0	999.0	+	Gene		
LMRG_RS04355	891201.0	891512.0	312.0	+	Gene		
LMRG_RS04360	891545.0	891898.0	354.0	-	Gene		
LMRG_RS04365	892026.0	893192.0	1167.0	+	Gene		
LMRG_RS04370	893400.0	895418.0	2019.0	+	Gene		
LMRG_RS04375	895433.0	895762.0	330.0	+	Gene		
LMRG_RS04380	895763.0	896098.0	336.0	+	Gene		
LMRG_RS04385	896118.0	897443.0	1326.0	+	Gene		
LMRG_RS04390	897464.0	898192.0	729.0	+	Gene		
LMRG_RS04395	898192.0	899145.0	954.0	+	Gene		
LMRG_RS04400	899163.0	899930.0	768.0	+	Gene		
LMRG_RS04405	900048.0	901436.0	1389.0	+	Gene		
LMRG_RS04410	901480.0	901956.0	477.0	-	Gene		
LMRG_RS04415	902090.0	902572.0	483.0	+	Gene		
LMRG_RS04420	902565.0	904040.0	1476.0	+	Gene		
LMRG_RS04425	904189.0	905568.0	1380.0	+	Gene		
LMRG_RS04430	905570.0	905926.0	357.0	+	Gene		
LMRG_RS04435	905945.0	907051.0	1107.0	+	Gene		
LMRG_RS04440	907257.0	907535.0	279.0	+	Gene		
LMRG_RS04445	907539.0	907886.0	348.0	+	Gene		
LMRG_RS04450	908139.0	908975.0	837.0	+	Gene		
LMRG_RS04455	908981.0	909337.0	357.0	+	Gene		
LMRG_RS04460	909340.0	909750.0	411.0	+	Gene		
LMRG_RS04465	909767.0	910771.0	1005.0	+	Gene		
LMRG_RS04470	910921.0	911265.0	345.0	+	Gene		
LMRG_RS04475	911249.0	911722.0	474.0	+	Gene		
LMRG_RS04480	911700.0	912479.0	780.0	+	Gene		
LMRG_RS04485	912480.0	913079.0	600.0	+	Gene		
LMRG_RS04490	913287.0	914912.0	1626.0	+	Gene		
LMRG_RS04495	914989.0	917166.0	2178.0	+	Gene		
LMRG_RS04500	917166.0	917633.0	468.0	+	Gene		
LMRG_RS04505	917686.0	917758.0	73.0	+	NcRNA	tRNA	
LMRG_RS04510	917762.0	917849.0	88.0	+	NcRNA	tRNA	
LMRG_RS04515	918001.0	918441.0	441.0	+	Gene		
LMRG_RS04520	918457.0	918942.0	486.0	+	Gene		
LMRG_RS04525	918997.0	919389.0	393.0	+	Gene		
LMRG_RS04530	919534.0	920820.0	1287.0	+	Gene		
LMRG_RS04535	920901.0	921614.0	714.0	+	Gene		
LMRG_RS04540	921812.0	921883.0	72.0	+	NcRNA	tRNA	
LMRG_RS04545	921910.0	921982.0	73.0	+	NcRNA	tRNA	
LMRG_RS04550	922110.0	922490.0	381.0	+	Gene		
LMRG_RS04555	922604.0	923278.0	675.0	+	Gene		
LMRG_RS04560	923410.0	923907.0	498.0	+	Gene		
LMRG_RS04565	923943.0	925292.0	1350.0	+	Gene		
LMRG_RS04570	925321.0	925995.0	675.0	+	Gene		
LMRG_RS04575	926038.0	927174.0	1137.0	-	Gene		
LMRG_RS04580	927315.0	927707.0	393.0	+	Gene		
LMRG_RS04585	927710.0	928813.0	1104.0	+	Gene		
LMRG_RS04590	928896.0	929399.0	504.0	+	Gene		
LMRG_RS04595	929513.0	930325.0	813.0	+	Gene		
LMRG_RS04600	930549.0	932015.0	1467.0	+	Gene		gabD
LMRG_RS04605	932158.0	932463.0	306.0	+	Gene		
LMRG_RS04610	932468.0	933736.0	1269.0	+	Gene		
LMRG_RS04615	933751.0	934101.0	351.0	+	Gene		
LMRG_RS04620	934113.0	935564.0	1452.0	+	Gene		
LMRG_RS04625	935637.0	937535.0	1899.0	+	Gene		
LMRG_RS04630	937826.0	939397.0	1572.0	+	Gene		
LMRG_RS04635	939519.0	940559.0	1041.0	+	Gene		
LMRG_RS04640	940578.0	941417.0	840.0	+	Gene		
LMRG_RS04645	941506.0	942426.0	921.0	+	Gene		
LMRG_RS04650	942543.0	943265.0	723.0	+	Gene		
LMRG_RS04655	943265.0	944380.0	1116.0	+	Gene		
LMRG_RS04660	944403.0	945059.0	657.0	+	Gene		
LMRG_RS04665	945090.0	947051.0	1962.0	-	Gene		
LMRG_RS04670	947309.0	947932.0	624.0	+	Gene		
LMRG_RS04675	948041.0	948709.0	669.0	+	Gene		
LMRG_RS04680	948825.0	949556.0	732.0	+	Gene		
LMRG_RS04685	949580.0	950575.0	996.0	+	Gene		
LMRG_RS04690	950615.0	951220.0	606.0	-	Gene		
LMRG_RS04695	951345.0	952292.0	948.0	-	Gene		
LMRG_RS04700	952663.0	952733.0	71.0	+	NcRNA	tRNA	
LMRG_RS04705	952833.0	953972.0	1140.0	+	Gene		
LMRG_RS04710	953993.0	954502.0	510.0	+	Gene		
LMRG_RS04715	954515.0	955255.0	741.0	+	Gene		
LMRG_RS04720	955305.0	955466.0	162.0	-	Gene		
LMRG_RS04725	955554.0	956012.0	459.0	-	Gene		
LMRG_RS04730	956025.0	956771.0	747.0	-	Gene		
LMRG_RS04735	956867.0	957829.0	963.0	-	Gene		
LMRG_RS04740	957861.0	958835.0	975.0	-	Gene		
LMRG_RS04745	958847.0	960652.0	1806.0	-	Gene		
LMRG_RS04750	960856.0	961326.0	471.0	+	Gene		
LMRG_RS04755	961559.0	961861.0	303.0	+	Gene		
LMRG_RS14710	961892.0	962032.0	141.0	+	Gene		
LMRG_RS04760	961974.0	963104.0	1131.0	+	Gene		
LMRG_RS04765	963114.0	963341.0	228.0	+	Gene		
LMRG_RS04770	963540.0	964757.0	1218.0	-	Gene		
LMRG_RS04775	964754.0	965443.0	690.0	-	Gene		
LMRG_RS04780	965565.0	966611.0	1047.0	+	Gene		
LMRG_RS04785	966620.0	967519.0	900.0	-	Gene		
LMRG_RS04790	967540.0	968361.0	822.0	-	Gene		
LMRG_RS04795	968519.0	968977.0	459.0	+	Gene		
LMRG_RS04800	969071.0	969298.0	228.0	+	Gene		
LMRG_RS04805	969532.0	969846.0	315.0	+	Gene		
LMRG_RS04810	969862.0	970707.0	846.0	+	Gene		
LMRG_RS04815	970896.0	972029.0	1134.0	+	Gene		
LMRG_RS04820	972045.0	972749.0	705.0	+	Gene		
LMRG_RS04825	972765.0	973487.0	723.0	+	Gene		
LMRG_RS04830	973607.0	974662.0	1056.0	+	Gene		
LMRG_RS04835	974775.0	975683.0	909.0	+	Gene		
LMRG_RS04840	975697.0	976923.0	1227.0	+	Gene		
LMRG_RS04845	977007.0	977564.0	558.0	+	Gene		
LMRG_RS04850	977587.0	978501.0	915.0	+	Gene		
LMRG_RS04855	978536.0	979354.0	819.0	-	Gene		
LMRG_RS04860	979592.0	980176.0	585.0	-	Gene		
LMRG_RS04865	980193.0	980660.0	468.0	-	Gene		
LMRG_RS04870	980819.0	981487.0	669.0	+	Gene		
LMRG_RS04875	981519.0	982313.0	795.0	+	Gene		
LMRG_RS04880	982332.0	983222.0	891.0	+	Gene		
LMRG_RS04885	983300.0	984088.0	789.0	+	Gene		
LMRG_RS04890	984117.0	985391.0	1275.0	-	Gene		
LMRG_RS04895	985391.0	985627.0	237.0	-	Gene		
LMRG_RS04900	985653.0	986837.0	1185.0	-	Gene		
LMRG_RS04905	986834.0	988366.0	1533.0	-	Gene		
LMRG_RS04910	988403.0	988549.0	147.0	-	Gene		
LMRG_RS04915	988757.0	989431.0	675.0	+	Gene		
LMRG_RS04920	989467.0	989910.0	444.0	-	Gene		
LMRG_RS04925	989928.0	990677.0	750.0	-	Gene		
LMRG_RS04930	990896.0	991915.0	1020.0	+	Gene		
LMRG_RS04935	992113.0	992877.0	765.0	+	Gene		
LMRG_RS04940	992874.0	993626.0	753.0	+	Gene		
LMRG_RS04945	993660.0	995135.0	1476.0	-	Gene		
LMRG_RS04950	995275.0	996327.0	1053.0	+	Gene		
LMRG_RS04955	996340.0	996819.0	480.0	+	Gene		
LMRG_RS04960	996953.0	997408.0	456.0	+	Gene		
LMRG_RS04965	997405.0	997833.0	429.0	+	Gene		
LMRG_RS04970	997830.0	998741.0	912.0	+	Gene		
LMRG_RS04975	998734.0	999588.0	855.0	+	Gene		
LMRG_RS04980	999670.0	1001238.0	1569.0	+	Gene		
LMRG_RS04985	1001345.0	1001770.0	426.0	+	Gene		
LMRG_RS04990	1001822.0	1003183.0	1362.0	+	Gene		
LMRG_RS04995	1003465.0	1004232.0	768.0	+	Gene		
LMRG_RS05000	1004335.0	1005102.0	768.0	+	Gene		
LMRG_RS05005	1005146.0	1006480.0	1335.0	+	Gene		
LMRG_RS05010	1006561.0	1006929.0	369.0	-	Gene		
LMRG_RS05015	1006959.0	1007990.0	1032.0	-	Gene		
LMRG_RS05020	1008177.0	1008656.0	480.0	+	Gene		
LMRG_RS05025	1008672.0	1010846.0	2175.0	-	Gene		
LMRG_RS05030	1011009.0	1011620.0	612.0	-	Gene		
LMRG_RS05035	1011766.0	1012557.0	792.0	+	Gene		
LMRG_RS05040	1012558.0	1014030.0	1473.0	-	Gene		
LMRG_RS05045	1014134.0	1014418.0	285.0	-	Gene		
LMRG_RS05050	1014725.0	1014991.0	267.0	+	Gene		
LMRG_RS05055	1014991.0	1016709.0	1719.0	+	Gene		
LMRG_RS05060	1016822.0	1017856.0	1035.0	+	Gene		
LMRG_RS05065	1017869.0	1018729.0	861.0	+	Gene		
LMRG_RS05070	1018772.0	1019917.0	1146.0	-	Gene		
LMRG_RS05075	1020137.0	1020358.0	222.0	+	Gene		
LMRG_RS05080	1020664.0	1020897.0	234.0	+	Gene		
LMRG_RS05085	1021098.0	1021550.0	453.0	+	Gene		
LMRG_RS05090	1021547.0	1022425.0	879.0	+	Gene		
LMRG_RS05095	1022473.0	1023183.0	711.0	+	Gene		
LMRG_RS05100	1023247.0	1024362.0	1116.0	+	Gene		
LMRG_RS05105	1024406.0	1025251.0	846.0	-	Gene		
LMRG_RS05110	1025623.0	1026816.0	1194.0	+	Gene		
LMRG_RS05115	1026809.0	1027657.0	849.0	+	Gene		
LMRG_RS05120	1027671.0	1028573.0	903.0	+	Gene		
LMRG_RS05125	1028688.0	1029179.0	492.0	+	Gene		
LMRG_RS05130	1029292.0	1029987.0	696.0	+	Gene		
LMRG_RS05135	1030068.0	1030940.0	873.0	+	Gene		
LMRG_RS05140	1031075.0	1031788.0	714.0	+	Gene		
LMRG_RS05145	1031785.0	1032843.0	1059.0	+	Gene		
LMRG_RS05150	1032840.0	1033478.0	639.0	+	Gene		
LMRG_RS05155	1033497.0	1034156.0	660.0	+	Gene		
LMRG_RS05160	1034311.0	1035231.0	921.0	+	Gene		
LMRG_RS05165	1035228.0	1036079.0	852.0	+	Gene		
LMRG_RS05170	1036121.0	1037086.0	966.0	-	Gene		
LMRG_RS05175	1037195.0	1038862.0	1668.0	-	Gene		
LMRG_RS05180	1038869.0	1039078.0	210.0	-	Gene		
LMRG_RS05185	1039563.0	1040333.0	771.0	+	Gene		
LMRG_RS05190	1040382.0	1041410.0	1029.0	-	Gene		
LMRG_RS05195	1041674.0	1043077.0	1404.0	+	Gene		
LMRG_RS05200	1043093.0	1043917.0	825.0	+	Gene		
LMRG_RS05205	1043910.0	1044866.0	957.0	+	Gene		
LMRG_RS05210	1044863.0	1046326.0	1464.0	+	Gene		
LMRG_RS05215	1046323.0	1048179.0	1857.0	+	Gene		
LMRG_RS05220	1048199.0	1049464.0	1266.0	+	Gene		
LMRG_RS05225	1049525.0	1050328.0	804.0	-	Gene		
LMRG_RS05230	1050396.0	1050977.0	582.0	-	Gene		
LMRG_RS05235	1050958.0	1051620.0	663.0	-	Gene		
LMRG_RS05240	1051623.0	1052294.0	672.0	-	Gene		
LMRG_RS05245	1052399.0	1053169.0	771.0	+	Gene		
LMRG_RS05250	1053264.0	1054487.0	1224.0	+	Gene		
LMRG_RS05255	1054466.0	1054951.0	486.0	+	Gene		
LMRG_RS05260	1054948.0	1055370.0	423.0	+	Gene		
LMRG_RS05265	1055354.0	1055602.0	249.0	+	Gene		
LMRG_RS05270	1055615.0	1056097.0	483.0	+	Gene		
LMRG_RS05275	1056126.0	1057127.0	1002.0	+	Gene		
LMRG_RS05280	1057162.0	1057650.0	489.0	-	Gene		
LMRG_RS05285	1057662.0	1058660.0	999.0	-	Gene		
LMRG_RS05290	1058791.0	1059345.0	555.0	+	Gene		
LMRG_RS05295	1059394.0	1059945.0	552.0	-	Gene		
LMRG_RS05300	1060779.0	1061894.0	1116.0	+	Gene		
LMRG_RS05305	1061897.0	1062874.0	978.0	+	Gene		
LMRG_RS05310	1062985.0	1064619.0	1635.0	+	Gene		
LMRG_RS05315	1064624.0	1066027.0	1404.0	+	Gene		
LMRG_RS05320	1066215.0	1066526.0	312.0	+	Gene		
LMRG_RS05325	1066655.0	1067608.0	954.0	+	Gene		
LMRG_RS05330	1067608.0	1067880.0	273.0	+	Gene		
LMRG_RS05335	1067902.0	1068432.0	531.0	+	Gene		
LMRG_RS05340	1068574.0	1069236.0	663.0	+	Gene		
LMRG_RS05345	1069211.0	1070656.0	1446.0	+	Gene		
LMRG_RS05350	1070743.0	1072164.0	1422.0	+	Gene		
LMRG_RS05355	1072177.0	1072845.0	669.0	+	Gene		
LMRG_RS14715	1072779.0	1072970.0	192.0	-	Gene		
LMRG_RS05360	1072912.0	1073856.0	945.0	-	Gene		
LMRG_RS05365	1074057.0	1074671.0	615.0	-	Gene		
LMRG_RS05370	1074803.0	1075576.0	774.0	+	Gene		
LMRG_RS05375	1075768.0	1077606.0	1839.0	+	Gene		
LMRG_RS05380	1077778.0	1078638.0	861.0	+	Gene		
LMRG_RS05385	1078677.0	1078919.0	243.0	-	Gene		
LMRG_RS05390	1079125.0	1079406.0	282.0	+	Gene		
LMRG_RS05395	1079589.0	1080791.0	1203.0	+	Gene		
LMRG_RS05400	1081069.0	1084509.0	3441.0	+	Gene		
LMRG_RS05405	1084661.0	1085560.0	900.0	+	Gene		
LMRG_RS05410	1085851.0	1086654.0	804.0	+	Gene		
LMRG_RS05415	1086666.0	1087667.0	1002.0	+	Gene		
LMRG_RS05420	1087844.0	1089562.0	1719.0	+	Gene		
LMRG_RS05425	1089778.0	1091466.0	1689.0	+	Gene		
LMRG_RS05430	1091508.0	1092380.0	873.0	-	Gene		
LMRG_RS05435	1092572.0	1095430.0	2859.0	+	Gene		
LMRG_RS05440	1095562.0	1097433.0	1872.0	+	Gene		
LMRG_RS05445	1097450.0	1098316.0	867.0	+	Gene		
LMRG_RS05450	1098335.0	1098895.0	561.0	+	Gene		
LMRG_RS05455	1098896.0	1099882.0	987.0	+	Gene		
LMRG_RS05460	1099885.0	1100715.0	831.0	+	Gene		
LMRG_RS05465	1100735.0	1102825.0	2091.0	+	Gene		
LMRG_RS05470	1102901.0	1103611.0	711.0	+	Gene		
LMRG_RS05475	1103608.0	1104633.0	1026.0	+	Gene		
LMRG_RS05480	1104721.0	1105881.0	1161.0	+	Gene		
LMRG_RS05485	1105882.0	1106265.0	384.0	+	Gene		
LMRG_RS05490	1106287.0	1107270.0	984.0	+	Gene		
LMRG_RS05495	1107285.0	1108298.0	1014.0	+	Gene		
LMRG_RS05500	1108507.0	1109997.0	1491.0	+	Gene		
LMRG_RS05505	1110009.0	1110833.0	825.0	+	Gene		
LMRG_RS05510	1110846.0	1111154.0	309.0	+	Gene		
LMRG_RS05515	1111215.0	1111619.0	405.0	+	Gene		
LMRG_RS05520	1111748.0	1113304.0	1557.0	+	Gene		
LMRG_RS05525	1113532.0	1114305.0	774.0	+	Gene		
LMRG_RS05530	1114370.0	1114726.0	357.0	+	Gene		
LMRG_RS05535	1114984.0	1115268.0	285.0	+	Gene		
LMRG_RS05540	1115269.0	1115626.0	358.0	+	Gene		
LMRG_RS14720	1115623.0	1117012.0	1390.0	+	Gene		
LMRG_RS05555	1117024.0	1117392.0	369.0	+	Gene		
LMRG_RS05560	1117429.0	1117848.0	420.0	+	Gene		
LMRG_RS05565	1117934.0	1118407.0	474.0	+	Gene		
LMRG_RS05570	1118397.0	1118834.0	438.0	+	Gene		
LMRG_RS05575	1119224.0	1119757.0	534.0	+	Gene		
LMRG_RS05580	1119782.0	1120234.0	453.0	+	Gene		
LMRG_RS05585	1120224.0	1120679.0	456.0	+	Gene		
LMRG_RS05590	1120693.0	1121715.0	1023.0	-	Gene		
LMRG_RS05595	1121688.0	1122284.0	597.0	-	Gene		
LMRG_RS05600	1122281.0	1123000.0	720.0	-	Gene		
LMRG_RS05605	1123250.0	1124965.0	1716.0	+	Gene		
LMRG_RS05610	1124967.0	1126613.0	1647.0	+	Gene		
LMRG_RS05615	1126650.0	1126958.0	309.0	-	Gene		
LMRG_RS05620	1127026.0	1127373.0	348.0	+	Gene		
LMRG_RS05625	1127398.0	1128546.0	1149.0	+	Gene		
LMRG_RS05630	1129007.0	1130581.0	1575.0	+	Gene		
LMRG_RS05635	1130622.0	1130969.0	348.0	-	Gene		
LMRG_RS05640	1131036.0	1131608.0	573.0	-	Gene		
LMRG_RS05645	1131757.0	1131996.0	240.0	-	Gene		
LMRG_RS05650	1132104.0	1132511.0	408.0	-	Gene		
LMRG_RS05655	1132603.0	1133082.0	480.0	+	Gene		
LMRG_RS05660	1133201.0	1134565.0	1365.0	+	Gene		
LMRG_RS05665	1134562.0	1135116.0	555.0	+	Gene		
LMRG_RS05670	1135264.0	1135614.0	351.0	+	Gene		
LMRG_RS05675	1135620.0	1136051.0	432.0	+	Gene		
LMRG_RS05680	1136076.0	1136825.0	750.0	+	Gene		
LMRG_RS05685	1136822.0	1137379.0	558.0	+	Gene		
LMRG_RS05690	1137381.0	1138127.0	747.0	+	Gene		
LMRG_RS05695	1138128.0	1138703.0	576.0	+	Gene		
LMRG_RS05700	1139110.0	1139994.0	885.0	-	Gene		
LMRG_RS05705	1140296.0	1140583.0	288.0	+	Gene		
LMRG_RS05710	1140576.0	1141379.0	804.0	+	Gene		
LMRG_RS05715	1141398.0	1143062.0	1665.0	+	Gene		pduC
LMRG_RS05720	1143100.0	1143759.0	660.0	+	Gene		pduD
LMRG_RS05725	1143776.0	1144288.0	513.0	+	Gene		pduE
LMRG_RS05730	1144333.0	1146153.0	1821.0	+	Gene		
LMRG_RS05735	1146150.0	1146497.0	348.0	+	Gene		
LMRG_RS05740	1146510.0	1146947.0	438.0	+	Gene		
LMRG_RS05745	1146972.0	1147247.0	276.0	+	Gene		
LMRG_RS05750	1147251.0	1147886.0	636.0	+	Gene		
LMRG_RS05755	1147907.0	1148746.0	840.0	+	Gene		
LMRG_RS05760	1148743.0	1149222.0	480.0	+	Gene		
LMRG_RS05765	1149227.0	1149490.0	264.0	+	Gene		
LMRG_RS05770	1149505.0	1150500.0	996.0	+	Gene		
LMRG_RS05775	1150507.0	1151916.0	1410.0	+	Gene		
LMRG_RS05780	1151932.0	1153050.0	1119.0	+	Gene		
LMRG_RS05785	1153078.0	1153782.0	705.0	+	Gene		
LMRG_RS05790	1153848.0	1155041.0	1194.0	+	Gene		
LMRG_RS05795	1155055.0	1156140.0	1086.0	+	Gene		
LMRG_RS05800	1156130.0	1157005.0	876.0	+	Gene		
LMRG_RS14725	1157338.0	1157568.0	231.0	+	Gene		
LMRG_RS05805	1157594.0	1158733.0	1140.0	+	Gene		
LMRG_RS05810	1159008.0	1159589.0	582.0	+	Gene		
LMRG_RS05815	1159582.0	1161039.0	1458.0	+	Gene		
LMRG_RS05820	1161128.0	1162549.0	1422.0	+	Gene		
LMRG_RS05825	1162591.0	1163955.0	1365.0	+	Gene		
LMRG_RS05830	1163975.0	1164856.0	882.0	+	Gene		
LMRG_RS05835	1164879.0	1165532.0	654.0	+	Gene		
LMRG_RS05840	1165547.0	1166068.0	522.0	+	Gene		
LMRG_RS05845	1166068.0	1167528.0	1461.0	+	Gene		
LMRG_RS05850	1167560.0	1167844.0	285.0	+	Gene		
LMRG_RS05855	1168010.0	1168765.0	756.0	+	Gene		
LMRG_RS05860	1168778.0	1169419.0	642.0	+	Gene		
LMRG_RS05865	1169416.0	1169988.0	573.0	+	Gene		
LMRG_RS05870	1170003.0	1170272.0	270.0	+	Gene		
LMRG_RS05875	1170265.0	1170810.0	546.0	+	Gene		
LMRG_RS05880	1170826.0	1171947.0	1122.0	+	Gene		
LMRG_RS05885	1171940.0	1172383.0	444.0	+	Gene		
LMRG_RS05890	1172593.0	1174044.0	1452.0	+	Gene		
LMRG_RS05895	1174084.0	1174635.0	552.0	-	Gene		
LMRG_RS05900	1174949.0	1175443.0	495.0	+	Gene		
LMRG_RS05905	1175776.0	1177134.0	1359.0	+	Gene		
LMRG_RS05910	1177131.0	1178078.0	948.0	+	Gene		
LMRG_RS05915	1178091.0	1178723.0	633.0	+	Gene		cbiC
LMRG_RS05920	1178739.0	1179860.0	1122.0	+	Gene		
LMRG_RS05925	1179857.0	1180453.0	597.0	+	Gene		
LMRG_RS05930	1180443.0	1181012.0	570.0	+	Gene		
LMRG_RS05935	1181018.0	1181767.0	750.0	+	Gene		
LMRG_RS05940	1181754.0	1182785.0	1032.0	+	Gene		
LMRG_RS05945	1182782.0	1183507.0	726.0	+	Gene		
LMRG_RS05950	1183504.0	1184256.0	753.0	+	Gene		
LMRG_RS05955	1184256.0	1185737.0	1482.0	+	Gene		
LMRG_RS05960	1185734.0	1186519.0	786.0	+	Gene		
LMRG_RS05965	1186512.0	1187222.0	711.0	+	Gene		
LMRG_RS05970	1187303.0	1187953.0	651.0	+	Gene		
LMRG_RS05975	1187950.0	1188246.0	297.0	+	Gene		
LMRG_RS05980	1188233.0	1188910.0	678.0	+	Gene		
LMRG_RS05985	1188923.0	1189729.0	807.0	+	Gene		
LMRG_RS05990	1189729.0	1191264.0	1536.0	+	Gene		
LMRG_RS05995	1191228.0	1191794.0	567.0	+	Gene		
LMRG_RS06000	1191839.0	1192306.0	468.0	-	Gene		
LMRG_RS06005	1192320.0	1192769.0	450.0	-	Gene		
LMRG_RS06010	1192858.0	1193388.0	531.0	+	Gene		
LMRG_RS06015	1193419.0	1193730.0	312.0	+	Gene		
LMRG_RS06020	1193733.0	1194284.0	552.0	+	Gene		
LMRG_RS14730	1194461.0	1194715.0	255.0	-	Gene		
LMRG_RS06025	1194624.0	1195493.0	870.0	+	Gene		
LMRG_RS06030	1195790.0	1196776.0	987.0	+	Gene		
LMRG_RS06035	1196888.0	1197967.0	1080.0	+	Gene		
LMRG_RS06040	1197993.0	1198751.0	759.0	+	Gene		
LMRG_RS06045	1198796.0	1199155.0	360.0	-	Gene		
LMRG_RS06050	1199312.0	1199635.0	324.0	+	Gene		
LMRG_RS06055	1200002.0	1201054.0	1053.0	+	Gene		
LMRG_RS06060	1201054.0	1203462.0	2409.0	+	Gene		
LMRG_RS06065	1203623.0	1204324.0	702.0	+	Gene		
LMRG_RS06070	1204338.0	1207748.0	3411.0	+	Gene		
LMRG_RS06075	1207846.0	1208298.0	453.0	+	Gene		
LMRG_RS06080	1208314.0	1211514.0	3201.0	+	Gene		
LMRG_RS06085	1211621.0	1212295.0	675.0	+	Gene		
LMRG_RS06090	1212333.0	1213259.0	927.0	-	Gene		
LMRG_RS06095	1213413.0	1213676.0	264.0	+	Gene		
LMRG_RS06100	1213676.0	1214218.0	543.0	+	Gene		
LMRG_RS06105	1214311.0	1216023.0	1713.0	+	Gene		
LMRG_RS06110	1216046.0	1218403.0	2358.0	+	Gene		
LMRG_RS06115	1218484.0	1218795.0	312.0	+	Gene		
LMRG_RS06120	1218871.0	1220682.0	1812.0	+	Gene		
LMRG_RS06125	1220872.0	1222086.0	1215.0	+	Gene		
LMRG_RS06130	1222142.0	1222636.0	495.0	-	Gene		
LMRG_RS06135	1222784.0	1223584.0	801.0	+	Gene		
LMRG_RS06140	1223597.0	1224343.0	747.0	+	Gene		
LMRG_RS06145	1224347.0	1224958.0	612.0	+	Gene		
LMRG_RS06150	1224995.0	1225522.0	528.0	+	Gene		
LMRG_RS06155	1225637.0	1225710.0	74.0	+	NcRNA	tRNA	
LMRG_RS06160	1226174.0	1227436.0	1263.0	+	Gene		
LMRG_RS06165	1227478.0	1228071.0	594.0	-	Gene		
LMRG_RS06170	1228225.0	1228632.0	408.0	-	Gene		
LMRG_RS06175	1228797.0	1229396.0	600.0	+	Gene		
LMRG_RS06180	1229428.0	1229688.0	261.0	-	Gene		
LMRG_RS06185	1229812.0	1231224.0	1413.0	+	Gene		
LMRG_RS06190	1231249.0	1231512.0	264.0	+	Gene		
LMRG_RS06195	1231681.0	1232157.0	477.0	+	Gene		
LMRG_RS06200	1232196.0	1232441.0	246.0	-	Gene		
LMRG_RS06205	1232438.0	1233643.0	1206.0	-	Gene		
LMRG_RS14735	1233640.0	1233849.0	210.0	-	Gene		
LMRG_RS06210	1233848.0	1234507.0	660.0	+	Gene		
LMRG_RS06215	1234549.0	1234743.0	195.0	-	Gene		
LMRG_RS06220	1234810.0	1235658.0	849.0	-	Gene		
LMRG_RS06230	1236278.0	1236991.0	714.0	+	Gene		
LMRG_RS06235	1237022.0	1238668.0	1647.0	-	Gene		
LMRG_RS06240	1238687.0	1240171.0	1485.0	-	Gene		
LMRG_RS06245	1240287.0	1240739.0	453.0	+	Gene		
LMRG_RS06250	1240786.0	1241250.0	465.0	-	Gene		
LMRG_RS06255	1241439.0	1242359.0	921.0	+	Gene		
LMRG_RS06260	1242379.0	1243626.0	1248.0	-	Gene		
LMRG_RS06265	1243610.0	1244440.0	831.0	-	Gene		
LMRG_RS06270	1244576.0	1245715.0	1140.0	-	Gene		
LMRG_RS06275	1245796.0	1246191.0	396.0	-	Gene		
LMRG_RS06280	1246342.0	1246557.0	216.0	+	Gene		
LMRG_RS06285	1246676.0	1247209.0	534.0	+	Gene		
LMRG_RS06290	1247227.0	1247892.0	666.0	+	Gene		
LMRG_RS06295	1248154.0	1249092.0	939.0	+	Gene		
LMRG_RS06300	1249207.0	1250490.0	1284.0	+	Gene		
LMRG_RS06305	1250675.0	1251934.0	1260.0	+	Gene		
LMRG_RS06310	1252053.0	1252619.0	567.0	+	Gene		
LMRG_RS06315	1252654.0	1253223.0	570.0	+	Gene		
LMRG_RS06320	1253325.0	1253867.0	543.0	+	Gene		
LMRG_RS06325	1253877.0	1254740.0	864.0	+	Gene		
LMRG_RS06330	1254737.0	1255522.0	786.0	+	Gene		
LMRG_RS06335	1255656.0	1256516.0	861.0	+	Gene		
LMRG_RS06340	1256788.0	1258866.0	2079.0	+	Gene		
LMRG_RS06345	1258929.0	1260233.0	1305.0	+	Gene		
LMRG_RS06350	1260516.0	1261418.0	903.0	+	Gene		
LMRG_RS06355	1261439.0	1261978.0	540.0	+	Gene		
LMRG_RS06360	1261992.0	1263401.0	1410.0	+	Gene		
LMRG_RS06365	1263422.0	1264201.0	780.0	+	Gene		
LMRG_RS14740	1264178.0	1264372.0	195.0	-	Gene		
LMRG_RS06370	1264304.0	1264723.0	420.0	+	Gene		
LMRG_RS06375	1264745.0	1265056.0	312.0	+	Gene		
LMRG_RS06380	1265059.0	1265931.0	873.0	+	Gene		
LMRG_RS06385	1265973.0	1266569.0	597.0	-	Gene		
LMRG_RS06390	1266727.0	1267134.0	408.0	+	Gene		
LMRG_RS06395	1267315.0	1269282.0	1968.0	+	Gene		
LMRG_RS06400	1269279.0	1271738.0	2460.0	+	Gene		
LMRG_RS06405	1271821.0	1272288.0	468.0	+	Gene		
LMRG_RS06410	1272615.0	1274348.0	1734.0	+	Gene		
LMRG_RS06415	1274680.0	1276476.0	1797.0	+	Gene		
LMRG_RS06420	1276510.0	1278378.0	1869.0	-	Gene		
LMRG_RS06425	1278591.0	1279289.0	699.0	+	Gene		
