Elements	begin	end	length	strand	type	details	synonim
lmo1321	1351467.0	1351934.0	468.0	+	Gene		
lmo1322	1351964.0	1353082.0	1119.0	+	Gene		nusA
lmo1323	1353097.0	1353381.0	285.0	+	Gene		
lmo1324	1353374.0	1353673.0	300.0	+	Gene		
lmo1325	1353696.0	1356035.0	2340.0	+	Gene		infB
lmo1326	1356032.0	1356310.0	279.0	+	Gene		
lmo1327	1356327.0	1356671.0	345.0	+	Gene		rbfA
lmo1328	1356769.0	1357683.0	915.0	+	Gene		truB
lmo1329	1357753.0	1358697.0	945.0	+	Gene		ribC
lmo1330	1358834.0	1359103.0	270.0	+	Gene		rpsO
rli10 - rliD	1359202.0	1359529.0	328.0	-	Srna	Mandin et al. 2007	
lmo1331	1359352.0	1361523.0	2172.0	+	Gene		pnpA
Term_lmo1332	1361532.0	1361553.0	22.0	-	terminator		lmo1332
lmo1332	1361564.0	1362604.0	1041.0	-	Gene		
Term_lmo1333	1362732.0	1362756.0	25.0	-	terminator		lmo1333
lmo1333	1362765.0	1363244.0	480.0	-	Gene		
Term_lmo1334	1363266.0	1363284.0	19.0	-	terminator		lmo1334
lmo1333a	1363272.0	1363739.0	468.0	-	Gene		
lmo1334	1363272.0	1363628.0	357.0	-	Gene		
lmo1335	1363826.0	1363975.0	150.0	+	Gene		
lmo1336	1364031.0	1364570.0	540.0	+	Gene		
lmo1337	1364669.0	1366207.0	1539.0	+	Gene		
lmo1338	1366220.0	1366432.0	213.0	+	Gene		
Term_lmo1338	1366423.0	1366433.0	11.0	+	terminator		lmo1338
lmo1339	1366457.0	1367425.0	969.0	+	Gene		
Term_lmo1339	1367438.0	1367470.0	33.0	+	terminator		lmo1339
lmo1340	1367559.0	1368650.0	1092.0	+	Gene		
Term_lmo1340	1368653.0	1368681.0	29.0	+	terminator		lmo1340
Term_lmo1341	1368653.0	1368681.0	29.0	-	terminator		lmo1341
lmo1341	1368668.0	1368985.0	318.0	-	Gene		
lmo1342	1368982.0	1369449.0	468.0	-	Gene		
lmo1343	1369412.0	1369696.0	285.0	-	Gene		
lmo1344	1369683.0	1370111.0	429.0	-	Gene		
lmo1345	1370108.0	1370431.0	324.0	-	Gene		
lmo1346	1370445.0	1371476.0	1032.0	-	Gene		comGB
lmo1347	1371454.0	1372476.0	1023.0	-	Gene		comGA
Glycine	1372840.0	1372931.0	92.0	+	Srna	Rfam	
lmo1348	1373015.0	1374103.0	1089.0	+	Gene		gcvT
lmo1349	1374119.0	1375465.0	1347.0	+	Gene		
lmo1350	1375462.0	1376928.0	1467.0	+	Gene		
Term_lmo1351	1376932.0	1376965.0	34.0	-	terminator		lmo1351
Term_lmo1350	1376935.0	1376962.0	28.0	+	terminator		lmo1350
lmo1351	1376968.0	1377348.0	381.0	-	Gene		
Term_lmo1352	1377377.0	1377392.0	16.0	-	terminator		lmo1352
lmo1352	1377410.0	1377682.0	273.0	-	Gene		
lmo1353	1377695.0	1378660.0	966.0	-	Gene		
lmo1354	1378840.0	1379901.0	1062.0	+	Gene		
lmo1355	1380004.0	1380561.0	558.0	+	Gene		efp
Term_efp	1380579.0	1380602.0	24.0	+	terminator		efp
lmo1356	1380720.0	1381187.0	468.0	+	Gene		
lmo1357	1381201.0	1382565.0	1365.0	+	Gene		
lmo1358	1382569.0	1382976.0	408.0	+	Gene		
lmo1359	1383007.0	1383393.0	387.0	+	Gene		nusB
Term_nusB	1383404.0	1383425.0	22.0	+	terminator		nusB
lmo1360	1383489.0	1384343.0	855.0	+	Gene		folD
lmo1361	1384362.0	1385714.0	1353.0	+	Gene		xseA
lmo1362	1385704.0	1385931.0	228.0	+	Gene		
lmo1363	1385934.0	1386815.0	882.0	+	Gene		
Term_lmo1363	1386860.0	1386871.0	12.0	+	terminator		lmo1363
lmo1364	1387014.0	1387214.0	201.0	+	Gene		cspL
Term_cspL	1387238.0	1387259.0	22.0	+	terminator		cspL
lmo1365	1387381.0	1389210.0	1830.0	+	Gene		tktB
lmo1366	1389207.0	1390031.0	825.0	+	Gene		
Term_lmo1366	1390038.0	1390061.0	24.0	+	terminator		lmo1366
lmo1367	1390222.0	1390671.0	450.0	+	Gene		
lmo1368	1390694.0	1392385.0	1692.0	+	Gene		recN
lmo1369	1392514.0	1393380.0	867.0	+	Gene		
lmo1370	1393517.0	1394584.0	1068.0	+	Gene		
lmo1371	1394599.0	1396026.0	1428.0	+	Gene		
lmo1372	1396051.0	1397046.0	996.0	+	Gene		
lmo1373	1397063.0	1398046.0	984.0	+	Gene		
lmo1374	1398077.0	1399327.0	1251.0	+	Gene		
rli11 - sbrA	1399365.0	1399616.0	252.0	+	Srna	Nielsen et al. 2008	
Term_lmo1374	1399403.0	1399426.0	24.0	+	terminator		lmo1374
rli42	1399461.0	1399616.0	156.0	-	Srna	Toledo-Arana et al. 2009	
rli89	1399490.0	1399656.0	167.0	+	Srna	Mraheil et al. 2011	
lmo1375	1399699.0	1400796.0	1098.0	+	Gene		
Term_lmo1375	1400832.0	1400851.0	20.0	+	terminator		lmo1375
lmo1376	1400941.0	1402359.0	1419.0	+	Gene		
Term_lmo1376	1402370.0	1402395.0	26.0	+	terminator		lmo1376
lmo1377	1402550.0	1403230.0	681.0	+	Gene		lisR
lmo1378	1403227.0	1404678.0	1452.0	+	Gene		lisK
Term_lisK	1404679.0	1404711.0	33.0	+	terminator		lisK
Term_lmo1379	1404683.0	1404707.0	25.0	-	terminator		lmo1379
lmo1379	1404714.0	1405541.0	828.0	-	Gene		
lmo1380	1405578.0	1405859.0	282.0	-	Gene		
lmo1381	1405945.0	1406226.0	282.0	-	Gene		
lmo1382	1406366.0	1406713.0	348.0	+	Gene		
lmo1383	1406742.0	1407818.0	1077.0	+	Gene		
Term_lmo1384	1407826.0	1407843.0	18.0	-	terminator		lmo1384
lmo1384	1407859.0	1408818.0	960.0	-	Gene		
Term_lmo1383	1408159.0	1408175.0	17.0	+	terminator		lmo1383
lmo1385	1409070.0	1409996.0	927.0	+	Gene		
Term_lmo1385	1410008.0	1410035.0	28.0	+	terminator		lmo1385
lmo1386	1410148.0	1412421.0	2274.0	+	Gene		
Term_lmo1386	1412427.0	1412449.0	23.0	+	terminator		lmo1386
Term_lmo1387	1412427.0	1412449.0	23.0	-	terminator		lmo1387
lmo1387	1412455.0	1413294.0	840.0	-	Gene		
lmo1388	1413646.0	1414719.0	1074.0	+	Gene		tcsA
lmo1389	1415152.0	1416693.0	1542.0	+	Gene		
lmo1390	1416686.0	1417738.0	1053.0	+	Gene		
lmo1391	1417735.0	1418685.0	951.0	+	Gene		
Term_lmo1391	1418696.0	1418719.0	24.0	+	terminator		lmo1391
lmo1392	1418803.0	1420095.0	1293.0	+	Gene		
lmo1393	1420076.0	1421362.0	1287.0	+	Gene		
lmo1394	1421454.0	1422185.0	732.0	+	Gene		
lmo1395	1422236.0	1423165.0	930.0	+	Gene		
Term_lmo1395	1423172.0	1423207.0	36.0	+	terminator		lmo1395
lmo1396	1423255.0	1423833.0	579.0	+	Gene		
Term_lmo1396	1423846.0	1423861.0	16.0	+	terminator		lmo1396
lmo1397	1423902.0	1425146.0	1245.0	+	Gene		cinA
Term_cinA	1425282.0	1425295.0	14.0	+	terminator		cinA
lmo1398	1425419.0	1426465.0	1047.0	+	Gene		recA
anti1399	1426672.0	1426971.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo1399	1426766.0	1428328.0	1563.0	+	Gene		
Term_lmo1399	1428338.0	1428368.0	31.0	+	terminator		lmo1399
lmo1400	1428442.0	1428939.0	498.0	+	Gene		
lmo1401	1428945.0	1429748.0	804.0	+	Gene		
lmo1402	1429765.0	1430127.0	363.0	+	Gene		
Term_lmo1402	1430138.0	1430155.0	18.0	+	terminator		lmo1402
lmo1403	1430237.0	1432819.0	2583.0	+	Gene		mutS
lmo1404	1432839.0	1434644.0	1806.0	+	Gene		mutL
lmo1405	1434661.0	1435209.0	549.0	+	Gene		
Term_lmo1405	1435215.0	1435247.0	33.0	+	terminator		lmo1405
lmo1406	1435635.0	1437866.0	2232.0	+	Gene		pflB
lmo1407	1437943.0	1438689.0	747.0	+	Gene		pflC
Term_lmo1408	1438696.0	1438718.0	23.0	-	terminator		lmo1408
lmo1408	1438724.0	1439254.0	531.0	-	Gene		
lmo1409	1439421.0	1440614.0	1194.0	+	Gene		
Term_lmo1409	1440623.0	1440644.0	22.0	+	terminator		lmo1409
lmo1410	1440748.0	1441296.0	549.0	+	Gene		
Term_lmo1410	1441311.0	1441322.0	12.0	+	terminator		lmo1410
lmo1411	1441313.0	1441540.0	228.0	+	Gene		
lmo1412	1441581.0	1442114.0	534.0	+	Gene		
Term_lmo1412	1442219.0	1442247.0	29.0	+	terminator		lmo1412
Term_lmo1413	1442332.0	1442357.0	26.0	-	terminator		lmo1413
lmo1413	1442368.0	1443687.0	1320.0	-	Gene		
Term_lmo1414	1443817.0	1443845.0	29.0	-	terminator		lmo1414
lmo1414	1443873.0	1445042.0	1170.0	-	Gene		
lmo1415	1445192.0	1446358.0	1167.0	+	Gene		
Term_lmo1416	1446359.0	1446405.0	47.0	-	terminator		lmo1416
Term_lmo1415	1446369.0	1446394.0	26.0	+	terminator		lmo1415
lmo1416	1446383.0	1446982.0	600.0	-	Gene		
Term_lmo1417	1447037.0	1447048.0	12.0	-	terminator		lmo1417
lmo1417	1447052.0	1448296.0	1245.0	-	Gene		
lmo1418	1448315.0	1449583.0	1269.0	-	Gene		
Term_lmo1419	1449607.0	1449640.0	34.0	-	terminator		lmo1419
lmo1419	1449647.0	1450684.0	1038.0	-	Gene		
lmo1420	1450701.0	1451597.0	897.0	-	Gene		murB
lmo1421	1451813.0	1452799.0	987.0	+	Gene		
lmo1422	1452796.0	1454310.0	1515.0	+	Gene		
Term_lmo1422	1454316.0	1454341.0	26.0	+	terminator		lmo1422
Term_lmo1423	1454316.0	1454341.0	26.0	-	terminator		lmo1423
lmo1423	1454347.0	1455177.0	831.0	-	Gene		
Term_lmo1424	1455245.0	1455256.0	12.0	-	terminator		lmo1424
lmo1424	1455316.0	1456662.0	1347.0	-	Gene		
lmo1425	1456775.0	1457446.0	672.0	-	Gene		opuCD
lmo1426	1457461.0	1458387.0	927.0	-	Gene		opuCC
lmo1427	1458389.0	1459045.0	657.0	-	Gene		opuCB
lmo1428	1459049.0	1460242.0	1194.0	-	Gene		opuCA
Term_lmo1429	1460502.0	1460527.0	26.0	-	terminator		lmo1429
lmo1429	1460534.0	1461094.0	561.0	-	Gene		
Term_lmo1430	1461147.0	1461169.0	23.0	-	terminator		lmo1430
TPP-2	1461163.0	1461273.0	111.0	-	Srna	Rfam	
lmo1430	1461343.0	1461726.0	384.0	-	Gene		
lmo1431	1461866.0	1463467.0	1602.0	+	Gene		
Term_lmo1431	1463479.0	1463502.0	24.0	+	terminator		lmo1431
Term_lmo1432	1463479.0	1463502.0	24.0	-	terminator		lmo1432
lmo1432	1463506.0	1464156.0	651.0	-	Gene		
lmo1433	1464209.0	1465549.0	1341.0	-	Gene		
Term_lmo1434	1465608.0	1465631.0	24.0	-	terminator		lmo1434
lmo1434	1465638.0	1467305.0	1668.0	-	Gene		
lmo1435	1467325.0	1468206.0	882.0	-	Gene		dapA
lmo1436	1468221.0	1469432.0	1212.0	-	Gene		
lmo1437	1469444.0	1470487.0	1044.0	-	Gene		
Term_lmo1438	1470654.0	1470677.0	24.0	-	terminator		lmo1438
lmo1438	1470685.0	1472850.0	2166.0	-	Gene		
lmo1439	1472980.0	1473588.0	609.0	-	Gene		sod
rli127	1473701.0	1473829.0	129.0	-	Srna	Wurtzel et al. 2012	
lmo1440	1473889.0	1474689.0	801.0	+	Gene		
Term_lmo1440	1474696.0	1474717.0	22.0	+	terminator		lmo1440
lmo1441	1474802.0	1475908.0	1107.0	+	Gene		ispG
Term_lmo1441	1475899.0	1475919.0	21.0	+	terminator		lmo1441
lmo1442	1475944.0	1476651.0	708.0	+	Gene		
lmo1443	1476642.0	1476968.0	327.0	+	Gene		
Term_lmo1443	1476973.0	1477021.0	49.0	+	terminator		lmo1443
Term_lmo1444	1476973.0	1477021.0	49.0	-	terminator		lmo1444
lmo1444	1477050.0	1477934.0	885.0	-	Gene		
lmo1445	1478071.0	1478496.0	426.0	-	Gene		zurR
lmo1446	1478477.0	1479355.0	879.0	-	Gene		zurM
lmo1447	1479330.0	1480103.0	774.0	-	Gene		zurA
Term_lmo1448	1480211.0	1480236.0	26.0	-	terminator		lmo1448
lmo1448	1480246.0	1481172.0	927.0	-	Gene		
lmo1449	1481188.0	1482081.0	894.0	-	Gene		
lmo1450	1482096.0	1483403.0	1308.0	-	Gene		
lmo1451	1483549.0	1484544.0	996.0	+	Gene		ispH
Term_lmo1451	1484548.0	1484581.0	34.0	+	terminator		lmo1451
Term_lmo1452	1484548.0	1484581.0	34.0	-	terminator		lmo1452
lmo1452	1484590.0	1485711.0	1122.0	-	Gene		
lmo1453	1485708.0	1486412.0	705.0	-	Gene		
lmo1454	1486480.0	1487604.0	1125.0	-	Gene		rpoD
lmo1455	1487699.0	1489579.0	1881.0	-	Gene		dnaG
lmo1456	1489599.0	1490039.0	441.0	-	Gene		
Term_lmo1457	1490084.0	1490099.0	16.0	-	terminator		lmo1457
lmo1457	1490229.0	1491053.0	825.0	-	Gene		
anti1457	1490369.0	1490461.0	93.0	+	Srna	Mraheil et al. 2011	
lmo1458	1491087.0	1493153.0	2067.0	-	Gene		glyS
lmo1459	1493146.0	1494036.0	891.0	-	Gene		glyQ
T-box-3	1494104.0	1494276.0	173.0	-	Srna	Rfam	
lmo1460	1494317.0	1495084.0	768.0	-	Gene		recO
anti1461	1495134.0	1495433.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo1461	1495221.0	1495850.0	630.0	+	Gene		
Term_lmo1461	1495859.0	1495894.0	36.0	+	terminator		lmo1461
Term_lmo1462	1495859.0	1495894.0	36.0	-	terminator		lmo1462
lmo1462	1495899.0	1496804.0	906.0	-	Gene		era
lmo1463	1496801.0	1497196.0	396.0	-	Gene		
lmo1464	1497221.0	1497616.0	396.0	-	Gene		
lmo1465	1497594.0	1498079.0	486.0	-	Gene		
lmo1466	1498096.0	1500252.0	2157.0	-	Gene		
lmo1467	1500268.0	1501227.0	960.0	-	Gene		
Term_lmo1468	1501348.0	1501381.0	34.0	-	terminator		lmo1468
lmo1468	1501415.0	1501861.0	447.0	-	Gene		
lmo1469	1501881.0	1502054.0	174.0	-	Gene		rpsU
lmo1470	1502252.0	1503019.0	768.0	-	Gene		
lmo1471	1503020.0	1503964.0	945.0	-	Gene		prmA
Term_dnaJ	1503994.0	1504026.0	33.0	-	terminator		dnaJ
lmo1472	1504037.0	1505170.0	1134.0	-	Gene		dnaJ
Term_dnaK	1505264.0	1505287.0	24.0	-	terminator		dnaK
lmo1473	1505312.0	1507153.0	1842.0	-	Gene		dnaK
lmo1474	1507187.0	1507762.0	576.0	-	Gene		grpE
lmo1475	1507804.0	1508841.0	1038.0	-	Gene		hrcA
Term_hemN	1508923.0	1508942.0	20.0	-	terminator		hemN
lmo1476	1508988.0	1510145.0	1158.0	-	Gene		hemN
lmo1477	1510234.0	1511262.0	1029.0	-	Gene		
lmo1478	1511375.0	1511812.0	438.0	+	Gene		
Term_lepA	1511817.0	1511850.0	34.0	-	terminator		lepA
Term_lmo1478	1511817.0	1511850.0	34.0	+	terminator		lmo1478
lmo1479	1511858.0	1513684.0	1827.0	-	Gene		lepA
anti1479	1513590.0	1513639.0	50.0	+	Srna	Mraheil et al. 2011	
lmo1480	1513917.0	1514171.0	255.0	+	Gene		rpsT
Term_lmo1481	1514227.0	1514252.0	26.0	-	terminator		lmo1481
lmo1481	1514257.0	1515288.0	1032.0	-	Gene		holA
lmo1482	1515356.0	1517578.0	2223.0	-	Gene		comEC
Term_comEB	1517586.0	1517597.0	12.0	-	terminator		comEB
lmo1483	1517613.0	1518173.0	561.0	-	Gene		comEB
lmo1484	1518245.0	1518847.0	603.0	-	Gene		comEA
Term_lmo1485	1518932.0	1518957.0	26.0	-	terminator		lmo1485
lmo1485	1518950.0	1519681.0	732.0	-	Gene		
Term_lmo1486	1519703.0	1519723.0	21.0	-	terminator		lmo1486
lmo1486	1519736.0	1520092.0	357.0	-	Gene		
lmo1487	1520097.0	1520672.0	576.0	-	Gene		
lmo1488	1520659.0	1521225.0	567.0	-	Gene		nadD
lmo1489	1521243.0	1521533.0	291.0	-	Gene		
lmo1490	1521533.0	1522354.0	822.0	-	Gene		
lmo1491	1522374.0	1523474.0	1101.0	-	Gene		
lmo1492	1523471.0	1523992.0	522.0	-	Gene		
lmo1493	1524154.0	1525962.0	1809.0	+	Gene		
Term_lmo1493	1525968.0	1525991.0	24.0	+	terminator		lmo1493
Term_lmo1494	1525968.0	1525991.0	24.0	-	terminator		lmo1494
lmo1494	1525997.0	1526698.0	702.0	-	Gene		
Term_lmo1495	1526717.0	1526745.0	29.0	-	terminator		lmo1495
lmo1495	1526748.0	1527371.0	624.0	-	Gene		
lmo1496	1527422.0	1527904.0	483.0	-	Gene		greA
rli90	1527941.0	1528048.0	108.0	-	Srna	Mraheil et al. 2011	
lmo1497	1528098.0	1528727.0	630.0	-	Gene		udk
lmo1498	1528724.0	1529377.0	654.0	-	Gene		
Term_lmo1499	1529408.0	1529448.0	41.0	-	terminator		lmo1499
lmo1499	1529454.0	1530524.0	1071.0	-	Gene		
lmo1500	1530727.0	1531353.0	627.0	+	Gene		
Term_lmo1500	1531357.0	1531387.0	31.0	+	terminator		lmo1500
Term_lmo1501	1531357.0	1531387.0	31.0	-	terminator		lmo1501
lmo1501	1531398.0	1531700.0	303.0	-	Gene		
lmo1502	1531716.0	1532132.0	417.0	-	Gene		
lmo1503	1532129.0	1532401.0	273.0	-	Gene		
lmo1504	1532493.0	1535132.0	2640.0	-	Gene		alaS
rli67	1535169.0	1535409.0	241.0	-	Srna	Oliver et al. 2009	
Term_lmo1505	1535169.0	1535192.0	24.0	-	terminator		lmo1505
lmo1505	1535439.0	1536134.0	696.0	-	Gene		
lmo1506	1536143.0	1537648.0	1506.0	-	Gene		
lmo1507	1537815.0	1538501.0	687.0	+	Gene		
lmo1508	1538498.0	1539937.0	1440.0	+	Gene		
Term_lmo1508	1539943.0	1539974.0	32.0	+	terminator		lmo1508
Term_lmo1509	1539943.0	1539974.0	32.0	-	terminator		lmo1509
lmo1509	1539979.0	1542375.0	2397.0	-	Gene		
lmo1510	1542403.0	1543041.0	639.0	-	Gene		
lmo1511	1543082.0	1543822.0	741.0	-	Gene		
Term_lmo1512	1543901.0	1543931.0	31.0	-	terminator		lmo1512
lmo1512	1543940.0	1545055.0	1116.0	-	Gene		mnmA
lmo1513	1545074.0	1546222.0	1149.0	-	Gene		
rli12 - ssrS-6S	1546336.0	1546531.0	196.0	-	Srna	Mandin et al. 2007	
Term_lmo1514	1546337.0	1546365.0	29.0	-	terminator		lmo1514
lmo1514	1546608.0	1547885.0	1278.0	-	Gene		
lmo1515	1548034.0	1548456.0	423.0	+	Gene		
Term_lmo1515	1548465.0	1548482.0	18.0	+	terminator		lmo1515
lmo1516	1548701.0	1549906.0	1206.0	+	Gene		
lmo1517	1549920.0	1550285.0	366.0	+	Gene		
lmo1518	1550435.0	1550815.0	381.0	+	Gene		
Term_aspS	1550824.0	1550849.0	26.0	-	terminator		aspS
Term_lmo1518	1550824.0	1550849.0	26.0	+	terminator		lmo1518
lmo1519	1550854.0	1552629.0	1776.0	-	Gene		aspS
lmo1520	1552632.0	1553909.0	1278.0	-	Gene		hisS
T-box-4	1553972.0	1554200.0	229.0	-	Srna	Rfam	
lmo1521	1554360.0	1555643.0	1284.0	+	Gene		
Term_lmo1521	1555650.0	1555675.0	26.0	+	terminator		lmo1521
Term_lmo1522	1555650.0	1555675.0	26.0	-	terminator		lmo1522
lmo1522	1555680.0	1556132.0	453.0	-	Gene		
lmo1523	1556148.0	1558364.0	2217.0	-	Gene		relA
Term_apt	1558538.0	1558561.0	24.0	-	terminator		apt
lmo1524	1558570.0	1559091.0	522.0	-	Gene		apt
lmo1525	1559081.0	1561432.0	2352.0	-	Gene		
Term_lmo1526	1561508.0	1561528.0	21.0	-	terminator		lmo1526
lmo1526	1561538.0	1561882.0	345.0	-	Gene		
Term_lmo1527	1561940.0	1561970.0	31.0	-	terminator		lmo1527
lmo1527	1561978.0	1564242.0	2265.0	-	Gene		
lmo1528	1564343.0	1564633.0	291.0	-	Gene		
Term_lmo1529	1564731.0	1564760.0	30.0	-	terminator		lmo1529
lmo1529	1564776.0	1565105.0	330.0	-	Gene		
lmo1530	1565139.0	1566278.0	1140.0	-	Gene		tgt
Term_lmo1531	1566332.0	1566346.0	15.0	-	terminator		lmo1531
lmo1531	1566365.0	1567393.0	1029.0	-	Gene		queA
lmo1532	1567397.0	1568404.0	1008.0	-	Gene		ruvB
lmo1533	1568420.0	1569025.0	606.0	-	Gene		ruvA
Term_lmo1534	1569062.0	1569073.0	12.0	-	terminator		lmo1534
lmo1534	1569149.0	1570084.0	936.0	-	Gene		
Term_lmo1535	1570115.0	1570146.0	32.0	-	terminator		lmo1535
lmo1535	1570154.0	1570879.0	726.0	-	Gene		
Term_lmo1536	1570959.0	1570982.0	24.0	-	terminator		lmo1536
lmo1536	1570990.0	1571838.0	849.0	-	Gene		
Term_lmo1537	1571873.0	1571897.0	25.0	-	terminator		lmo1537
lmo1537	1571905.0	1573194.0	1290.0	-	Gene		obgE
Term_lmo1538	1573313.0	1573342.0	30.0	-	terminator		lmo1538
lmo1538	1573354.0	1574847.0	1494.0	-	Gene		glpK
Term_lmo1539	1574878.0	1574897.0	20.0	-	terminator		lmo1539
lmo1539	1574922.0	1575740.0	819.0	-	Gene		
rli91	1575830.0	1575917.0	88.0	-	Srna	Mraheil et al. 2011	
rli128	1575917.0	1575995.0	79.0	-	Srna	Wurtzel et al. 2012	
lmo1540	1576107.0	1576397.0	291.0	-	Gene		rpmA
lmo1541	1576411.0	1576728.0	318.0	-	Gene		
lmo1542	1576747.0	1577055.0	309.0	-	Gene		rplU
L21	1577068.0	1577146.0	79.0	-	Srna	Rfam	
Term_lmo1543	1577178.0	1577192.0	15.0	-	terminator		lmo1543
lmo1543	1577212.0	1578573.0	1362.0	-	Gene		
Term_minD	1578592.0	1578618.0	27.0	-	terminator		minD
lmo1544	1578625.0	1579425.0	801.0	-	Gene		minD
lmo1545	1579428.0	1580105.0	678.0	-	Gene		minC
Term_mreD	1580198.0	1580217.0	20.0	-	terminator		mreD
lmo1546	1580283.0	1580801.0	519.0	-	Gene		mreD
lmo1547	1580804.0	1581691.0	888.0	-	Gene		mreC
lmo1548	1581777.0	1582790.0	1014.0	-	Gene		mreB
Term_lmo1549	1583111.0	1583125.0	15.0	-	terminator		lmo1549
lmo1549	1583242.0	1583916.0	675.0	-	Gene		radC
lmo1550	1583928.0	1584638.0	711.0	-	Gene		comC
rli13 - rliE	1584586.0	1584808.0	223.0	+	Srna	Mandin et al. 2007	
Term_folC	1584735.0	1584763.0	29.0	-	terminator		folC
lmo1551	1584850.0	1586139.0	1290.0	-	Gene		folC
lmo1552	1586201.0	1588852.0	2652.0	-	Gene		valS
Term_hemL	1588886.0	1588917.0	32.0	-	terminator		hemL
T-box-5	1588901.0	1589127.0	227.0	-	Srna	Rfam	
lmo1553	1589175.0	1590464.0	1290.0	-	Gene		hemL
lmo1554	1590477.0	1591451.0	975.0	-	Gene		hemB
Term_hemB	1590489.0	1590500.0	12.0	-	terminator		hemB
lmo1555	1591448.0	1592170.0	723.0	-	Gene		hemD
lmo1556	1592167.0	1593096.0	930.0	-	Gene		hemC
lmo1557	1593100.0	1594407.0	1308.0	-	Gene		hemA
Term_lmo1558	1594505.0	1594528.0	24.0	-	terminator		lmo1558
lmo1558	1594535.0	1595119.0	585.0	-	Gene		engB
lmo1559	1595227.0	1597149.0	1923.0	-	Gene		thrS
Term_dnaI	1597202.0	1597229.0	28.0	-	terminator		dnaI
T-box-6	1597218.0	1597448.0	231.0	-	Srna	Rfam	
lmo1560	1597499.0	1598422.0	924.0	-	Gene		dnaI
lmo1561	1598432.0	1599808.0	1377.0	-	Gene		dnaB
lmo1562	1599814.0	1600278.0	465.0	-	Gene		nrdR
lmo1563	1600356.0	1600958.0	603.0	-	Gene		coaE
lmo1564	1600975.0	1601796.0	822.0	-	Gene		mutM
lmo1565	1601820.0	1604447.0	2628.0	-	Gene		polA
Term_citC	1604509.0	1604542.0	34.0	-	terminator		citC
lmo1566	1604613.0	1605875.0	1263.0	-	Gene		citC
lmo1567	1605895.0	1607016.0	1122.0	-	Gene		citZ
lmo1568	1607053.0	1607514.0	462.0	-	Gene		
Term_lmo1568	1607065.0	1607078.0	14.0	-	terminator		lmo1568
Term_lmo1569	1607637.0	1607664.0	28.0	-	terminator		lmo1569
lmo1569	1607671.0	1608048.0	378.0	-	Gene		fxsA
lmo1570	1608166.0	1609923.0	1758.0	-	Gene		pykA
lmo1571	1610206.0	1611165.0	960.0	-	Gene		pfkA
Term_accA	1611406.0	1611439.0	34.0	-	terminator		accA
lmo1572	1611449.0	1612405.0	957.0	-	Gene		accA
lmo1573	1612395.0	1613279.0	885.0	-	Gene		accD
rli129	1613300.0	1613451.0	152.0	-	Srna	Wurtzel et al. 2012	
Term_dnaE	1613402.0	1613439.0	38.0	-	terminator		dnaE
lmo1574	1613497.0	1616823.0	3327.0	-	Gene		dnaE
Term_lmo1575	1616910.0	1616936.0	27.0	-	terminator		lmo1575
lmo1575	1616945.0	1617880.0	936.0	-	Gene		
lmo1576	1617901.0	1619214.0	1314.0	-	Gene		
lmo1577	1619240.0	1619926.0	687.0	-	Gene		
lmo1578	1620091.0	1621188.0	1098.0	+	Gene		
Term_lmo1578	1621197.0	1621222.0	26.0	+	terminator		lmo1578
Term_lmo1579	1621197.0	1621222.0	26.0	-	terminator		lmo1579
lmo1579	1621230.0	1622342.0	1113.0	-	Gene		
lmo1580	1622583.0	1623047.0	465.0	+	Gene		
Term_ackA	1623060.0	1623085.0	26.0	-	terminator		ackA
Term_lmo1580	1623060.0	1623085.0	26.0	+	terminator		lmo1580
lmo1581	1623099.0	1624292.0	1194.0	-	Gene		ackA
lmo1582	1624316.0	1625314.0	999.0	-	Gene		
Term_lmo1583	1625474.0	1625495.0	22.0	-	terminator		lmo1583
lmo1583	1625505.0	1626002.0	498.0	-	Gene		tpx
lmo1584	1626064.0	1626600.0	537.0	-	Gene		
lmo1585	1626620.0	1627633.0	1014.0	-	Gene		
lmo1586	1627812.0	1628615.0	804.0	+	Gene		
Term_argF	1628622.0	1628641.0	20.0	-	terminator		argF
lmo1587	1628647.0	1629597.0	951.0	-	Gene		argF
lmo1588	1629594.0	1630754.0	1161.0	-	Gene		argD
lmo1589	1630751.0	1631503.0	753.0	-	Gene		argB
lmo1590	1631516.0	1632712.0	1197.0	-	Gene		argJ
lmo1591	1632728.0	1633759.0	1032.0	-	Gene		argC
Term_lmo1592	1633900.0	1633926.0	27.0	-	terminator		lmo1592
lmo1592	1633933.0	1635144.0	1212.0	-	Gene		
lmo1593	1635146.0	1636285.0	1140.0	-	Gene		
Term_lmo1594	1636369.0	1636400.0	32.0	-	terminator		lmo1594
lmo1594	1636412.0	1638127.0	1716.0	-	Gene		
lmo1595	1638420.0	1638908.0	489.0	+	Gene		
rli92	1638942.0	1639091.0	150.0	+	Srna	Mraheil et al. 2011	
Term_lmo1595	1638986.0	1639005.0	20.0	+	terminator		lmo1595
lmo1596	1639120.0	1639722.0	603.0	+	Gene		rpsD
rli58	1639915.0	1640132.0	218.0	-	Srna	Toledo-Arana et al. 2009	
Term_lmo1597	1639915.0	1639957.0	43.0	-	terminator		lmo1597
lmo1596a	1639998.0	1640198.0	201.0	-	Gene		
lmo1597	1640225.0	1641004.0	780.0	-	Gene		
