RAST id	NCBI id
RASTlmo2899	lmo2853
RASTlmo29	lmo0028
RASTlmo290	lmo0287
RASTlmo2900	lmo2854
RASTlmo2901	lmo2855
RASTlmo2902	lmo2856
RASTlmo2903	lmo2857
RASTlmo291	lmo0288
RASTlmo292	lmo0289
RASTlmo293	lmo0290
RASTlmo294	lmo0291
RASTlmo295	lmo0292
RASTlmo297	lmo0293
RASTlmo298	lmo0294
RASTlmo299	lmo0295
RASTlmo3	lmo0003
RASTlmo30	lmo0029
RASTlmo300	lmo0296
RASTlmo301	lmo0297
RASTlmo302	lmo0298
RASTlmo303	lmo0299
RASTlmo304	lmo0300
RASTlmo305	lmo0301
RASTlmo307	lmo0303
RASTlmo308	lmo0304
RASTlmo309	lmo0305
RASTlmo31	lmo0030
RASTlmo310	lmo0306
RASTlmo311	lmo0307
RASTlmo313	lmo0309
RASTlmo314	lmo0310
RASTlmo315	lmo0311
RASTlmo316	lmo0312
RASTlmo318	lmo0314
RASTlmo319	lmo0315
RASTlmo32	lmo0031
RASTlmo320	lmo0316
RASTlmo321	lmo0317
RASTlmo322	lmo0318
RASTlmo323	lmo0319
RASTlmo324	lmo0320
RASTlmo325	lmo0321
RASTlmo326	lmo0322
RASTlmo327	lmo0323
RASTlmo329	lmo0325
RASTlmo33	lmo0032
RASTlmo330	lmo0326
RASTlmo332	lmo0328
RASTlmo333	lmo0329
RASTlmo335	lmo0331
RASTlmo336	lmo0332
RASTlmo337	lmo0333
RASTlmo338	lmo0334
RASTlmo34	lmo0033
RASTlmo340	lmo0335
RASTlmo341	lmo0336
RASTlmo342	lmo0337
RASTlmo343	lmo0338
RASTlmo344	lmo0339
RASTlmo345	lmo0340
RASTlmo346	lmo0341
RASTlmo347	lmo0342
RASTlmo348	lmo0343
RASTlmo349	lmo0344
RASTlmo35	lmo0034
RASTlmo350	lmo0345
RASTlmo351	lmo0346
RASTlmo352	lmo0347
RASTlmo353	lmo0348
RASTlmo354	lmo0349
RASTlmo355	lmo0350
RASTlmo356	lmo0351
RASTlmo357	lmo0352
RASTlmo358	lmo0353
RASTlmo359	lmo0354
RASTlmo36	lmo0035
RASTlmo360	lmo0355
RASTlmo361	lmo0356
RASTlmo362	lmo0357
RASTlmo363	lmo0358
RASTlmo364	lmo0359
RASTlmo365	lmo0360
RASTlmo368	lmo0362
RASTlmo37	lmo0036
RASTlmo370	lmo0364
RASTlmo371	lmo0365
RASTlmo372	lmo0366
RASTlmo373	lmo0367
RASTlmo374	lmo0368
RASTlmo375	lmo0369
RASTlmo376	lmo0370
RASTlmo377	lmo0371
RASTlmo378	lmo0372
RASTlmo379	lmo0373
RASTlmo38	lmo0037
RASTlmo380	lmo0374
RASTlmo381	lmo0375
RASTlmo382	lmo0376
RASTlmo383	lmo0377
RASTlmo384	lmo0378
RASTlmo385	lmo0379
RASTlmo387	lmo0380
RASTlmo388	lmo0381
RASTlmo389	lmo0382
RASTlmo39	lmo0038
RASTlmo390	lmo0383
RASTlmo391	lmo0384
RASTlmo392	lmo0385
RASTlmo394	lmo0387
RASTlmo395	lmo0388
RASTlmo396	lmo0389
RASTlmo398	lmo0391
RASTlmo399	lmo0392
RASTlmo40	lmo0039
RASTlmo400	lmo0393
RASTlmo402	lmo0395
RASTlmo403	lmo0396
RASTlmo404	lmo0397
RASTlmo405	lmo0398
RASTlmo406	lmo0399
RASTlmo407	lmo0400
RASTlmo408	lmo0401
RASTlmo409	lmo0402
RASTlmo41	lmo0040
RASTlmo410	lmo0403
RASTlmo411	lmo0404
RASTlmo412	lmo0405
RASTlmo413	lmo0406
RASTlmo414	lmo0407
RASTlmo415	lmo0408
RASTlmo416	lmo0409
RASTlmo418	lmo0411
RASTlmo42	lmo0041
RASTlmo420	lmo0413
RASTlmo421	lmo0414
RASTlmo423	lmo0416
RASTlmo424	lmo0417
RASTlmo425	lmo0418
RASTlmo426	lmo0419
RASTlmo427	lmo0420
RASTlmo428	lmo0421
RASTlmo429	lmo0422
RASTlmo43	lmo0042
RASTlmo430	lmo0423
RASTlmo431	lmo0424
RASTlmo432	lmo0425
RASTlmo433	lmo0426
RASTlmo434	lmo0427
RASTlmo435	lmo0428
RASTlmo436	lmo0429
RASTlmo437	lmo0430
RASTlmo438	lmo0431
RASTlmo439	lmo0432
RASTlmo44	lmo0043
RASTlmo440	lmo0433
RASTlmo441	lmo0434
RASTlmo442	lmo0435
RASTlmo443	lmo0436
RASTlmo444	lmo0437
RASTlmo446	lmo0439
RASTlmo447	lmo0440
RASTlmo448	lmo0441
RASTlmo449	lmo0442
RASTlmo45	lmo0044
RASTlmo450	lmo0443
RASTlmo451	lmo0444
RASTlmo452	lmo0445
RASTlmo453	lmo0446
RASTlmo454	lmo0447
RASTlmo455	lmo0448
RASTlmo457	lmo0449
RASTlmo458	lmo0450
RASTlmo459	lmo0451
RASTlmo46	lmo0045
RASTlmo460	lmo0452
RASTlmo462	lmo0454
RASTlmo463	lmo0455
RASTlmo464	lmo0456
RASTlmo465	lmo0457
RASTlmo466	lmo0458
RASTlmo469	lmo0459
RASTlmo47	lmo0046
RASTlmo470	lmo0460
RASTlmo471	lmo0461
RASTlmo472	lmo0462
RASTlmo473	lmo0463
RASTlmo476	lmo0466
RASTlmo477	lmo0469
RASTlmo479	lmo0470
RASTlmo48	lmo0047
RASTlmo480	lmo0471
RASTlmo483	lmo0474
RASTlmo487	lmo0477
RASTlmo488	lmo0478
RASTlmo489	lmo0479
RASTlmo49	lmo0048
RASTlmo490	lmo0480
RASTlmo491	lmo0481
RASTlmo492	lmo0482
RASTlmo493	lmo0483
RASTlmo494	lmo0484
RASTlmo495	lmo0485
RASTlmo496	lmo0486
RASTlmo497	lmo0487
RASTlmo498	lmo0488
RASTlmo499	lmo0489
RASTlmo5	lmo0005
RASTlmo50	lmo0049
RASTlmo500	lmo0490
RASTlmo501	lmo0491
RASTlmo502	lmo0492
RASTlmo503	lmo0493
RASTlmo504	lmo0494
RASTlmo505	lmo0495
RASTlmo506	lmo0496
RASTlmo507	lmo0497
RASTlmo508	lmo0498
RASTlmo509	lmo0499
RASTlmo51	lmo0050
RASTlmo510	lmo0500
RASTlmo511	lmo0501
RASTlmo512	lmo0502
RASTlmo513	lmo0503
RASTlmo514	lmo0504
RASTlmo515	lmo0505
RASTlmo516	lmo0506
RASTlmo517	lmo0507
RASTlmo518	lmo0508
RASTlmo519	lmo0509
RASTlmo52	lmo0051
RASTlmo520	lmo0510
RASTlmo523	lmo0513
RASTlmo524	lmo0514
RASTlmo526	lmo0516
RASTlmo527	lmo0517
RASTlmo528	lmo0518
RASTlmo529	lmo0519
RASTlmo53	lmo0052
RASTlmo531	lmo0521
RASTlmo532	lmo0522
RASTlmo533	lmo0523
RASTlmo534	lmo0524
RASTlmo535	lmo0525
RASTlmo536	lmo0526
RASTlmo537	lmo0527
RASTlmo538	lmo0528
RASTlmo539	lmo0529
RASTlmo54	lmo0053
RASTlmo540	lmo0530
RASTlmo541	lmo0531
RASTlmo542	lmo0532
RASTlmo543	lmo0533
RASTlmo544	lmo0534
RASTlmo545	lmo0535
RASTlmo546	lmo0536
RASTlmo547	lmo0537
RASTlmo548	lmo0538
RASTlmo549	lmo0539
RASTlmo55	lmo0054
RASTlmo550	lmo0540
RASTlmo551	lmo0541
RASTlmo552	lmo0542
RASTlmo553	lmo0543
RASTlmo554	lmo0544
RASTlmo555	lmo0545
RASTlmo556	lmo0546
RASTlmo557	lmo0547
RASTlmo558	lmo0548
RASTlmo559	lmo0549
RASTlmo560	lmo0550
RASTlmo561	lmo0551
RASTlmo562	lmo0552
RASTlmo563	lmo0553
RASTlmo564	lmo0554
RASTlmo565	lmo0555
RASTlmo566	lmo0556
RASTlmo567	lmo0557
RASTlmo568	lmo0558
RASTlmo569	lmo0559
RASTlmo57	lmo0055
RASTlmo570	lmo0560
RASTlmo571	lmo0561
RASTlmo572	lmo0562
RASTlmo573	lmo0563
RASTlmo574	lmo0564
RASTlmo575	lmo0565
RASTlmo576	lmo0566
RASTlmo577	lmo0567
RASTlmo578	lmo0568
RASTlmo579	lmo0569
RASTlmo581	lmo0571
RASTlmo582	lmo0572
RASTlmo583	lmo0573
RASTlmo584	lmo0574
RASTlmo585	lmo0575
RASTlmo586	lmo0576
RASTlmo587	lmo0577
RASTlmo588	lmo0578
RASTlmo589	lmo0579
RASTlmo59	lmo0056
RASTlmo591	lmo0581
RASTlmo592	lmo0582
RASTlmo593	lmo0583
RASTlmo594	lmo0584
RASTlmo595	lmo0585
RASTlmo596	lmo0586
RASTlmo597	lmo0587
RASTlmo598	lmo0588
RASTlmo599	lmo0589
RASTlmo6	lmo0006
RASTlmo60	lmo0057
RASTlmo601	lmo0591
RASTlmo602	lmo0592
RASTlmo603	lmo0593
RASTlmo604	lmo0594
RASTlmo605	lmo0595
RASTlmo606	lmo0596
RASTlmo607	lmo0597
RASTlmo609	lmo0599
RASTlmo61	lmo0058
RASTlmo610	lmo0600
RASTlmo611	lmo0601
RASTlmo612	lmo0602
RASTlmo613	lmo0603
RASTlmo614	lmo0604
RASTlmo615	lmo0605
RASTlmo618	lmo0608
RASTlmo619	lmo0609
RASTlmo62	lmo0059
RASTlmo620	lmo0610
RASTlmo621	lmo0611
RASTlmo623	lmo0613
RASTlmo624	lmo0614
RASTlmo626	lmo0616
RASTlmo627	lmo0617
RASTlmo628	lmo0618
RASTlmo629	lmo0619
RASTlmo63	lmo0060
RASTlmo630	lmo0620
RASTlmo631	lmo0621
RASTlmo632	lmo0622
RASTlmo633	lmo0623
RASTlmo634	lmo0624
RASTlmo635	lmo0625
RASTlmo636	lmo0626
RASTlmo637	lmo0627
RASTlmo639	lmo0629
RASTlmo64	lmo0061
RASTlmo640	lmo0630
RASTlmo641	lmo0631
RASTlmo642	lmo0632
RASTlmo643	lmo0633
RASTlmo644	lmo0634
RASTlmo645	lmo0635
RASTlmo646	lmo0636
RASTlmo647	lmo0637
RASTlmo648	lmo0638
RASTlmo649	lmo0639
RASTlmo65	lmo0062
RASTlmo651	lmo0641
RASTlmo652	lmo0642
RASTlmo654	lmo0643
RASTlmo655	lmo0644
RASTlmo656	lmo0645
RASTlmo657	lmo0646
RASTlmo658	lmo0647
RASTlmo659	lmo0648
RASTlmo66	lmo0063
RASTlmo660	lmo0649
RASTlmo661	lmo0650
RASTlmo662	lmo0651
RASTlmo665	lmo0654
RASTlmo666	lmo0655
RASTlmo667	lmo0656
RASTlmo668	lmo0657
RASTlmo669	lmo0658
RASTlmo67	lmo0064
RASTlmo670	lmo0659
RASTlmo672	lmo0660
RASTlmo673	lmo0661
RASTlmo674	lmo0662
RASTlmo675	lmo0663
RASTlmo677	lmo0664
RASTlmo678	lmo0665
RASTlmo679	lmo0666
RASTlmo68	lmo0065
RASTlmo680	lmo0667
RASTlmo681	lmo0668
RASTlmo683	lmo0669
RASTlmo684	lmo0670
RASTlmo685	lmo0671
RASTlmo686	lmo0672
RASTlmo687	lmo0673
RASTlmo688	lmo0674
RASTlmo689	lmo0675
RASTlmo69	lmo0066
RASTlmo690	lmo0676
RASTlmo691	lmo0677
RASTlmo692	lmo0678
RASTlmo693	lmo0679
RASTlmo694	lmo0680
RASTlmo695	lmo0681
RASTlmo696	lmo0682
RASTlmo697	lmo0683
RASTlmo698	lmo0684
RASTlmo7	lmo0007
RASTlmo70	lmo0067
RASTlmo700	lmo0686
RASTlmo701	lmo0687
RASTlmo702	lmo0688
RASTlmo703	lmo0689
RASTlmo704	lmo0690
RASTlmo705	lmo0691
RASTlmo706	lmo0692
RASTlmo708	lmo0694
RASTlmo709	lmo0695
RASTlmo71	lmo0068
RASTlmo710	lmo0696
RASTlmo711	lmo0697
RASTlmo712	lmo0698
RASTlmo713	lmo0699
RASTlmo714	lmo0700
RASTlmo715	lmo0701
RASTlmo716	lmo0702
RASTlmo717	lmo0703
RASTlmo718	lmo0704
RASTlmo719	lmo0705
RASTlmo720	lmo0706
RASTlmo721	lmo0707
RASTlmo722	lmo0708
RASTlmo723	lmo0709
RASTlmo724	lmo0710
RASTlmo725	lmo0711
RASTlmo726	lmo0712
RASTlmo727	lmo0713
RASTlmo728	lmo0714
RASTlmo729	lmo0715
RASTlmo73	lmo0070
RASTlmo730	lmo0716
RASTlmo731	lmo0717
RASTlmo732	lmo0718
RASTlmo733	lmo0719
RASTlmo734	lmo0720
RASTlmo735	lmo0721
RASTlmo736	lmo0722
RASTlmo737	lmo0723
RASTlmo738	lmo0724
RASTlmo739	lmo0725
RASTlmo74	lmo0071
RASTlmo740	lmo0727
RASTlmo741	lmo0728
RASTlmo742	lmo0729
RASTlmo743	lmo0730
RASTlmo744	lmo0731
RASTlmo746	lmo0732
RASTlmo747	lmo0733
RASTlmo748	lmo0734
RASTlmo749	lmo0735
RASTlmo75	lmo0073
RASTlmo750	lmo0736
RASTlmo751	lmo0737
RASTlmo752	lmo0738
RASTlmo753	lmo0739
RASTlmo754	lmo0740
RASTlmo755	lmo0741
RASTlmo756	lmo0742
RASTlmo757	lmo0743
RASTlmo758	lmo0744
RASTlmo759	lmo0745
RASTlmo760	lmo0746
RASTlmo762	lmo0748
RASTlmo763	lmo0749
RASTlmo764	lmo0750
RASTlmo765	lmo0751
RASTlmo766	lmo0752
RASTlmo767	lmo0753
RASTlmo768	lmo0754
RASTlmo769	lmo0755
RASTlmo77	lmo0075
RASTlmo770	lmo0756
RASTlmo771	lmo0757
RASTlmo772	lmo0758
RASTlmo773	lmo0759
RASTlmo774	lmo0760
RASTlmo775	lmo0761
RASTlmo776	lmo0762
RASTlmo777	lmo0763
RASTlmo778	lmo0764
RASTlmo779	lmo0765
RASTlmo78	lmo0076
RASTlmo780	lmo0766
RASTlmo781	lmo0767
RASTlmo782	lmo0768
RASTlmo783	lmo0769
RASTlmo784	lmo0770
RASTlmo785	lmo0771
RASTlmo786	lmo0772
RASTlmo787	lmo0773
RASTlmo788	lmo0774
RASTlmo789	lmo0775
RASTlmo79	lmo0077
RASTlmo790	lmo0776
RASTlmo791	lmo0777
RASTlmo793	lmo0779
RASTlmo794	lmo0780
RASTlmo795	lmo0781
RASTlmo796	lmo0782
RASTlmo797	lmo0783
RASTlmo798	lmo0784
RASTlmo799	lmo0785
RASTlmo8	lmo0008
RASTlmo80	lmo0078
RASTlmo800	lmo0786
RASTlmo801	lmo0787
RASTlmo802	lmo0788
RASTlmo803	lmo0789
RASTlmo804	lmo0790
RASTlmo805	lmo0791
RASTlmo806	lmo0792
RASTlmo807	lmo0793
RASTlmo808	lmo0794
RASTlmo809	lmo0795
RASTlmo81	lmo0079
RASTlmo810	lmo0796
RASTlmo812	lmo0798
RASTlmo813	lmo0799
RASTlmo814	lmo0800
RASTlmo815	lmo0801
RASTlmo816	lmo0802
RASTlmo817	lmo0803
RASTlmo818	lmo0804
RASTlmo819	lmo0805
RASTlmo82	lmo0080
RASTlmo820	lmo0806
RASTlmo822	lmo0808
RASTlmo823	lmo0809
RASTlmo824	lmo0810
RASTlmo825	lmo0811
RASTlmo826	lmo0812
RASTlmo827	lmo0813
RASTlmo828	lmo0814
RASTlmo829	lmo0815
RASTlmo83	lmo0081
RASTlmo830	lmo0816
RASTlmo831	lmo0817
RASTlmo832	lmo0818
RASTlmo833	lmo0819
RASTlmo834	lmo0820
RASTlmo835	lmo0821
RASTlmo836	lmo0822
RASTlmo837	lmo0823
RASTlmo838	lmo0824
RASTlmo839	lmo0825
RASTlmo84	lmo0083
RASTlmo840	lmo0826
RASTlmo841	lmo0827
RASTlmo842	lmo0828
RASTlmo843	lmo0829
RASTlmo844	lmo0830
RASTlmo845	lmo0831
RASTlmo846	lmo0832
RASTlmo847	lmo0833
RASTlmo849	lmo0835
RASTlmo85	lmo0084
RASTlmo850	lmo0836
RASTlmo852	lmo0838
RASTlmo853	lmo0839
RASTlmo854	lmo0840
RASTlmo855	lmo0841
RASTlmo856	lmo0842
RASTlmo857	lmo0843
RASTlmo858	lmo0844
RASTlmo859	lmo0845
RASTlmo86	lmo0085
RASTlmo860	lmo0846
RASTlmo861	lmo0847
RASTlmo862	lmo0848
RASTlmo863	lmo0849
RASTlmo865	lmo0850
RASTlmo866	lmo0851
RASTlmo867	lmo0852
RASTlmo868	lmo0853
RASTlmo869	lmo0854
RASTlmo87	lmo0086
RASTlmo870	lmo0855
RASTlmo872	lmo0857
RASTlmo873	lmo0858
RASTlmo874	lmo0859
RASTlmo877	lmo0862
RASTlmo878	lmo0863
RASTlmo879	lmo0864
RASTlmo88	lmo0087
RASTlmo880	lmo0865
RASTlmo881	lmo0866
RASTlmo883	lmo0867
RASTlmo884	lmo0868
RASTlmo885	lmo0869
RASTlmo886	lmo0870
RASTlmo887	lmo0871
RASTlmo888	lmo0872
RASTlmo889	lmo0873
RASTlmo89	lmo0088
RASTlmo890	lmo0874
RASTlmo891	lmo0875
RASTlmo892	lmo0876
RASTlmo893	lmo0877
RASTlmo894	lmo0878
RASTlmo895	lmo0879
RASTlmo896	lmo0880
RASTlmo897	lmo0881
RASTlmo898	lmo0882
RASTlmo899	lmo0883
RASTlmo9	lmo0009
RASTlmo90	lmo0089
RASTlmo900	lmo0884
RASTlmo901	lmo0885
RASTlmo902	lmo0886
RASTlmo903	lmo0887
RASTlmo905	lmo0889
RASTlmo906	lmo0890
RASTlmo907	lmo0891
RASTlmo908	lmo0892
RASTlmo909	lmo0893
RASTlmo91	lmo0090
RASTlmo910	lmo0894
RASTlmo911	lmo0895
RASTlmo912	lmo0896
RASTlmo914	lmo0898
RASTlmo915	lmo0899
RASTlmo917	lmo0900
RASTlmo918	lmo0901
RASTlmo919	lmo0902
RASTlmo92	lmo0091
RASTlmo920	lmo0903
RASTlmo921	lmo0904
RASTlmo922	lmo0905
RASTlmo923	lmo0906
RASTlmo924	lmo0907
RASTlmo925	lmo0908
RASTlmo926	lmo0909
RASTlmo927	lmo0910
RASTlmo928	lmo0911
RASTlmo929	lmo0912
RASTlmo93	lmo0092
RASTlmo930	lmo0913
RASTlmo931	lmo0914
RASTlmo932	lmo0915
RASTlmo933	lmo0916
RASTlmo934	lmo0917
RASTlmo935	lmo0918
RASTlmo936	lmo0919
RASTlmo937	lmo0920
RASTlmo938	lmo0921
RASTlmo939	lmo0922
RASTlmo94	lmo0093
RASTlmo940	lmo0923
RASTlmo942	lmo0925
RASTlmo943	lmo0926
RASTlmo944	lmo0927
RASTlmo945	lmo0928
RASTlmo946	lmo0929
RASTlmo947	lmo0930
RASTlmo948	lmo0931
RASTlmo949	lmo0932
RASTlmo95	lmo0094
RASTlmo950	lmo0933
RASTlmo952	lmo0934
RASTlmo953	lmo0935
RASTlmo954	lmo0936
RASTlmo955	lmo0937
RASTlmo956	lmo0938
RASTlmo957	lmo0939
RASTlmo958	lmo0940
RASTlmo96	lmo0095
RASTlmo960	lmo0942
RASTlmo961	lmo0943
RASTlmo962	lmo0944
RASTlmo963	lmo0945
RASTlmo964	lmo0946
RASTlmo965	lmo0947
RASTlmo966	lmo0948
RASTlmo967	lmo0949
RASTlmo968	lmo0950
RASTlmo969	lmo0951
RASTlmo97	lmo0096
RASTlmo970	lmo0952
RASTlmo971	lmo0953
RASTlmo972	lmo0954
RASTlmo973	lmo0955
RASTlmo974	lmo0956
RASTlmo975	lmo0957
RASTlmo976	lmo0958
RASTlmo977	lmo0959
RASTlmo978	lmo0960
RASTlmo979	lmo0961
RASTlmo98	lmo0097
RASTlmo980	lmo0962
RASTlmo981	lmo0963
RASTlmo982	lmo0964
RASTlmo983	lmo0965
RASTlmo984	lmo0966
RASTlmo985	lmo0967
RASTlmo986	lmo0968
RASTlmo987	lmo0969
RASTlmo988	lmo0970
RASTlmo989	lmo0971
RASTlmo99	lmo0098
RASTlmo991	lmo0972
RASTlmo992	lmo0973
RASTlmo993	lmo0974
RASTlmo995	lmo0975
RASTlmo996	lmo0976
RASTlmo997	lmo0977
RASTlmo998	lmo0978
RASTlmo999	lmo0979
